"coloring","info","is_mrna_tf","name","selected","shared name"
"dummy","dummy",,"","false","mir-149-5p/mir-1276"
"mirna","mirna",,"mir-1276","false","mir-1276"
"dummy","dummy",,"","false","mir-1276/mir-378a-3p"
"mirna","mirna",,"let-7b-5p","false","let-7b-5p"
"dummy","dummy",,"","false","let-7b-5p/mir-98-5p"
"mirna","mirna",,"mir-98-5p","false","mir-98-5p"
"dummy","dummy",,"","false","mir-98-5p/let-7d-5p"
"mirna","mirna",,"mir-1224-5p","false","mir-1224-5p"
"dummy","dummy",,"","false","mir-1224-5p/mir-188-3p"
"dummy","dummy",,"","false","mir-141-3p/mir-1224-5p"
"dummy","dummy",,"","false","mir-149-3p/mir-188-3p"
"dummy","dummy",,"","false","mir-424-5p/mir-188-3p"
"dummy","dummy",,"","false","mir-424-5p/mir-149-5p"
"mirna","mirna",,"mir-3662","false","mir-3662"
"dummy","dummy",,"","false","mir-3662/mir-17-5p"
"mirna","mirna",,"mir-130b-5p","false","mir-130b-5p"
"dummy","dummy",,"","false","mir-130b-5p/mir-34c-3p"
"dummy","dummy",,"","false","mir-378a-5p/mir-106a-5p"
"dummy","dummy",,"","false","let-7c-5p/let-7b-5p"
"mirna","mirna",,"mir-130b-3p","false","mir-130b-3p"
"dummy","dummy",,"","false","mir-130b-3p/mir-20a-5p"
"mirna","mirna",,"mir-301b-3p","false","mir-301b-3p"
"dummy","dummy",,"","false","mir-301b-3p/mir-20a-5p"
"dummy","dummy",,"","false","mir-17-5p/mir-130b-3p"
"dummy","dummy",,"","false","mir-532-3p/mir-204-5p"
"dummy","dummy",,"","false","mir-494-3p/mir-514a-3p"
"mirna","mirna",,"mir-188-3p","false","mir-188-3p"
"dummy","dummy",,"","false","mir-188-3p/mir-377-5p"
"dummy","dummy",,"","false","mir-17-5p/mir-935"
"mirna","mirna",,"mir-133a-3p","false","mir-133a-3p"
"dummy","dummy",,"","false","mir-133a-3p/mir-133b"
"dummy","dummy",,"","false","let-7b-5p/mir-210-3p"
"mirna","mirna",,"mir-210-3p","false","mir-210-3p"
"dummy","dummy",,"","false","mir-210-3p/mir-744-5p"
"dummy","dummy",,"","false","mir-502-5p/mir-532-5p"
"dummy","dummy",,"","false","mir-424-5p/mir-502-5p"
"dummy","dummy",,"","false","mir-92b-3p/mir-769-3p"
"dummy","dummy",,"","false","mir-424-5p/mir-548f-3p"
"mirna","mirna",,"mir-200a-3p","false","mir-200a-3p"
"dummy","dummy",,"","false","mir-200a-3p/mir-92b-3p"
"dummy","dummy",,"","false","mir-363-3p/mir-301b-3p"
"mirna","mirna",,"mir-20b-3p","false","mir-20b-3p"
"dummy","dummy",,"","false","mir-20b-3p/mir-301b-3p"
"dummy","dummy",,"","false","mir-17-5p/mir-301b-3p"
"mirna","mirna",,"mir-199b-5p","false","mir-199b-5p"
"dummy","dummy",,"","false","mir-199b-5p/mir-199b-3p"
"dummy","dummy",,"","false","mir-199b-5p/mir-199a-5p"
"dummy","dummy",,"","false","mir-199b-5p/mir-199a-3p"
"dummy","dummy",,"","false","mir-106a-5p/mir-301b-3p"
"dummy","dummy",,"","false","mir-106a-5p/mir-130b-3p"
"dummy","dummy",,"","false","mir-92b-3p/mir-625-3p"
"dummy","dummy",,"","false","mir-424-5p/mir-503-5p"
"mirna","mirna",,"mir-708-3p","false","mir-708-3p"
"dummy","dummy",,"","false","mir-708-3p/mir-424-5p"
"dummy","dummy",,"","false","mir-130a-3p/mir-301b-3p"
"mirna","mirna",,"mir-99b-3p","false","mir-99b-3p"
"dummy","dummy",,"","false","mir-99b-3p/mir-429"
"mirna","mirna",,"mir-7-5p","false","mir-7-5p"
"dummy","dummy",,"","false","mir-7-5p/mir-548b-3p"
"mirna","mirna",,"mir-491-5p","false","mir-491-5p"
"dummy","dummy",,"","false","mir-491-5p/mir-744-5p"
"mirna","mirna",,"mir-744-5p","false","mir-744-5p"
"dummy","dummy",,"","false","mir-744-5p/mir-1269a"
"mirna","mirna",,"mir-501-5p","false","mir-501-5p"
"dummy","dummy",,"","false","mir-501-5p/mir-378a-5p"
"dummy","dummy",,"","false","mir-29a-5p/mir-491-5p"
"dummy","dummy",,"","false","mir-20b-5p/mir-138-5p"
"mirna","mirna",,"mir-146a-5p","false","mir-146a-5p"
"dummy","dummy",,"","false","mir-146a-5p/mir-135b-5p"
"mirna","mirna",,"mir-218-5p","false","mir-218-5p"
"dummy","dummy",,"","false","mir-218-5p/mir-1228-3p"
"mirna","mirna",,"mir-497-5p","false","mir-497-5p"
"dummy","dummy",,"","false","mir-497-5p/mir-491-5p"
"mirna","mirna",,"mir-139-5p","false","mir-139-5p"
"dummy","dummy",,"","false","mir-139-5p/mir-410-3p"
"dummy","dummy",,"","false","mir-149-3p/mir-541-3p"
"dummy","dummy",,"","false","mir-7-5p/mir-642a-5p"
"mirna","mirna",,"mir-376c-3p","false","mir-376c-3p"
"dummy","dummy",,"","false","mir-376c-3p/mir-17-5p"
"mirna","mirna",,"mir-135b-5p","false","mir-135b-5p"
"dummy","dummy",,"","false","mir-135b-5p/mir-30a-3p"
"mirna","mirna",,"mir-219a-1-3p","false","mir-219a-1-3p"
"dummy","dummy",,"","false","mir-219a-1-3p/mir-20a-5p"
"mirna","mirna",,"mir-503-5p","false","mir-503-5p"
"dummy","dummy",,"","false","mir-503-5p/mir-378a-3p"
"mirna","mirna",,"mir-200b-3p","false","mir-200b-3p"
"dummy","dummy",,"","false","mir-200b-3p/mir-106a-5p"
"mirna","mirna",,"mir-766-3p","false","mir-766-3p"
"dummy","dummy",,"","false","mir-766-3p/mir-149-3p"
"mirna","mirna",,"mir-204-5p","false","mir-204-5p"
"dummy","dummy",,"","false","mir-204-5p/let-7b-5p"
"mirna","mirna",,"mir-185-3p","false","mir-185-3p"
"dummy","dummy",,"","false","mir-185-3p/mir-542-3p"
"mirna","mirna",,"mir-199a-5p","false","mir-199a-5p"
"dummy","dummy",,"","false","mir-199a-5p/mir-501-5p"
"mirna","mirna",,"mir-221-3p","false","mir-221-3p"
"dummy","dummy",,"","false","mir-221-3p/mir-21-5p"
"dummy","dummy",,"","false","mir-221-3p/mir-30a-3p"
"dummy","dummy",,"","false","mir-141-3p/mir-425-5p"
"mirna","mirna",,"mir-33a-5p","false","mir-33a-5p"
"dummy","dummy",,"","false","mir-33a-5p/mir-106a-5p"
"mirna","mirna",,"mir-27a-5p","false","mir-27a-5p"
"dummy","dummy",,"","false","mir-27a-5p/mir-183-5p"
"dummy","dummy",,"","false","mir-152-3p/mir-877-3p"
"dummy","dummy",,"","false","mir-501-5p/mir-500a-5p"
"mirna","mirna",,"mir-96-5p","false","mir-96-5p"
"dummy","dummy",,"","false","mir-96-5p/mir-501-5p"
"mirna","mirna",,"mir-532-5p","false","mir-532-5p"
"dummy","dummy",,"","false","mir-532-5p/mir-96-5p"
"mirna","mirna",,"mir-133b","false","mir-133b"
"dummy","dummy",,"","false","mir-133b/mir-149-5p"
"mirna","mirna",,"mir-378a-3p","false","mir-378a-3p"
"dummy","dummy",,"","false","mir-378a-3p/mir-155-5p"
"mirna","mirna",,"mir-192-5p","false","mir-192-5p"
"dummy","dummy",,"","false","mir-192-5p/mir-218-5p"
"mirna","mirna",,"mir-182-5p","false","mir-182-5p"
"dummy","dummy",,"","false","mir-182-5p/mir-335-3p"
"dummy","dummy",,"","false","mir-92b-3p/mir-33a-5p"
"dummy","dummy",,"","false","mir-96-5p/mir-432-5p"
"mirna","mirna",,"mir-877-3p","false","mir-877-3p"
"dummy","dummy",,"","false","mir-877-3p/mir-96-5p"
"mirna","mirna",,"mir-18b-5p","false","mir-18b-5p"
"dummy","dummy",,"","false","mir-18b-5p/mir-18a-5p"
"dummy","dummy",,"","false","mir-877-3p/mir-182-5p"
"dummy","dummy",,"","false","mir-877-3p/mir-183-5p"
"dummy","dummy",,"","false","mir-877-3p/mir-1-3p"
"mirna","mirna",,"mir-362-3p","false","mir-362-3p"
"dummy","dummy",,"","false","mir-362-3p/mir-362-5p"
"dummy","dummy",,"","false","mir-362-3p/mir-500b-5p"
"dummy","dummy",,"","false","mir-501-5p/mir-362-3p"
"mirna","mirna",,"mir-362-5p","false","mir-362-5p"
"dummy","dummy",,"","false","mir-362-5p/mir-500b-5p"
"mirna","mirna",,"mir-500b-5p","false","mir-500b-5p"
"dummy","dummy",,"","false","mir-500b-5p/mir-501-5p"
"mirna","mirna",,"mir-21-5p","false","mir-21-5p"
"dummy","dummy",,"","false","mir-21-5p/mir-744-5p"
"dummy","dummy",,"","false","mir-501-5p/mir-182-5p"
"dummy","dummy",,"","false","mir-532-3p/mir-188-3p"
"dummy","dummy",,"","false","mir-676-3p/mir-502-5p"
"mirna","mirna",,"mir-376b-3p","false","mir-376b-3p"
"dummy","dummy",,"","false","mir-376b-3p/mir-188-3p"
"dummy","dummy",,"","false","mir-502-5p/mir-376a-3p"
"dummy","dummy",,"","false","mir-410-3p/mir-188-3p"
"mirna","mirna",,"mir-376a-3p","false","mir-376a-3p"
"dummy","dummy",,"","false","mir-376a-3p/mir-188-3p"
"mirna","mirna",,"mir-130a-5p","false","mir-130a-5p"
"dummy","dummy",,"","false","mir-130a-5p/mir-9-5p"
"mirna","mirna",,"mir-495-3p","false","mir-495-3p"
"dummy","dummy",,"","false","mir-495-3p/mir-134-5p"
"mirna","mirna",,"mir-191-3p","false","mir-191-3p"
"dummy","dummy",,"","false","mir-191-3p/mir-192-5p"
"dummy","dummy",,"","false","mir-485-3p/mir-532-5p"
"dummy","dummy",,"","false","mir-329-3p/mir-532-5p"
"dummy","dummy",,"","false","mir-485-3p/mir-542-3p"
"mirna","mirna",,"mir-542-3p","false","mir-542-3p"
"dummy","dummy",,"","false","mir-542-3p/mir-494-3p"
"dummy","dummy",,"","false","mir-363-3p/mir-1228-3p"
"dummy","dummy",,"","false","mir-17-5p/mir-19b-1-5p"
"mirna","mirna",,"mir-1306-3p","false","mir-1306-3p"
"dummy","dummy",,"","false","mir-1306-3p/let-7c-5p"
"mirna","mirna",,"mir-30a-5p","false","mir-30a-5p"
"dummy","dummy",,"","false","mir-30a-5p/mir-17-5p"
"mirna","mirna",,"mir-493-3p","false","mir-493-3p"
"dummy","dummy",,"","false","mir-493-3p/mir-432-5p"
"dummy","dummy",,"","false","mir-98-5p/mir-92b-3p"
"dummy","dummy",,"","false","mir-760/mir-194-3p"
"mirna","mirna",,"mir-183-5p","false","mir-183-5p"
"dummy","dummy",,"","false","mir-183-5p/mir-182-5p"
"dummy","dummy",,"","false","mir-96-5p/mir-182-5p"
"mirna","mirna",,"mir-199b-3p","false","mir-199b-3p"
"dummy","dummy",,"","false","mir-199b-3p/mir-17-5p"
"dummy","dummy",,"","false","mir-20a-5p/mir-199a-3p"
"mirna","mirna",,"mir-199a-3p","false","mir-199a-3p"
"dummy","dummy",,"","false","mir-199a-3p/mir-17-5p"
"dummy","dummy",,"","false","mir-20a-5p/mir-199b-3p"
"mirna","mirna",,"mir-584-5p","false","mir-584-5p"
"dummy","dummy",,"","false","mir-584-5p/mir-542-3p"
"dummy","dummy",,"","false","mir-660-5p/let-7c-5p"
"dummy","dummy",,"","false","mir-1-3p/mir-96-5p"
"dummy","dummy",,"","false","mir-206/mir-96-5p"
"dummy","dummy",,"","false","mir-182-5p/mir-1-3p"
"dummy","dummy",,"","false","mir-503-5p/mir-10b-3p"
"dummy","dummy",,"","false","mir-378a-5p/mir-139-5p"
"dummy","dummy",,"","false","mir-378a-3p/mir-139-5p"
"mirna","mirna",,"mir-18a-5p","false","mir-18a-5p"
"dummy","dummy",,"","false","mir-18a-5p/mir-548o-3p"
"mirna","mirna",,"mir-3187-3p","false","mir-3187-3p"
"dummy","dummy",,"","false","mir-3187-3p/mir-129-2-3p"
"mirna","mirna",,"mir-214-3p","false","mir-214-3p"
"dummy","dummy",,"","false","mir-214-3p/mir-219a-1-3p"
"mirna","mirna",,"mir-99a-5p","false","mir-99a-5p"
"dummy","dummy",,"","false","mir-99a-5p/mir-3065-5p"
"mirna","mirna",,"mir-493-5p","false","mir-493-5p"
"dummy","dummy",,"","false","mir-493-5p/mir-31-5p"
"dummy","dummy",,"","false","mir-141-3p/mir-182-5p"
"mirna","mirna",,"mir-296-5p","false","mir-296-5p"
"dummy","dummy",,"","false","mir-296-5p/mir-769-3p"
"dummy","dummy",,"","false","mir-92b-3p/mir-218-5p"
"dummy","dummy",,"","false","mir-877-3p/mir-429"
"dummy","dummy",,"","false","mir-200b-3p/mir-877-3p"
"mirna","mirna",,"mir-411-3p","false","mir-411-3p"
"dummy","dummy",,"","false","mir-411-3p/mir-299-3p"
"dummy","dummy",,"","false","mir-17-5p/mir-146a-5p"
"mirna","mirna",,"mir-18a-3p","false","mir-18a-3p"
"dummy","dummy",,"","false","mir-18a-3p/mir-421"
"dummy","dummy",,"","false","mir-421/mir-17-5p"
"mirna","mirna",,"mir-146b-3p","false","mir-146b-3p"
"dummy","dummy",,"","false","mir-146b-3p/mir-21-5p"
"dummy","dummy",,"","false","mir-493-3p/mir-877-3p"
"dummy","dummy",,"","false","mir-218-5p/mir-130b-3p"
"dummy","dummy",,"","false","mir-218-5p/mir-1-3p"
"dummy","dummy",,"","false","mir-218-5p/mir-130a-3p"
"dummy","dummy",,"","false","mir-218-5p/mir-301b-3p"
"mirna","mirna",,"mir-30c-2-3p","false","mir-30c-2-3p"
"dummy","dummy",,"","false","mir-30c-2-3p/mir-106a-5p"
"dummy","dummy",,"","false","mir-20a-5p/mir-33a-5p"
"dummy","dummy",,"","false","mir-141-3p/mir-200c-3p"
"dummy","dummy",,"","false","mir-20a-5p/mir-214-3p"
"mirna","mirna",,"mir-4326","false","mir-4326"
"dummy","dummy",,"","false","mir-4326/mir-1271-5p"
"dummy","dummy",,"","false","mir-20a-5p/mir-760"
"dummy","dummy",,"","false","mir-17-5p/mir-760"
"dummy","dummy",,"","false","mir-182-5p/mir-141-5p"
"dummy","dummy",,"","false","mir-362-5p/mir-500a-3p"
"dummy","dummy",,"","false","mir-500b-5p/mir-500a-3p"
"dummy","dummy",,"","false","mir-362-5p/mir-133a-3p"
"dummy","dummy",,"","false","mir-500b-5p/mir-133a-3p"
"dummy","dummy",,"","false","mir-133a-3p/mir-500a-3p"
"dummy","dummy",,"","false","mir-188-3p/mir-500b-5p"
"dummy","dummy",,"","false","mir-188-3p/mir-362-5p"
"dummy","dummy",,"","false","mir-362-3p/mir-500a-3p"
"dummy","dummy",,"","false","mir-362-3p/mir-133a-3p"
"dummy","dummy",,"","false","mir-362-3p/mir-188-3p"
"dummy","dummy",,"","false","mir-188-3p/mir-500a-3p"
"dummy","dummy",,"","false","mir-130a-3p/mir-17-5p"
"mirna","mirna",,"mir-504-5p","false","mir-504-5p"
"dummy","dummy",,"","false","mir-504-5p/mir-199a-3p"
"dummy","dummy",,"","false","mir-199b-3p/mir-320c"
"mirna","mirna",,"mir-320c","false","mir-320c"
"dummy","dummy",,"","false","mir-320c/mir-199a-3p"
"mirna","mirna",,"mir-382-5p","false","mir-382-5p"
"dummy","dummy",,"","false","mir-382-5p/mir-493-3p"
"mirna","mirna",,"mir-508-5p","false","mir-508-5p"
"dummy","dummy",,"","false","mir-508-5p/mir-542-3p"
"mirna","mirna",,"mir-592","false","mir-592"
"dummy","dummy",,"","false","mir-592/mir-141-5p"
"dummy","dummy",,"","false","mir-17-5p/mir-30a-3p"
"dummy","dummy",,"","false","mir-20a-5p/mir-130b-5p"
"dummy","dummy",,"","false","mir-362-3p/mir-377-3p"
"dummy","dummy",,"","false","mir-329-3p/mir-188-3p"
"mirna","mirna",,"mir-144-5p","false","mir-144-5p"
"dummy","dummy",,"","false","mir-144-5p/mir-30a-3p"
"dummy","dummy",,"","false","mir-200a-3p/mir-330-5p"
"dummy","dummy",,"","false","mir-20b-5p/mir-21-5p"
"dummy","dummy",,"","false","let-7b-5p/mir-550a-5p"
"dummy","dummy",,"","false","mir-1-3p/mir-362-3p"
"mirna","mirna",,"mir-7-1-3p","false","mir-7-1-3p"
"dummy","dummy",,"","false","mir-7-1-3p/mir-7-5p"
"mirna","mirna",,"mir-19b-1-5p","false","mir-19b-1-5p"
"dummy","dummy",,"","false","mir-19b-1-5p/mir-92b-3p"
"mirna","mirna",,"mir-429","false","mir-429"
"dummy","dummy",,"","false","mir-429/mir-29b-1-5p"
"dummy","dummy",,"","false","mir-221-3p/mir-30a-5p"
"dummy","dummy",,"","false","mir-106a-5p/mir-200a-3p"
"dummy","dummy",,"","false","mir-362-3p/mir-660-5p"
"dummy","dummy",,"","false","mir-7-5p/mir-330-5p"
"dummy","dummy",,"","false","mir-18b-5p/mir-1226-3p"
"mirna","mirna",,"mir-129-5p","false","mir-129-5p"
"dummy","dummy",,"","false","mir-129-5p/mir-20a-5p"
"mirna","mirna",,"mir-335-5p","false","mir-335-5p"
"dummy","dummy",,"","false","mir-335-5p/mir-17-5p"
"mirna","mirna",,"mir-330-3p","false","mir-330-3p"
"dummy","dummy",,"","false","mir-330-3p/mir-141-3p"
"mirna","mirna",,"mir-200c-3p","false","mir-200c-3p"
"dummy","dummy",,"","false","mir-200c-3p/mir-141-5p"
"dummy","dummy",,"","false","mir-141-3p/mir-141-5p"
"dummy","dummy",,"","false","mir-149-5p/mir-106a-5p"
"mirna","mirna",,"mir-411-5p","false","mir-411-5p"
"dummy","dummy",,"","false","mir-411-5p/mir-17-5p"
"dummy","dummy",,"","false","mir-218-5p/mir-30a-3p"
"dummy","dummy",,"","false","mir-21-5p/let-7b-5p"
"dummy","dummy",,"","false","mir-421/mir-138-5p"
"mirna","mirna",,"mir-550a-5p","false","mir-550a-5p"
"dummy","dummy",,"","false","mir-550a-5p/mir-130b-3p"
"dummy","dummy",,"","false","mir-502-5p/mir-182-5p"
"mirna","mirna",,"mir-758-3p","false","mir-758-3p"
"dummy","dummy",,"","false","mir-758-3p/mir-130a-3p"
"dummy","dummy",,"","false","mir-130b-5p/mir-301b-3p"
"dummy","dummy",,"","false","mir-744-5p/mir-23a-5p"
"mirna","mirna",,"mir-543","false","mir-543"
"dummy","dummy",,"","false","mir-543/mir-182-5p"
"dummy","dummy",,"","false","mir-182-5p/mir-450b-5p"
"mirna","mirna",,"mir-628-3p","false","mir-628-3p"
"dummy","dummy",,"","false","mir-628-3p/mir-338-5p"
"mirna","mirna",,"mir-34c-3p","false","mir-34c-3p"
"dummy","dummy",,"","false","mir-34c-3p/mir-23a-5p"
"mirna","mirna",,"mir-34b-3p","false","mir-34b-3p"
"dummy","dummy",,"","false","mir-34b-3p/mir-23a-5p"
"dummy","dummy",,"","false","mir-30a-5p/mir-9-5p"
"mirna","mirna",,"mir-320d","false","mir-320d"
"dummy","dummy",,"","false","mir-320d/mir-130a-3p"
"dummy","dummy",,"","false","mir-532-5p/mir-182-5p"
"mirna","mirna",,"mir-196a-5p","false","mir-196a-5p"
"dummy","dummy",,"","false","mir-196a-5p/mir-214-5p"
"dummy","dummy",,"","false","mir-92b-3p/mir-18a-5p"
"dummy","dummy",,"","false","mir-1-3p/mir-424-5p"
"dummy","dummy",,"","false","mir-376b-3p/mir-218-5p"
"mirna","mirna",,"mir-655-3p","false","mir-655-3p"
"dummy","dummy",,"","false","mir-655-3p/mir-493-5p"
"dummy","dummy",,"","false","mir-410-3p/mir-411-5p"
"dummy","dummy",,"","false","mir-493-5p/mir-411-5p"
"mirna","mirna",,"mir-369-3p","false","mir-369-3p"
"dummy","dummy",,"","false","mir-369-3p/mir-411-5p"
"dummy","dummy",,"","false","mir-369-3p/mir-655-3p"
"dummy","dummy",,"","false","mir-369-3p/mir-410-3p"
"dummy","dummy",,"","false","mir-655-3p/mir-410-3p"
"dummy","dummy",,"","false","mir-655-3p/mir-411-5p"
"mirna","mirna",,"mir-379-3p","false","mir-379-3p"
"dummy","dummy",,"","false","mir-379-3p/mir-410-3p"
"dummy","dummy",,"","false","mir-410-3p/mir-493-5p"
"mirna","mirna",,"let-7d-5p","false","let-7d-5p"
"dummy","dummy",,"","false","let-7d-5p/mir-511-5p"
"dummy","dummy",,"","false","mir-98-5p/mir-511-5p"
"mirna","mirna",,"mir-320b","false","mir-320b"
"dummy","dummy",,"","false","mir-320b/mir-98-5p"
"dummy","dummy",,"","false","mir-376a-3p/mir-329-3p"
"dummy","dummy",,"","false","mir-192-5p/mir-3662"
"mirna","mirna",,"mir-338-5p","false","mir-338-5p"
"dummy","dummy",,"","false","mir-338-5p/mir-19b-1-5p"
"mirna","mirna",,"mir-3613-3p","false","mir-3613-3p"
"dummy","dummy",,"","false","mir-3613-3p/mir-21-3p"
"mirna","mirna",,"mir-424-3p","false","mir-424-3p"
"dummy","dummy",,"","false","mir-424-3p/mir-483-5p"
"dummy","dummy",,"","false","mir-320d/mir-29a-5p"
"dummy","dummy",,"","false","mir-200b-3p/mir-30c-2-3p"
"mirna","mirna",,"mir-31-5p","false","mir-31-5p"
"dummy","dummy",,"","false","mir-31-5p/mir-30a-3p"
"dummy","dummy",,"","false","mir-3662/mir-218-5p"
"dummy","dummy",,"","false","mir-200a-3p/mir-29a-5p"
"dummy","dummy",,"","false","mir-421/mir-223-5p"
"dummy","dummy",,"","false","mir-940/mir-130b-3p"
"dummy","dummy",,"","false","mir-130b-3p/mir-424-5p"
"dummy","dummy",,"","false","mir-338-5p/mir-130b-3p"
"dummy","dummy",,"","false","mir-130a-3p/mir-708-5p"
"dummy","dummy",,"","false","mir-130b-3p/mir-301b-3p"
"mirna","mirna",,"mir-194-5p","false","mir-194-5p"
"dummy","dummy",,"","false","mir-194-5p/mir-130b-3p"
"mirna","mirna",,"mir-425-5p","false","mir-425-5p"
"dummy","dummy",,"","false","mir-425-5p/let-7b-5p"
"dummy","dummy",,"","false","mir-17-5p/mir-129-5p"
"mirna","mirna",,"mir-196b-5p","false","mir-196b-5p"
"dummy","dummy",,"","false","mir-196b-5p/mir-195-5p"
"mirna","mirna",,"mir-627-5p","false","mir-627-5p"
"dummy","dummy",,"","false","mir-627-5p/mir-21-5p"
"dummy","dummy",,"","false","mir-149-5p/mir-296-5p"
"dummy","dummy",,"","false","mir-219a-1-3p/mir-3662"
"dummy","dummy",,"","false","mir-192-5p/mir-142-5p"
"mirna","mirna",,"mir-651-5p","false","mir-651-5p"
"dummy","dummy",,"","false","mir-651-5p/mir-33a-5p"
