"coloring","info","is_mrna_tf","name","selected","shared name"
"dummy","dummy",,"","false","mir-30e-5p/mir-21-5p"
"mirna","mirna",,"mir-335-3p","false","mir-335-3p"
"dummy","dummy",,"","false","mir-335-3p/mir-129-5p"
"dummy","dummy",,"","false","mir-10a-5p/mir-497-5p"
"mirna","mirna",,"mir-155-5p","false","mir-155-5p"
"dummy","dummy",,"","false","mir-155-5p/mir-642a-5p"
"dummy","dummy",,"","false","mir-30a-3p/mir-328-3p"
"mirna","mirna",,"mir-221-5p","false","mir-221-5p"
"dummy","dummy",,"","false","mir-221-5p/mir-140-5p"
"dummy","dummy",,"","false","mir-221-5p/mir-1270"
"mirna","mirna",,"mir-20b-5p","false","mir-20b-5p"
"dummy","dummy",,"","false","mir-20b-5p/mir-1304-5p"
"mirna","mirna",,"mir-149-5p","false","mir-149-5p"
"dummy","dummy",,"","false","mir-149-5p/mir-2355-5p"
"dummy","dummy",,"","false","mir-10a-5p/mir-188-3p"
"mirna","mirna",,"mir-636","false","mir-636"
"dummy","dummy",,"","false","mir-636/mir-9-3p"
"mirna","mirna",,"mir-192-5p","false","mir-192-5p"
"dummy","dummy",,"","false","mir-192-5p/mir-19b-3p"
"mirna","mirna",,"mir-34b-3p","false","mir-34b-3p"
"dummy","dummy",,"","false","mir-34b-3p/mir-508-5p"
"dummy","dummy",,"","false","mir-320c/mir-194-5p"
"dummy","dummy",,"","false","mir-20a-5p/mir-106a-5p"
"mirna","mirna",,"mir-181c-5p","false","mir-181c-5p"
"dummy","dummy",,"","false","mir-181c-5p/mir-106a-5p"
"mirna","mirna",,"mir-33a-5p","false","mir-33a-5p"
"dummy","dummy",,"","false","mir-33a-5p/mir-19a-3p"
"dummy","dummy",,"","false","mir-34b-3p/mir-222-5p"
"mirna","mirna",,"mir-221-3p","false","mir-221-3p"
"dummy","dummy",,"","false","mir-221-3p/mir-636"
"dummy","dummy",,"","false","mir-20b-5p/mir-590-3p"
"mirna","mirna",,"mir-15a-5p","false","mir-15a-5p"
"dummy","dummy",,"","false","mir-15a-5p/mir-424-5p"
"mirna","mirna",,"mir-301a-3p","false","mir-301a-3p"
"dummy","dummy",,"","false","mir-301a-3p/mir-20a-5p"
"dummy","dummy",,"","false","mir-15a-5p/mir-301a-3p"
"dummy","dummy",,"","false","mir-145-5p/mir-196b-5p"
"mirna","mirna",,"mir-939-5p","false","mir-939-5p"
"dummy","dummy",,"","false","mir-939-5p/mir-497-5p"
"mirna","mirna",,"mir-421","false","mir-421"
"dummy","dummy",,"","false","mir-421/mir-129-5p"
"mirna","mirna",,"mir-1270","false","mir-1270"
"dummy","dummy",,"","false","mir-1270/mir-219a-1-3p"
"mirna","mirna",,"mir-19a-3p","false","mir-19a-3p"
"dummy","dummy",,"","false","mir-19a-3p/mir-15a-5p"
"dummy","dummy",,"","false","mir-421/mir-3680-3p"
"mirna","mirna",,"mir-19b-3p","false","mir-19b-3p"
"dummy","dummy",,"","false","mir-19b-3p/mir-181b-5p"
"mirna","mirna",,"mir-497-5p","false","mir-497-5p"
"dummy","dummy",,"","false","mir-497-5p/mir-195-5p"
"mirna","mirna",,"mir-486-5p","false","mir-486-5p"
"dummy","dummy",,"","false","mir-486-5p/mir-195-5p"
"dummy","dummy",,"","false","mir-106a-5p/mir-142-3p"
"dummy","dummy",,"","false","mir-30a-3p/mir-30a-5p"
"mirna","mirna",,"mir-133a-3p","false","mir-133a-3p"
"dummy","dummy",,"","false","mir-133a-3p/mir-20a-3p"
"mirna","mirna",,"mir-142-5p","false","mir-142-5p"
"dummy","dummy",,"","false","mir-142-5p/mir-188-3p"
"mirna","mirna",,"mir-590-3p","false","mir-590-3p"
"dummy","dummy",,"","false","mir-590-3p/mir-21-5p"
"dummy","dummy",,"","false","mir-20b-5p/mir-30e-5p"
"dummy","dummy",,"","false","mir-939-5p/mir-143-3p"
"dummy","dummy",,"","false","let-7b-5p/mir-203a-3p"
"dummy","dummy",,"","false","mir-19b-3p/mir-590-3p"
"mirna","mirna",,"mir-22-5p","false","mir-22-5p"
"dummy","dummy",,"","false","mir-22-5p/mir-10b-3p"
"dummy","dummy",,"","false","mir-424-5p/mir-140-5p"
"dummy","dummy",,"","false","mir-19b-3p/mir-30a-3p"
"dummy","dummy",,"","false","mir-19b-3p/mir-222-5p"
"dummy","dummy",,"","false","mir-30a-3p/mir-29c-3p"
"mirna","mirna",,"mir-145-3p","false","mir-145-3p"
"dummy","dummy",,"","false","mir-145-3p/mir-424-5p"
"dummy","dummy",,"","false","mir-30a-3p/mir-548e-3p"
"mirna","mirna",,"mir-197-3p","false","mir-197-3p"
"dummy","dummy",,"","false","mir-197-3p/mir-506-3p"
"dummy","dummy",,"","false","mir-22-5p/mir-34a-3p"
"mirna","mirna",,"mir-21-5p","false","mir-21-5p"
"dummy","dummy",,"","false","mir-21-5p/mir-34a-3p"
"mirna","mirna",,"mir-130a-5p","false","mir-130a-5p"
"dummy","dummy",,"","false","mir-130a-5p/mir-29c-3p"
"mirna","mirna",,"mir-760","false","mir-760"
"dummy","dummy",,"","false","mir-760/mir-511-5p"
"dummy","dummy",,"","false","mir-582-5p/let-7b-5p"
"mirna","mirna",,"mir-491-5p","false","mir-491-5p"
"dummy","dummy",,"","false","mir-491-5p/mir-125b-2-3p"
"dummy","dummy",,"","false","mir-491-5p/mir-219a-1-3p"
"mirna","mirna",,"mir-181b-5p","false","mir-181b-5p"
"dummy","dummy",,"","false","mir-181b-5p/mir-135b-5p"
"dummy","dummy",,"","false","mir-145-5p/mir-432-5p"
"mirna","mirna",,"mir-326","false","mir-326"
"dummy","dummy",,"","false","mir-326/mir-330-5p"
"mirna","mirna",,"mir-29c-3p","false","mir-29c-3p"
"dummy","dummy",,"","false","mir-29c-3p/mir-181c-5p"
"dummy","dummy",,"","false","mir-424-5p/mir-374a-5p"
"mirna","mirna",,"mir-3065-3p","false","mir-3065-3p"
"dummy","dummy",,"","false","mir-3065-3p/mir-424-5p"
"mirna","mirna",,"mir-508-5p","false","mir-508-5p"
"dummy","dummy",,"","false","mir-508-5p/mir-19a-3p"
"mirna","mirna",,"mir-30a-5p","false","mir-30a-5p"
"dummy","dummy",,"","false","mir-30a-5p/mir-548b-3p"
"dummy","dummy",,"","false","mir-301a-3p/mir-140-5p"
"dummy","dummy",,"","false","mir-197-3p/mir-34b-3p"
"mirna","mirna",,"mir-143-3p","false","mir-143-3p"
"dummy","dummy",,"","false","mir-143-3p/mir-542-3p"
"mirna","mirna",,"mir-188-3p","false","mir-188-3p"
"dummy","dummy",,"","false","mir-188-3p/mir-653-5p"
"dummy","dummy",,"","false","mir-197-3p/mir-335-5p"
"mirna","mirna",,"mir-212-3p","false","mir-212-3p"
"dummy","dummy",,"","false","mir-212-3p/mir-139-3p"
"dummy","dummy",,"","false","mir-221-5p/mir-513c-5p"
"mirna","mirna",,"mir-1229-3p","false","mir-1229-3p"
"dummy","dummy",,"","false","mir-1229-3p/mir-421"
"dummy","dummy",,"","false","mir-15a-5p/mir-126-5p"
"mirna","mirna",,"mir-150-5p","false","mir-150-5p"
"dummy","dummy",,"","false","mir-150-5p/mir-30a-3p"
"mirna","mirna",,"mir-378c","false","mir-378c"
"dummy","dummy",,"","false","mir-378c/mir-140-5p"
"dummy","dummy",,"","false","mir-2116-3p/mir-187-3p"
"mirna","mirna",,"mir-320b","false","mir-320b"
"dummy","dummy",,"","false","mir-320b/mir-15a-5p"
"mirna","mirna",,"mir-378a-5p","false","mir-378a-5p"
"dummy","dummy",,"","false","mir-378a-5p/mir-211-5p"
"mirna","mirna",,"mir-125b-2-3p","false","mir-125b-2-3p"
"dummy","dummy",,"","false","mir-125b-2-3p/let-7c-5p"
"mirna","mirna",,"mir-503-5p","false","mir-503-5p"
"dummy","dummy",,"","false","mir-503-5p/mir-195-5p"
"mirna","mirna",,"mir-34c-5p","false","mir-34c-5p"
"dummy","dummy",,"","false","mir-34c-5p/mir-195-5p"
"mirna","mirna",,"mir-542-3p","false","mir-542-3p"
"dummy","dummy",,"","false","mir-542-3p/mir-34c-5p"
"dummy","dummy",,"","false","mir-497-5p/mir-335-5p"
"mirna","mirna",,"mir-211-5p","false","mir-211-5p"
"dummy","dummy",,"","false","mir-211-5p/mir-130a-5p"
"mirna","mirna",,"mir-92b-3p","false","mir-92b-3p"
"dummy","dummy",,"","false","mir-92b-3p/mir-363-3p"
"dummy","dummy",,"","false","mir-301a-3p/mir-125b-5p"
"dummy","dummy",,"","false","mir-10a-5p/let-7b-5p"
"dummy","dummy",,"","false","mir-335-3p/mir-181b-5p"
"dummy","dummy",,"","false","mir-378a-5p/mir-20b-5p"
"dummy","dummy",,"","false","mir-143-3p/mir-320b"
"dummy","dummy",,"","false","let-7b-5p/mir-3065-3p"
"mirna","mirna",,"mir-143-5p","false","mir-143-5p"
"dummy","dummy",,"","false","mir-143-5p/mir-432-5p"
"dummy","dummy",,"","false","mir-143-3p/mir-143-5p"
"dummy","dummy",,"","false","mir-143-3p/let-7b-5p"
"dummy","dummy",,"","false","mir-335-5p/mir-383-5p"
"mirna","mirna",,"mir-550a-3p","false","mir-550a-3p"
"dummy","dummy",,"","false","mir-550a-3p/mir-382-5p"
"dummy","dummy",,"","false","mir-320c/mir-320b"
"mirna","mirna",,"mir-195-5p","false","mir-195-5p"
"dummy","dummy",,"","false","mir-195-5p/mir-9-5p"
"mirna","mirna",,"mir-374a-5p","false","mir-374a-5p"
"dummy","dummy",,"","false","mir-374a-5p/mir-140-3p"
"mirna","mirna",,"mir-140-3p","false","mir-140-3p"
"dummy","dummy",,"","false","mir-140-3p/mir-335-5p"
"dummy","dummy",,"","false","mir-34c-5p/let-7b-5p"
"mirna","mirna",,"mir-34a-3p","false","mir-34a-3p"
"dummy","dummy",,"","false","mir-34a-3p/mir-221-3p"
"mirna","mirna",,"mir-365a-5p","false","mir-365a-5p"
"dummy","dummy",,"","false","mir-365a-5p/mir-421"
"dummy","dummy",,"","false","mir-129-2-3p/mir-10b-5p"
"mirna","mirna",,"mir-182-5p","false","mir-182-5p"
"dummy","dummy",,"","false","mir-182-5p/mir-15a-5p"
"mirna","mirna",,"mir-328-3p","false","mir-328-3p"
"dummy","dummy",,"","false","mir-328-3p/mir-30c-2-3p"
"dummy","dummy",,"","false","mir-149-5p/mir-146b-3p"
"dummy","dummy",,"","false","mir-182-5p/mir-383-5p"
"dummy","dummy",,"","false","mir-582-5p/mir-92b-3p"
"dummy","dummy",,"","false","mir-143-3p/mir-203a-3p"
"dummy","dummy",,"","false","mir-197-3p/mir-181a-5p"
"mirna","mirna",,"mir-374a-3p","false","mir-374a-3p"
"dummy","dummy",,"","false","mir-374a-3p/mir-30a-5p"
"dummy","dummy",,"","false","mir-320b/mir-181b-5p"
"mirna","mirna",,"mir-194-3p","false","mir-194-3p"
"dummy","dummy",,"","false","mir-194-3p/mir-495-3p"
"dummy","dummy",,"","false","mir-335-3p/mir-142-5p"
"dummy","dummy",,"","false","mir-149-5p/mir-3680-3p"
"dummy","dummy",,"","false","mir-34c-5p/mir-181b-5p"
"dummy","dummy",,"","false","mir-486-5p/mir-149-5p"
"dummy","dummy",,"","false","mir-378a-5p/mir-181c-5p"
"mirna","mirna",,"mir-144-5p","false","mir-144-5p"
"dummy","dummy",,"","false","mir-144-5p/mir-30e-5p"
"dummy","dummy",,"","false","mir-144-5p/mir-20a-5p"
"dummy","dummy",,"","false","mir-301a-3p/mir-550a-3p"
"dummy","dummy",,"","false","mir-20a-5p/mir-550a-3p"
"mirna","mirna",,"mir-383-5p","false","mir-383-5p"
"dummy","dummy",,"","false","mir-383-5p/mir-548v"
"mirna","mirna",,"mir-767-5p","false","mir-767-5p"
"dummy","dummy",,"","false","mir-767-5p/mir-130a-5p"
"mirna","mirna",,"mir-548b-3p","false","mir-548b-3p"
"dummy","dummy",,"","false","mir-548b-3p/mir-195-5p"
"dummy","dummy",,"","false","mir-30a-3p/mir-222-3p"
"mirna","mirna",,"mir-3150b-3p","false","mir-3150b-3p"
"dummy","dummy",,"","false","mir-3150b-3p/mir-2355-5p"
"mirna","mirna",,"mir-450b-5p","false","mir-450b-5p"
"dummy","dummy",,"","false","mir-450b-5p/let-7b-5p"
"dummy","dummy",,"","false","mir-125b-2-3p/mir-374b-3p"
"mirna","mirna",,"mir-96-5p","false","mir-96-5p"
"dummy","dummy",,"","false","mir-96-5p/mir-15a-5p"
"dummy","dummy",,"","false","mir-497-5p/mir-582-5p"
"dummy","dummy",,"","false","mir-10a-5p/mir-199a-3p"
"dummy","dummy",,"","false","mir-195-5p/mir-15a-5p"
"dummy","dummy",,"","false","mir-211-5p/let-7b-5p"
"dummy","dummy",,"","false","mir-3065-3p/mir-149-5p"
"mirna","mirna",,"mir-548v","false","mir-548v"
"dummy","dummy",,"","false","mir-548v/mir-222-3p"
"dummy","dummy",,"","false","mir-548v/mir-221-3p"
"mirna","mirna",,"mir-199a-3p","false","mir-199a-3p"
"dummy","dummy",,"","false","mir-199a-3p/mir-92b-3p"
"dummy","dummy",,"","false","mir-101-3p/mir-362-3p"
"dummy","dummy",,"","false","mir-221-3p/mir-222-3p"
"dummy","dummy",,"","false","mir-145-5p/mir-362-3p"
"dummy","dummy",,"","false","mir-133a-3p/mir-222-5p"
"mirna","mirna",,"mir-340-5p","false","mir-340-5p"
"dummy","dummy",,"","false","mir-340-5p/mir-629-3p"
"dummy","dummy",,"","false","mir-195-5p/mir-629-3p"
"mirna","mirna",,"mir-378b","false","mir-378b"
"dummy","dummy",,"","false","mir-378b/mir-125b-2-3p"
"dummy","dummy",,"","false","mir-335-3p/mir-125b-2-3p"
"dummy","dummy",,"","false","mir-1229-3p/mir-3200-3p"
"dummy","dummy",,"","false","mir-550a-3p/mir-889-3p"
"dummy","dummy",,"","false","mir-335-3p/mir-383-5p"
"dummy","dummy",,"","false","mir-195-5p/mir-145-3p"
"mirna","mirna",,"mir-629-3p","false","mir-629-3p"
"dummy","dummy",,"","false","mir-629-3p/mir-338-5p"
"mirna","mirna",,"mir-203a-3p","false","mir-203a-3p"
"dummy","dummy",,"","false","mir-203a-3p/mir-221-3p"
"dummy","dummy",,"","false","mir-143-5p/mir-142-5p"
"dummy","dummy",,"","false","mir-10a-5p/mir-30a-5p"
"dummy","dummy",,"","false","mir-320c/mir-33b-5p"
"mirna","mirna",,"mir-199a-5p","false","mir-199a-5p"
"dummy","dummy",,"","false","mir-199a-5p/let-7b-5p"
"dummy","dummy",,"","false","let-7b-5p/mir-379-5p"
"mirna","mirna",,"mir-3614-5p","false","mir-3614-5p"
"dummy","dummy",,"","false","mir-3614-5p/mir-495-3p"
"dummy","dummy",,"","false","mir-491-5p/mir-320b"
"dummy","dummy",,"","false","mir-30a-5p/mir-20a-3p"
"dummy","dummy",,"","false","mir-3150b-3p/mir-20b-5p"
"mirna","mirna",,"mir-3130-5p","false","mir-3130-5p"
"dummy","dummy",,"","false","mir-3130-5p/mir-760"
"dummy","dummy",,"","false","mir-424-5p/mir-146b-5p"
"mirna","mirna",,"mir-1-3p","false","mir-1-3p"
"mirna","mirna",,"mir-129-5p","false","mir-129-5p"
"mirna","mirna",,"mir-495-3p","false","mir-495-3p"
"mirna","mirna",,"mir-32-5p","false","mir-32-5p"
"mirna","mirna",,"mir-1304-5p","false","mir-1304-5p"
"mirna","mirna",,"mir-125b-5p","false","mir-125b-5p"
"mirna","mirna",,"mir-511-5p","false","mir-511-5p"
"mirna","mirna",,"mir-10b-5p","false","mir-10b-5p"
"mirna","mirna",,"mir-190a-5p","false","mir-190a-5p"
"mirna","mirna",,"mir-642a-5p","false","mir-642a-5p"
"mirna","mirna",,"mir-140-5p","false","mir-140-5p"
"mirna","mirna",,"mir-2355-5p","false","mir-2355-5p"
"mirna","mirna",,"mir-9-3p","false","mir-9-3p"
"mirna","mirna",,"mir-222-5p","false","mir-222-5p"
"mirna","mirna",,"mir-196b-5p","false","mir-196b-5p"
"mirna","mirna",,"mir-219a-1-3p","false","mir-219a-1-3p"
"mirna","mirna",,"mir-3680-3p","false","mir-3680-3p"
"mirna","mirna",,"mir-20a-3p","false","mir-20a-3p"
"mirna","mirna",,"mir-506-3p","false","mir-506-3p"
"mirna","mirna",,"mir-135b-5p","false","mir-135b-5p"
"mirna","mirna",,"mir-432-5p","false","mir-432-5p"
"mirna","mirna",,"mir-330-5p","false","mir-330-5p"
"mirna","mirna",,"mir-653-5p","false","mir-653-5p"
"mirna","mirna",,"mir-139-3p","false","mir-139-3p"
"mirna","mirna",,"mir-513c-5p","false","mir-513c-5p"
"mirna","mirna",,"mir-126-5p","false","mir-126-5p"
"mirna","mirna",,"mir-187-3p","false","mir-187-3p"
"mirna","mirna",,"mir-363-3p","false","mir-363-3p"
"mirna","mirna",,"mir-382-5p","false","mir-382-5p"
"mirna","mirna",,"mir-9-5p","false","mir-9-5p"
"mirna","mirna",,"mir-30c-2-3p","false","mir-30c-2-3p"
"mirna","mirna",,"mir-146b-3p","false","mir-146b-3p"
"mirna","mirna",,"mir-181a-5p","false","mir-181a-5p"
"mirna","mirna",,"mir-222-3p","false","mir-222-3p"
"mirna","mirna",,"mir-374b-3p","false","mir-374b-3p"
"mirna","mirna",,"mir-362-3p","false","mir-362-3p"
"mirna","mirna",,"mir-3200-3p","false","mir-3200-3p"
"mirna","mirna",,"mir-889-3p","false","mir-889-3p"
"mirna","mirna",,"mir-338-5p","false","mir-338-5p"
"mirna","mirna",,"mir-33b-5p","false","mir-33b-5p"
"mirna","mirna",,"mir-379-5p","false","mir-379-5p"
"mirna","mirna",,"mir-146b-5p","false","mir-146b-5p"
"mrna","mrna","false","ASPH","false","ASPH"
"mrna","mrna","false","ATM","false","ATM"
"mrna","mrna","false","CACNA1B","false","CACNA1B"
"mrna","mrna","false","CAMK4","false","CAMK4"
"mrna","mrna","false","CASP3","false","CASP3"
"mrna","mrna","true","RUNX3","false","RUNX3"
"mrna","mrna","false","CCND2","false","CCND2"
"mrna","mrna","false","CDK6","false","CDK6"
"mrna","mrna","false","CDKN1A","false","CDKN1A"
"mrna","mrna","false","CENPF","false","CENPF"
"mrna","mrna","false","CLU","false","CLU"
"mrna","mrna","true","KLF6","false","KLF6"
"mrna","mrna","false","CPS1","false","CPS1"
"mrna","mrna","false","CRY2","false","CRY2"
"mrna","mrna","false","DAG1","false","DAG1"
"mrna","mrna","false","DYNC1LI2","false","DYNC1LI2"
"mrna","mrna","false","DPYSL2","false","DPYSL2"
"mrna","mrna","false","DSG2","false","DSG2"
"mrna","mrna","false","DVL3","false","DVL3"
"mrna","mrna","false","EEF2","false","EEF2"
"mrna","mrna","true","EGR1","false","EGR1"
"mrna","mrna","true","ELF1","false","ELF1"
"mrna","mrna","true","ELK4","false","ELK4"
"mrna","mrna","false","ACSL4","false","ACSL4"
"mrna","mrna","false","FDXR","false","FDXR"
"mrna","mrna","true","NR6A1","false","NR6A1"
"mrna","mrna","false","HNRNPA1","false","HNRNPA1"
"mrna","mrna","false","IL1R1","false","IL1R1"
"mrna","mrna","false","IRAK2","false","IRAK2"
"mrna","mrna","false","IREB2","false","IREB2"
"mrna","mrna","false","ITGA2","false","ITGA2"
"mrna","mrna","false","JARID2","false","JARID2"
"mrna","mrna","false","KCND3","false","KCND3"
"mrna","mrna","false","KIF2A","false","KIF2A"
"mrna","mrna","false","LNPEP","false","LNPEP"
"mrna","mrna","false","CD46","false","CD46"
"mrna","mrna","false","MDM2","false","MDM2"
"mrna","mrna","true","MEIS1","false","MEIS1"
"mrna","mrna","false","MAP3K9","false","MAP3K9"
"mrna","mrna","false","NAP1L1","false","NAP1L1"
"mrna","mrna","false","NOTCH2","false","NOTCH2"
"mrna","mrna","false","NPTX1","false","NPTX1"
"mrna","mrna","false","OAS2","false","OAS2"
"mrna","mrna","true","PBX1","false","PBX1"
"mrna","mrna","false","PCDH9","false","PCDH9"
"mrna","mrna","false","PDE3A","false","PDE3A"
"mrna","mrna","true","PGR","false","PGR"
"mrna","mrna","false","PIM1","false","PIM1"
"mrna","mrna","false","PLOD1","false","PLOD1"
"mrna","mrna","true","PRRX1","false","PRRX1"
"mrna","mrna","true","POU2F2","false","POU2F2"
"mrna","mrna","false","PPP2CB","false","PPP2CB"
"mrna","mrna","false","PRKAA1","false","PRKAA1"
"mrna","mrna","false","PRKAA2","false","PRKAA2"
"mrna","mrna","false","PRLR","false","PRLR"
"mrna","mrna","false","KLK10","false","KLK10"
"mrna","mrna","true","RLF","false","RLF"
"mrna","mrna","true","RORB","false","RORB"
"mrna","mrna","false","RPS24","false","RPS24"
"mrna","mrna","true","SALL2","false","SALL2"
"mrna","mrna","false","ATXN1","false","ATXN1"
"mrna","mrna","false","SDC2","false","SDC2"
"mrna","mrna","false","SGK1","false","SGK1"
"mrna","mrna","false","SLC2A3","false","SLC2A3"
"mrna","mrna","false","SLC6A8","false","SLC6A8"
"mrna","mrna","false","SOD2","false","SOD2"
"mrna","mrna","false","TFRC","false","TFRC"
"mrna","mrna","false","THBS1","false","THBS1"
"mrna","mrna","false","VIM","false","VIM"
"mrna","mrna","false","WEE1","false","WEE1"
"mrna","mrna","true","ZNF711","false","ZNF711"
"mrna","mrna","true","ZNF146","false","ZNF146"
"mrna","mrna","false","BTG2","false","BTG2"
"mrna","mrna","false","ADAM12","false","ADAM12"
"mrna","mrna","false","NRIP1","false","NRIP1"
"mrna","mrna","false","IRS4","false","IRS4"
"mrna","mrna","false","PIK3R3","false","PIK3R3"
"mrna","mrna","false","TNFSF9","false","TNFSF9"
"mrna","mrna","false","CPNE1","false","CPNE1"
"mrna","mrna","false","TIMELESS","false","TIMELESS"
"mrna","mrna","false","CCNE2","false","CCNE2"
"mrna","mrna","false","SLC16A7","false","SLC16A7"
"mrna","mrna","false","LIPG","false","LIPG"
"mrna","mrna","false","QKI","false","QKI"
"mrna","mrna","false","HOMER2","false","HOMER2"
"mrna","mrna","false","THEMIS2","false","THEMIS2"
"mrna","mrna","false","ADAMTS1","false","ADAMTS1"
"mrna","mrna","false","AKAP12","false","AKAP12"
"mrna","mrna","false","MATR3","false","MATR3"
"mrna","mrna","false","SCRN1","false","SCRN1"
"mrna","mrna","false","HS3ST1","false","HS3ST1"
"mrna","mrna","false","BCL2L11","false","BCL2L11"
"mrna","mrna","false","HIPK3","false","HIPK3"
"mrna","mrna","false","PDIA6","false","PDIA6"
"mrna","mrna","false","PATJ","false","PATJ"
"mrna","mrna","false","CDC42EP2","false","CDC42EP2"
"mrna","mrna","false","VAV3","false","VAV3"
"mrna","mrna","false","LRRC41","false","LRRC41"
"mrna","mrna","false","TXNIP","false","TXNIP"
"mrna","mrna","true","NFAT5","false","NFAT5"
"mrna","mrna","false","TPPP","false","TPPP"
"mrna","mrna","false","GPR176","false","GPR176"
"mrna","mrna","true","IKZF2","false","IKZF2"
"mrna","mrna","false","MTF2","false","MTF2"
"mrna","mrna","false","HSPA4L","false","HSPA4L"
"mrna","mrna","true","ZNF507","false","ZNF507"
"mrna","mrna","false","ENPP4","false","ENPP4"
"mrna","mrna","false","SMG1","false","SMG1"
"mrna","mrna","false","TUT4","false","TUT4"
"mrna","mrna","false","PSD3","false","PSD3"
"mrna","mrna","false","MACF1","false","MACF1"
"mrna","mrna","false","BAMBI","false","BAMBI"
"mrna","mrna","false","TIPARP","false","TIPARP"
"mrna","mrna","true","SETBP1","false","SETBP1"
"mrna","mrna","false","SZRD1","false","SZRD1"
"mrna","mrna","false","PITPNC1","false","PITPNC1"
"mrna","mrna","true","HEYL","false","HEYL"
"mrna","mrna","false","AGO1","false","AGO1"
"mrna","mrna","false","TSPAN13","false","TSPAN13"
"mrna","mrna","false","INTU","false","INTU"
"mrna","mrna","false","PDCD4","false","PDCD4"
"mrna","mrna","false","TNRC6A","false","TNRC6A"
"mrna","mrna","false","OSTM1","false","OSTM1"
"mrna","mrna","false","HIPK2","false","HIPK2"
"mrna","mrna","false","UBQLN1","false","UBQLN1"
"mrna","mrna","false","DNTTIP2","false","DNTTIP2"
"mrna","mrna","false","SUCO","false","SUCO"
"mrna","mrna","true","SIX4","false","SIX4"
"mrna","mrna","false","SLC38A2","false","SLC38A2"
"mrna","mrna","false","ANLN","false","ANLN"
"mrna","mrna","false","RBM47","false","RBM47"
"mrna","mrna","false","INO80D","false","INO80D"
"mrna","mrna","false","TASOR2","false","TASOR2"
"mrna","mrna","false","BPNT2","false","BPNT2"
"mrna","mrna","false","SOBP","false","SOBP"
"mrna","mrna","false","VPS13D","false","VPS13D"
"mrna","mrna","false","G2E3","false","G2E3"
"mrna","mrna","false","RUFY2","false","RUFY2"
"mrna","mrna","false","N4BP2","false","N4BP2"
"mrna","mrna","false","CENPN","false","CENPN"
"mrna","mrna","false","HEG1","false","HEG1"
"mrna","mrna","false","CASKIN1","false","CASKIN1"
"mrna","mrna","false","PDP2","false","PDP2"
"mrna","mrna","false","TAOK1","false","TAOK1"
"mrna","mrna","false","CTDSP1","false","CTDSP1"
"mrna","mrna","false","PLEKHA1","false","PLEKHA1"
