source;target
mir-1296-5p;mir-1296-5p/mir-188-5p
mir-301b-3p;mir-34a-5p/mir-301b-3p
mir-552-3p;mir-675-3p/mir-552-3p
mir-486-3p;mir-744-3p/mir-486-3p
mir-29b-3p;mir-182-5p/mir-29b-3p
mir-301a-3p;mir-29c-3p/mir-301a-3p
let-7f-2-3p;mir-362-5p/let-7f-2-3p
mir-651-5p;mir-32-3p/mir-651-5p
mir-101-5p;mir-29b-3p/mir-101-5p
mir-33b-5p;mir-101-5p/mir-33b-5p
mir-183-5p;mir-7-5p/mir-183-5p
mir-1270;mir-188-3p/mir-1270
mir-18b-5p;mir-18a-5p/mir-18b-5p
mir-1301-3p;mir-552-3p/mir-1301-3p
mir-33a-3p;mir-135b-5p/mir-33a-3p
mir-301b-3p;mir-29b-3p/mir-301b-3p
mir-196b-5p;mir-146a-5p/mir-196b-5p
mir-215-5p;mir-577/mir-215-5p
mir-18b-5p;mir-376a-5p/mir-18b-5p
mir-188-5p;mir-1237-3p/mir-188-5p
mir-1307-3p;mir-34b-3p/mir-1307-3p
mir-877-5p;mir-188-5p/mir-877-5p
mir-33b-5p;mir-376a-5p/mir-33b-5p
mir-34a-5p;mir-182-5p/mir-34a-5p
mir-18b-5p;mir-486-5p/mir-18b-5p
mir-18b-5p;mir-20a-3p/mir-18b-5p
mir-18b-5p;mir-32-3p/mir-18b-5p
mir-210-3p;mir-362-3p/mir-210-3p
mir-663b;mir-146a-5p/mir-663b
mir-552-3p;mir-592/mir-552-3p
mir-7-5p;mir-1248/mir-7-5p
mir-338-5p;mir-760/mir-338-5p
mir-1249-3p;mir-760/mir-1249-3p
mir-320c;mir-338-3p/mir-320c
mir-30b-3p;mir-188-3p/mir-30b-3p
mir-320b;mir-320d/mir-320b
mir-548f-3p;mir-362-3p/mir-548f-3p
mir-182-5p;mir-20a-3p/mir-182-5p
mir-144-3p;mir-769-3p/mir-144-3p
mir-188-3p;mir-1301-3p/mir-188-3p
mir-30b-3p;mir-29c-3p/mir-30b-3p
mir-29c-3p;mir-369-3p/mir-29c-3p
mir-362-3p;mir-301a-3p/mir-362-3p
mir-877-3p;mir-34a-5p/mir-877-3p
mir-95-3p;mir-424-5p/mir-95-3p
mir-320d;mir-33a-3p/mir-320d
mir-188-3p;mir-1-3p/mir-188-3p
mir-7-5p;mir-877-3p/mir-7-5p
mir-450b-5p;mir-663b/mir-450b-5p
mir-18a-3p;mir-424-5p/mir-18a-3p
mir-34a-5p;mir-1307-3p/mir-34a-5p
mir-30b-3p;mir-34a-5p/mir-30b-3p
mir-30b-3p;mir-33b-5p/mir-30b-3p
mir-23a-5p;mir-299-3p/mir-23a-5p
mir-581;mir-424-5p/mir-581
mir-581;mir-499a-5p/mir-581
mir-301a-3p;mir-301b-3p/mir-301a-3p
mir-301a-3p;mir-125a-3p/mir-301a-3p
mir-224-5p;mir-486-5p/mir-224-5p
mir-101-5p;mir-29b-3p/mir-101-5p
mir-188-5p;mir-424-5p/mir-188-5p
mir-18a-5p;mir-188-5p/mir-18a-5p
mir-940;mir-25-5p/mir-940
mir-105-5p;mir-183-5p/mir-105-5p
mir-940;mir-1228-3p/mir-940
mir-605-5p;mir-29c-3p/mir-605-5p
mir-33b-5p;mir-101-5p/mir-33b-5p
mir-301b-3p;mir-543/mir-301b-3p
mir-7-5p;mir-29c-3p/mir-7-5p
mir-301a-3p;mir-34a-5p/mir-301a-3p
mir-940;mir-616-3p/mir-940
mir-423-3p;mir-616-3p/mir-423-3p
mir-486-3p;mir-1226-3p/mir-486-3p
mir-940;mir-454-5p/mir-940
mir-552-3p;mir-18b-5p/mir-552-3p
mir-33a-3p;mir-550a-3p/mir-33a-3p
mir-196b-5p;mir-616-3p/mir-196b-5p
mir-301b-3p;mir-425-5p/mir-301b-3p
mir-7-5p;mir-224-5p/mir-7-5p
mir-186-3p;mir-30b-3p/mir-186-3p
mir-301a-3p;mir-556-5p/mir-301a-3p
mir-301b-3p;mir-760/mir-301b-3p
mir-323a-3p;mir-7-5p/mir-323a-3p
mir-188-5p;mir-1296-5p/mir-188-5p
mir-34a-5p/mir-301b-3p;ADCY7
mir-675-3p/mir-552-3p;AR
mir-744-3p/mir-486-3p;ZFHX3
mir-182-5p/mir-29b-3p;BCL2
mir-29c-3p/mir-301a-3p;BCL2L2
mir-362-5p/let-7f-2-3p;PRDM1
mir-32-3p/mir-651-5p;CFL2
mir-29b-3p/mir-101-5p;COL5A1
mir-101-5p/mir-33b-5p;COL5A1
mir-7-5p/mir-183-5p;KLF6
mir-188-3p/mir-1270;CUX1
mir-18a-5p/mir-18b-5p;TSC22D3
mir-552-3p/mir-1301-3p;ELK3
mir-135b-5p/mir-33a-3p;FOXO1
mir-29b-3p/mir-301b-3p;NR3C1
mir-146a-5p/mir-196b-5p;HSPA1A
mir-577/mir-215-5p;ID4
mir-376a-5p/mir-18b-5p;IDS
mir-1237-3p/mir-188-5p;IL2RA
mir-34b-3p/mir-1307-3p;IL6R
mir-188-5p/mir-877-5p;ITGB1
mir-376a-5p/mir-33b-5p;KPNA5
mir-182-5p/mir-34a-5p;LRP3
mir-486-5p/mir-18b-5p;MAP1B
mir-20a-3p/mir-18b-5p;MAP1B
mir-32-3p/mir-18b-5p;MAP1B
mir-362-3p/mir-210-3p;MEF2D
mir-146a-5p/mir-663b;MPP2
mir-592/mir-552-3p;MYO1F
mir-1248/mir-7-5p;NOTCH2
mir-760/mir-338-5p;PRLR
mir-760/mir-1249-3p;PRLR
mir-338-3p/mir-320c;SALL1
mir-188-3p/mir-30b-3p;SCD
mir-320d/mir-320b;SLC9A2
mir-362-3p/mir-548f-3p;NR2F2
mir-20a-3p/mir-182-5p;THBS1
mir-769-3p/mir-144-3p;ZNF711
mir-1301-3p/mir-188-3p;MAFK
mir-29c-3p/mir-30b-3p;ADAM12
mir-369-3p/mir-29c-3p;ADAM12
mir-301a-3p/mir-362-3p;NRP1
mir-34a-5p/mir-877-3p;SYNGR1
mir-424-5p/mir-95-3p;QKI
mir-33a-3p/mir-320d;AKT3
mir-1-3p/mir-188-3p;STX6
mir-877-3p/mir-7-5p;DLC1
mir-663b/mir-450b-5p;CDC42EP3
mir-424-5p/mir-18a-3p;TXNIP
mir-1307-3p/mir-34a-5p;HPSE
mir-34a-5p/mir-30b-3p;BVES
mir-33b-5p/mir-30b-3p;SAMD4A
mir-299-3p/mir-23a-5p;PEG10
mir-424-5p/mir-581;DICER1
mir-499a-5p/mir-581;DICER1
mir-301b-3p/mir-301a-3p;CEMIP2
mir-125a-3p/mir-301a-3p;CEMIP2
mir-486-5p/mir-224-5p;ATL3
mir-29b-3p/mir-101-5p;WWTR1
mir-424-5p/mir-188-5p;GPSM1
mir-188-5p/mir-18a-5p;GPSM1
mir-25-5p/mir-940;PLLP
mir-183-5p/mir-105-5p;AMOTL2
mir-1228-3p/mir-940;RNF125
mir-29c-3p/mir-605-5p;AGPAT5
mir-101-5p/mir-33b-5p;CCDC88A
mir-543/mir-301b-3p;KCNQ5
mir-29c-3p/mir-7-5p;CEMIP
mir-34a-5p/mir-301a-3p;JCAD
mir-616-3p/mir-940;SFMBT2
mir-616-3p/mir-423-3p;SFMBT2
mir-1226-3p/mir-486-3p;AHNAK
mir-454-5p/mir-940;ZNRF3
mir-18b-5p/mir-552-3p;ZC3H12C
mir-550a-3p/mir-33a-3p;ZC3H12C
mir-616-3p/mir-196b-5p;MIDEAS
mir-425-5p/mir-301b-3p;FAT3
mir-224-5p/mir-7-5p;CANT1
mir-30b-3p/mir-186-3p;ZNF573
mir-556-5p/mir-301a-3p;AMOTL1
mir-760/mir-301b-3p;ZBTB38
mir-7-5p/mir-323a-3p;ZBTB38
mir-1296-5p/mir-188-5p;PALM2AKAP2
