"info","is_mrna_tf","name","selected","shared name"
"mrna","true","NR6A1","false","NR6A1"
"mrna","false","HAS2","false","HAS2"
"mrna","true","HIF1A","false","HIF1A"
"mrna","false","IGF1R","false","IGF1R"
"mrna","false","KCNA4","false","KCNA4"
"mrna","false","KIF5B","false","KIF5B"
"mrna","false","LBR","false","LBR"
"mrna","false","TM4SF1","false","TM4SF1"
"mrna","false","MAP1B","false","MAP1B"
"mrna","false","MCL1","false","MCL1"
"mrna","false","AFF1","false","AFF1"
"mrna","false","MYO6","false","MYO6"
"mrna","false","P4HB","false","P4HB"
"mrna","false","PAM","false","PAM"
"mrna","false","PKM","false","PKM"
"mrna","false","UBL3","false","UBL3"
"mrna","false","PKN2","false","PKN2"
"mrna","false","ROBO1","false","ROBO1"
"mrna","false","SCD","false","SCD"
"mrna","false","SGK1","false","SGK1"
"mrna","false","SLC2A3","false","SLC2A3"
"mrna","false","SLC7A1","false","SLC7A1"
"mrna","false","SLC9A2","false","SLC9A2"
"mrna","false","SLC16A1","false","SLC16A1"
"mrna","true","SNAI2","false","SNAI2"
"mrna","false","SOD2","false","SOD2"
"mrna","false","SSTR2","false","SSTR2"
"mrna","false","ADAM17","false","ADAM17"
"mrna","true","ZEB1","false","ZEB1"
"mrna","false","TGFBR2","false","TGFBR2"
"mrna","false","TUBB2A","false","TUBB2A"
"mrna","false","SLC30A1","false","SLC30A1"
"mrna","false","SLMAP","false","SLMAP"
"mrna","false","RECK","false","RECK"
"mrna","false","ENC1","false","ENC1"
"mrna","false","ASAP2","false","ASAP2"
"mrna","false","SKAP2","false","SKAP2"
"mrna","false","SOCS3","false","SOCS3"
"mrna","false","CLDN1","false","CLDN1"
"mrna","false","SLC16A3","false","SLC16A3"
"mrna","false","GTF3C4","false","GTF3C4"
"mrna","false","ADAMTS1","false","ADAMTS1"
"mrna","false","KIAA0100","false","KIAA0100"
"mrna","false","DOCK4","false","DOCK4"
"mrna","false","MLEC","false","MLEC"
"mrna","false","NAMPT","false","NAMPT"
"mrna","false","CTDSPL","false","CTDSPL"
"mrna","false","NDRG1","false","NDRG1"
"mrna","false","SEC23A","false","SEC23A"
"mrna","false","PNMA2","false","PNMA2"
"mrna","false","FRS2","false","FRS2"
"mrna","true","ZNF275","false","ZNF275"
"mrna","false","PPARGC1A","false","PPARGC1A"
"mrna","false","RRAS2","false","RRAS2"
"mrna","false","ELL2","false","ELL2"
"mrna","false","PRRC2C","false","PRRC2C"
"mrna","false","CBX5","false","CBX5"
"mrna","false","MACF1","false","MACF1"
"mrna","false","WWTR1","false","WWTR1"
"mrna","false","NBEA","false","NBEA"
"mrna","true","FOXP1","false","FOXP1"
"mrna","false","LRP12","false","LRP12"
"mrna","false","CRIM1","false","CRIM1"
"mrna","false","USP53","false","USP53"
"mrna","false","EPB41L4B","false","EPB41L4B"
"mrna","false","LRIF1","false","LRIF1"
"mrna","false","EIF5A2","false","EIF5A2"
"mrna","false","PMEPA1","false","PMEPA1"
"mrna","false","CEMIP","false","CEMIP"
"mrna","false","MAVS","false","MAVS"
"mrna","false","TAOK1","false","TAOK1"
"mrna","false","ENPP5","false","ENPP5"
"mrna","false","TBL1XR1","false","TBL1XR1"
"mrna","false","ATAD5","false","ATAD5"
"mrna","true","ZBED3","false","ZBED3"
"mrna","true","LCOR","false","LCOR"
"mrna","false","FAXC","false","FAXC"
"mrna","false","SERAC1","false","SERAC1"
"mrna","false","MSI2","false","MSI2"
"mrna","false","NACC2","false","NACC2"
"mrna","false","S100A16","false","S100A16"
"mrna","false","XRRA1","false","XRRA1"
"mrna","false","ALG10B","false","ALG10B"
"mrna","false","BMT2","false","BMT2"
"mrna","false","TOR1AIP2","false","TOR1AIP2"
"mrna","false","PDE12","false","PDE12"
"mrna","false","ADGRD1","false","ADGRD1"
"mrna","false","RIMKLA","false","RIMKLA"
"mrna","true","ZNF621","false","ZNF621"
"mrna","false","ZNF850","false","ZNF850"
"mrna","false","DIPK1A","false","DIPK1A"
"mrna","true","ZNF772","false","ZNF772"
