"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mRNA_pvalue","mRNA_logFC","BH_pvalues_adjusted","BH_rejected","miRNA1Family","miRNA2Family","miRNA1Cluster","miRNA2Cluster"
56937,"PMEPA1","hsa-mir-760","hsa-mir-629-3p",0.002,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/28618945'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29661228'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/12670906'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27998790'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30887697'>PubMedLink</a>","mirtarbase","tarbase",0.0278746010057591,0.119794759036049,0.0220345489443378,TRUE,"miR-760","miR-629-3p","hsa-mir-760","hsa-mir-629"
57473,"ZNF512B","hsa-mir-1226-3p","hsa-mir-629-3p",0.0015,TRUE,NA,NA,NA,"tarbase","tarbase",0.18122200756137,-0.0810805892641344,0.0179499652536484,TRUE,"miR-1226-3p","miR-629-3p","hsa-mir-1226","hsa-mir-629"
79026,"AHNAK","hsa-let-7g-3p","hsa-mir-424-5p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase",0.0335234189760894,-0.111122006905933,0.0378924205378973,TRUE,"let-7a-2-3p/let-7g-3p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-let-7g","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
79026,"AHNAK","hsa-mir-1226-3p","hsa-mir-1227-3p",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase",0.0335234189760894,-0.111122006905933,0.0572428627297614,FALSE,"miR-1226-3p","miR-1227-3p","hsa-mir-1226","hsa-mir-1227"
79026,"AHNAK","hsa-mir-203a-3p","hsa-mir-1226-3p",0.003,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30662799'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.0335234189760894,-0.111122006905933,0.0291042253521127,TRUE,NA,"miR-1226-3p","hsa-mir-203a,hsa-mir-203b","hsa-mir-1226"
79026,"AHNAK","hsa-mir-203a-3p","hsa-mir-1227-3p",0.0035,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30662799'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.0335234189760894,-0.111122006905933,0.0321783235451148,TRUE,NA,"miR-1227-3p","hsa-mir-203a,hsa-mir-203b","hsa-mir-1227"
79026,"AHNAK","hsa-mir-203a-3p","hsa-mir-33b-5p",0.0035,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30662799'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.0335234189760894,-0.111122006905933,0.0321783235451148,TRUE,NA,"miR-33-5p","hsa-mir-203a,hsa-mir-203b","hsa-mir-33b"
79026,"AHNAK","hsa-mir-203a-3p","hsa-mir-877-5p",0.0015,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30662799'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.0335234189760894,-0.111122006905933,0.0179499652536484,TRUE,NA,"miR-877-5p","hsa-mir-203a,hsa-mir-203b","hsa-mir-877"
80034,"CSRNP3","hsa-mir-301a-3p","hsa-mir-301b-3p",0.0045,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30362160'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.00050723302294015,-0.23876151034157,0.0378924205378973,TRUE,"miR-130-3p/301-3p/454-3p","miR-130-3p/301-3p/454-3p","hsa-mir-301a","hsa-mir-301b,hsa-mir-130b"
80129,"CCDC170","hsa-mir-744-3p","hsa-mir-1-3p",0.007,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase",0.219303619058231,0.0764335414454313,0.0504773869346734,FALSE,"miR-744-3p","miR-1-3p/206","hsa-mir-744","hsa-mir-133a-1,hsa-mir-1-2"
