entrezgene_id,hgnc_symbol,mirna1,mirna2,Lancaster_XY_Z,is_mrna_tf,mirna1Literature,mirna2Literature,mrnaLiterature,miRNA1_mRNA_DB,miRNA2_mRNA_DB,miRNA1_pvalue,miRNA1_logFC,miRNA2_pvalue,miRNA2_logFC,mRNA_pvalue,mRNA_logFC,BH_pvalues_adjusted,BH_rejected
2182,ACSL4,hsa-mir-7-5p,hsa-mir-429,0.007,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/27883176'>PubMedLink</a>,NA,tarbase,mirtarbase,0.0258180256584323,2.39489527589713,0.00177345722031615,1.46941686493742,0.738347207582274,-0.0660148138891792,0.15558126721763085,FALSE
2194,FASN,hsa-mir-222-3p,hsa-mir-10a-5p,0.0095,FALSE,NA,NA,NA,mirtarbase,mirtarbase tarbase,0.863940325319415,0.061820557847157,0.110638634433706,-0.362833497182984,0.410716316763615,0.162338916783206,0.18119621749408985,FALSE
2200,FBN1,hsa-mir-183-3p,hsa-mir-224-5p,0,FALSE,NA,NA,NA,tarbase,tarbase,0.0264621296434977,3.20026911603533,0.0313960378124396,0.91927105926761,0.207802495010764,-0.255403170339963,0,TRUE
2200,FBN1,hsa-mir-582-5p,hsa-mir-760,0.0025,FALSE,NA,NA,NA,tarbase,tarbase,0.916061113503576,-0.04684322060582,0.295051013049031,1.11288461093904,0.207802495010764,-0.255403170339963,0.09581947743467932,FALSE
2200,FBN1,hsa-mir-616-5p,hsa-mir-29b-3p,0.002,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.134192760279509,1.4469390948924,0.504345584953716,-0.197838922359507,0.207802495010764,-0.255403170339963,0.08317525773195876,FALSE
2247,FGF2,hsa-mir-196a-5p,hsa-mir-877-5p,5e-4,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15797633'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17986855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19352388'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27966750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31525429'>PubMedLink</a>",tarbase,tarbase,0.272390577436384,0.437034530475507,0.0423020949854192,2.11070076309214,0.0314629383384114,-0.450540556340866,0.032272,TRUE
2316,FLNA,hsa-mir-653-5p,hsa-mir-940,0.0055,FALSE,NA,NA,NA,tarbase,tarbase,0.561937086022753,0.390565676666843,0.0133451587487163,2.50401908039169,0.333743801325253,-0.169035441129679,0.13932182103610674,FALSE
2651,GCNT2,hsa-mir-142-3p,hsa-mir-19a-3p,5e-4,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/28978096'>PubMedLink</a>,tarbase,tarbase,0.177249722225083,0.414639083595645,0.422649790567994,0.340295375219834,0.934373761692945,-0.0179723963136174,0.032272,TRUE
2673,GFPT1,hsa-mir-19a-3p,hsa-mir-143-3p,0.0085,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/29336659'>PubMedLink</a>,NA,mirtarbase tarbase,tarbase,0.422649790567994,0.340295375219834,0.00927646173608533,-0.535773518932881,0.959471879393756,0.0100495265771092,0.17209033877038898,FALSE
3480,IGF1R,hsa-mir-135b-3p,hsa-mir-3065-3p,0.006,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/14599874'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17709267'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23060553'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23453369'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27206217'>PubMedLink</a>",tarbase,tarbase,0.0187317739494909,3.11282904058621,0.503255224772258,0.291655624495029,0.898389816310299,-0.0254887454022137,0.1469135053110774,FALSE
3949,LDLR,hsa-mir-199b-5p,hsa-mir-330-5p,0.0045,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/29807015'>PubMedLink</a>,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/31320936'>PubMedLink</a>,tarbase,tarbase,0.186941206763681,-0.4140122208817,0.314602094517623,0.451079583017493,0.951551610604177,0.0118214046755922,0.12874468085106383,FALSE
4232,MEST,hsa-mir-29c-3p,hsa-mir-29b-3p,0.0015,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/23775149'>PubMedLink</a>,tarbase,tarbase,0.162525651892987,-0.366338630200331,0.504345584953716,-0.197838922359507,0.423457809163214,0.16234153436425,0.06742061281337047,FALSE
4311,MME,hsa-mir-379-5p,hsa-mir-125b-2-3p,0.001,FALSE,NA,NA,NA,tarbase,tarbase,0.0553720943903267,-0.528357483615671,0.0389651948853058,-0.747813012666738,0.721564809995878,-0.0786129129821648,0.05273202614379085,FALSE
4609,MYC,hsa-mir-323a-3p,hsa-mir-497-5p,0.0085,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/16325511'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17444495'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19475528'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24626956'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24662128'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30675277'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9286730'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9648593'>PubMedLink</a>",mirtarbase,tarbase,0.81694651488875,0.176819339886872,0.0602786263793021,-0.736930236174511,0.799586542229862,-0.0473372717919662,0.17209033877038898,FALSE
4820,NKTR,hsa-mir-18a-5p,hsa-mir-143-3p,0,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/29336659'>PubMedLink</a>,NA,tarbase,tarbase,0.0183724665831381,1.36479706078864,0.00927646173608533,-0.535773518932881,0.94224798262893406,0.0149402963854629,0,TRUE
5066,PAM,hsa-mir-548j-5p,hsa-mir-9-5p,0.005,FALSE,NA,NA,NA,tarbase,tarbase,0.0706477898331914,2.6858489615107,0.762788688713729,-0.0795066611988455,0.428045577605655,-0.149609784366214,0.13424292845257904,FALSE
5168,ENPP2,hsa-mir-152-3p,hsa-mir-138-5p,0,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/28797320'>PubMedLink</a>,NA,tarbase,tarbase,0.34467980180323,-0.290329807222425,0.118853415707329,1.48423725031056,0.0572931551034452,-0.375909701150225,0,TRUE
5569,PKIA,hsa-mir-429,hsa-mir-20a-3p,0.008,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/27883176'>PubMedLink</a>,NA,NA,tarbase,mirtarbase,0.00177345722031615,1.46941686493742,0.318511566981444,0.590321592335799,0.907117810984658,-0.0251616302709637,0.16635051546391752,FALSE
5591,PRKDC,hsa-mir-215-5p,hsa-mir-653-5p,0.0015,FALSE,NA,NA,NA,tarbase,tarbase,0.0322094108226478,1.76997556798591,0.561937086022753,0.390565676666843,0.602233540084394,0.102996101624978,0.06742061281337047,FALSE
5793,PTPRG,hsa-mir-193b-3p,hsa-mir-9-5p,0.0065,FALSE,NA,NA,NA,mirtarbase,tarbase,0.974581122128684,0.0114257263877436,0.762788688713729,-0.0795066611988455,0.39803909041323,-0.176452153644562,0.15266957787481805,FALSE
5912,RAP2B,hsa-mir-329-3p,hsa-mir-19a-3p,0.0085,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/29028098'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31232491'>PubMedLink</a>,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/28390112'>PubMedLink</a>,mirtarbase,tarbase,0.440967641389707,-0.63191069521806,0.422649790567994,0.340295375219834,0.432116475777403,0.154873568422755,0.17209033877038898,FALSE
6095,RORA,hsa-mir-29b-3p,hsa-mir-96-5p,0.008,TRUE,NA,NA,NA,tarbase,tarbase,0.504345584953716,-0.197838922359507,1.6620911533373e-4,2.92926092591663,0.611269928986097,-0.109939641678788,0.16635051546391752,FALSE
6648,SOD2,hsa-mir-125b-5p,hsa-mir-9-5p,0.0035,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/29774090'>PubMedLink</a>,tarbase,mirtarbase,0.0246558460047033,-0.59514617668095,0.762788688713729,-0.0795066611988455,0.975308509672481,-0.00590331215081479,0.11432388663967612,FALSE
6648,SOD2,hsa-mir-30a-3p,hsa-mir-150-3p,0,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/29774090'>PubMedLink</a>,tarbase,mirtarbase,0.0658248713872749,-0.469838646766521,0.310661130689741,0.859188021061879,0.975308509672481,-0.00590331215081479,0,TRUE
6648,SOD2,hsa-mir-409-5p,hsa-mir-183-3p,0.003,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/29774090'>PubMedLink</a>,mirtarbase,mirtarbase,0.338146533173189,-0.461834704251302,0.0264621296434977,3.20026911603533,0.975308509672481,-0.00590331215081479,0.10523478260869566,FALSE
6648,SOD2,hsa-mir-9-5p,hsa-let-7c-5p,0,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/29774090'>PubMedLink</a>,mirtarbase,mirtarbase,0.762788688713729,-0.0795066611988455,0.0233464195077066,-0.555112454100892,0.975308509672481,-0.00590331215081479,0,TRUE
6648,SOD2,hsa-mir-99b-3p,hsa-mir-409-5p,5e-4,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/29774090'>PubMedLink</a>,tarbase,mirtarbase,0.644364579300676,-0.169422502172692,0.338146533173189,-0.461834704251302,0.975308509672481,-0.00590331215081479,0.032272,TRUE
