entrezgene_id,hgnc_symbol,mirna1,mirna2,Lancaster_XY_Z,is_mrna_tf,mirna1Literature,mirna2Literature,mrnaLiterature,miRNA1_mRNA_DB,miRNA2_mRNA_DB,mRNA_pvalue,mRNA_logFC,BH_pvalues_adjusted,BH_rejected
3783,KCNN4,hsa-mir-424-5p,hsa-mir-1-3p,0.002,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23572150'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24885636'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29161243'>PubMedLink</a>",tarbase,mirtarbase tarbase,0.0559186461056961,0.104257709563498,0.02203454894433781,TRUE
4015,LOX,hsa-mir-767-5p,hsa-mir-135b-3p,0.001,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11807790'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19724858'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21282564'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22641216'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24008360'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25112403'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27367711'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27367711'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27742687'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28947950'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29209148'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29766649'>PubMedLink</a>",mirtarbase,tarbase,0.243361591447093,0.0687703971967559,0.01343213728549142,TRUE
4121,MAN1A1,hsa-mir-1270,hsa-mir-877-5p,0.0015,FALSE,NA,NA,NA,tarbase,tarbase,0.0340077416588955,-0.11376638705196,0.01794996525364836,TRUE
4355,MPP2,hsa-mir-455-3p,hsa-mir-424-5p,0.006,FALSE,NA,NA,NA,mirtarbase,tarbase,8.0541659757994e-4,-0.21294365238666,0.04563604240282686,TRUE
4782,NFIC,hsa-mir-23b-5p,hsa-mir-485-5p,0.0025,TRUE,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/29680296'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/30087700'>PubMedLink</a>,NA,tarbase,mirtarbase tarbase,0.451544168438058,-0.0418173216114887,0.025625,TRUE
4833,NME4,hsa-let-7c-5p,hsa-mir-196a-5p,0.0075,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11724361'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23553997'>PubMedLink</a>",mirtarbase tarbase,tarbase,0.412763233339731,0.0445678094685087,0.05280049059689288,FALSE
5028,P2RY1,hsa-mir-153-3p,hsa-mir-196a-5p,0.0085,FALSE,NA,NA,NA,mirtarbase,tarbase,1.06350179419534e-5,-0.255310060652846,0.05724286272976144,FALSE
5352,PLOD2,hsa-mir-942-5p,hsa-mir-129-5p,0.005,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/29226325'>PubMedLink</a>,<a href='https://pubmed.ncbi.nlm.nih.gov/31742425'>PubMedLink</a>,tarbase,tarbase,0.136082382524353,-0.0815006541380025,0.04046052631578947,TRUE
5618,PRLR,hsa-mir-760,hsa-mir-548e-3p,0.0075,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/28618945'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29661228'>PubMedLink</a>,NA,NA,mirtarbase,mirtarbase,0.677832373547434,-0.0248470610829602,0.05280049059689288,FALSE
5783,PTPN13,hsa-mir-18b-5p,hsa-mir-30b-5p,0.0035,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/30458288'>PubMedLink</a>,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15494722'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15611135'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17585452'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18038312'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18160445'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20039457'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28504867'>PubMedLink</a>",tarbase,tarbase,0.202897074970582,0.0779392241686329,0.03217832354511479,TRUE
5783,PTPN13,hsa-mir-30b-5p,hsa-mir-9-3p,0.005,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15494722'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15611135'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17585452'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18038312'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18160445'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20039457'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28504867'>PubMedLink</a>",tarbase,tarbase,0.202897074970582,0.0779392241686329,0.04046052631578947,TRUE
7026,NR2F2,hsa-mir-937-3p,hsa-mir-548f-3p,0.0055,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25032732'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26800338'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28943908'>PubMedLink</a>",tarbase,tarbase,0.657658471543056,-0.0245788157788478,0.04293291024478694,TRUE
7057,THBS1,hsa-mir-210-3p,hsa-mir-455-3p,0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10639144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10646855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16258261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17709727'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18583030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18757417'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24053448'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24085798'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25275062'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28757355'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31199884'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31502404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9849855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9863008'>PubMedLink</a>",tarbase,mirtarbase tarbase,0.610163685276744,-0.0270297057163135,0,TRUE
7057,THBS1,hsa-mir-34a-3p,hsa-mir-320c,0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10639144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10646855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16258261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17709727'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18583030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18757417'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24053448'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24085798'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25275062'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28757355'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31199884'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31502404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9849855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9863008'>PubMedLink</a>",tarbase,mirtarbase,0.610163685276744,-0.0270297057163135,0,TRUE
7057,THBS1,hsa-mir-550a-3p,hsa-mir-455-3p,0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10639144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10646855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16258261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17709727'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18583030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18757417'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24053448'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24085798'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25275062'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28757355'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31199884'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31502404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9849855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9863008'>PubMedLink</a>",tarbase,mirtarbase tarbase,0.610163685276744,-0.0270297057163135,0.0378924205378973,TRUE
7105,TSPAN6,hsa-mir-20b-5p,hsa-mir-345-5p,0.0065,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.617732599498548,0.0265449867601656,0.04801801801801801,TRUE
7275,TUB,hsa-mir-31-5p,hsa-let-7f-2-3p,0.0025,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/30396078'>PubMedLink</a>,NA,NA,tarbase,tarbase,1.6345601892713e-4,-0.240007336038583,0.025625,TRUE
