entrezgene_id,hgnc_symbol,mirna1,mirna2,Lancaster_XY_Z,is_mrna_tf,mirna1Literature,mirna2Literature,mrnaLiterature,miRNA1_mRNA_DB,miRNA2_mRNA_DB,BH_pvalues_adjusted,BH_rejected
1523,CUX1,hsa-mir-20b-5p,hsa-mir-195-5p,0.005,TRUE,<a href='https://pubmed.ncbi.nlm.nih.gov/31289482'>PubMedLink</a>,<a href='https://pubmed.ncbi.nlm.nih.gov/32026208'>PubMedLink</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/15084380'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19826114'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20661084'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23315881'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23896864'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28405678'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29159900'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29246726'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30010043'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30010043'>PubMedLink</a>",tarbase,tarbase,0.29314465408805035,FALSE
1604,CD55,hsa-mir-382-5p,hsa-mir-542-3p,0.0065,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/28866101'>PubMedLink</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/27080225'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28008159'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28008159'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28008159'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29895866'>PubMedLink</a>",tarbase,mirtarbase,0.3223031914893617,FALSE
1778,DYNC1H1,hsa-mir-141-5p,hsa-mir-615-3p,0,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/28454411'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31422060'>PubMedLink</a>,NA,tarbase,mirtarbase,0,TRUE
1822,ATN1,hsa-mir-7-5p,hsa-mir-642a-5p,0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/19118029'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24410728'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25950911'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26124487'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27542268'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27613526'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27613526'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30453282'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30453282'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30584364'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30584364'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30613269'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31221816'>PubMedLink</a>",tarbase,tarbase,0.2056323529411765,FALSE
1948,EFNB2,hsa-mir-582-5p,hsa-mir-497-5p,0.0045,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/30536321'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31170211'>PubMedLink</a>,<a href='https://pubmed.ncbi.nlm.nih.gov/30867780'>PubMedLink</a>,<a href='https://pubmed.ncbi.nlm.nih.gov/30106131'>PubMedLink</a>,mirtarbase,mirtarbase tarbase,0.27780794701986755,FALSE
2247,FGF2,hsa-mir-199a-3p,hsa-mir-615-3p,0.002,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/28454411'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31422060'>PubMedLink</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/10495436'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11299793'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11759110'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11759110'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12136423'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12377649'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12448000'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12579092'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12736723'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14560006'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15144885'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15878867'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16077988'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16905765'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16934908'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17079777'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17478553'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17478553'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17569023'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17825301'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17949478'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18849352'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19157636'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20233876'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21143527'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21143527'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21333372'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21503566'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22494932'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25188816'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25190353'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26635184'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26824699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26824699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26824699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27352333'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28423625'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28533502'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28765892'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28765892'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28789380'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29858603'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29896285'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30005872'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30013642'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30035358'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30562682'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30589033'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30730779'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30867780'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31282010'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31314153'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31846829'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8568589'>PubMedLink</a>",mirtarbase,tarbase,0.22195238095238096,FALSE
2247,FGF2,hsa-mir-199b-3p,hsa-mir-615-3p,0.0055,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/28454411'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31422060'>PubMedLink</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/10495436'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11299793'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11759110'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11759110'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12136423'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12377649'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12448000'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12579092'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12736723'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14560006'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15144885'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15878867'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16077988'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16905765'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16934908'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17079777'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17478553'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17478553'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17569023'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17825301'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17949478'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18849352'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19157636'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20233876'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21143527'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21143527'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21333372'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21503566'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22494932'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25188816'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25190353'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26635184'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26824699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26824699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26824699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27352333'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28423625'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28533502'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28765892'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28765892'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28789380'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29858603'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29896285'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30005872'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30013642'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30035358'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30562682'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30589033'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30730779'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30867780'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31282010'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31314153'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31846829'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8568589'>PubMedLink</a>",mirtarbase,tarbase,0.30337869822485203,FALSE
2355,FOSL2,hsa-mir-503-5p,hsa-mir-21-3p,0.003,TRUE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/31807006'>PubMedLink</a>,tarbase,tarbase,0.2474867256637168,FALSE
2649,NR6A1,hsa-mir-141-3p,hsa-mir-23c,0.0095,TRUE,<a href='https://pubmed.ncbi.nlm.nih.gov/30611568'>PubMedLink</a>,NA,NA,tarbase,tarbase,0.33532374100719425,FALSE
2649,NR6A1,hsa-mir-23c,hsa-mir-1180-3p,0.006,TRUE,NA,NA,NA,tarbase,tarbase,0.3177954545454546,FALSE
3037,HAS2,hsa-mir-30a-5p,hsa-mir-29c-3p,0.0065,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/28158983'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29103030'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31124131'>PubMedLink</a>,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11790779'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28460475'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28604766'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29682180'>PubMedLink</a>",tarbase,tarbase,0.3223031914893617,FALSE
