"info","is_mrna_tf","name","selected","shared.name","miRfamily","mirnaCluster"
"mirna","","mir-21-3p","false","mir-21-3p","miR-21-3p/3591-3p","hsa-mir-21"
"dummy","","","false","mir-21-3p/mir-323a-3p",NA,NA
"dummy","","","false","mir-96-5p/mir-320c",NA,NA
"dummy","","","false","mir-203a-3p/let-7f-2-3p",NA,NA
"dummy","","","false","mir-200b-3p/mir-429",NA,NA
"mirna","","mir-379-5p","false","mir-379-5p","miR-379-5p","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543"
"dummy","","","false","mir-379-5p/mir-377-5p",NA,NA
"mirna","","mir-380-5p","false","mir-380-5p","miR-380-5p/563","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495"
"dummy","","","false","mir-380-5p/mir-377-5p",NA,NA
"mirna","","mir-182-5p","false","mir-182-5p","miR-182-5p","hsa-mir-182,hsa-mir-96,hsa-mir-183"
"dummy","","","false","mir-182-5p/mir-96-5p",NA,NA
"mirna","","mir-432-5p","false","mir-432-5p","miR-432-5p","hsa-mir-337,hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136"
"dummy","","","false","mir-432-5p/mir-410-3p",NA,NA
"dummy","","","false","mir-432-5p/mir-369-3p",NA,NA
"mirna","","mir-485-5p","false","mir-485-5p","miR-485-5p","hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409"
"dummy","","","false","mir-485-5p/mir-181d-5p",NA,NA
"mirna","","mir-410-3p","false","mir-410-3p","miR-410-3p","hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656"
"dummy","","","false","mir-410-3p/mir-329-3p",NA,NA
"dummy","","","false","mir-432-5p/mir-212-3p",NA,NA
"dummy","","","false","mir-410-3p/mir-369-3p",NA,NA
"dummy","","","false","mir-199b-3p/mir-199a-3p",NA,NA
"dummy","","","false","mir-199b-3p/let-7c-5p",NA,NA
"mirna","","mir-3613-3p","false","mir-3613-3p","miR-3613-3p","hsa-mir-3613"
"dummy","","","false","mir-3613-3p/mir-369-3p",NA,NA
"mirna","","mir-299-5p","false","mir-299-5p","miR-299-5p","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495"
"dummy","","","false","mir-299-5p/mir-432-5p",NA,NA
"dummy","","","false","let-7c-5p/mir-199a-3p",NA,NA
"mirna","","mir-191-3p","false","mir-191-3p","miR-191-3p","hsa-mir-425,hsa-mir-191"
"dummy","","","false","mir-191-3p/mir-215-5p",NA,NA
"dummy","","","false","mir-145-5p/mir-181c-5p",NA,NA
"dummy","","","false","mir-429/mir-141-3p",NA,NA
"dummy","","","false","mir-196b-5p/mir-20b-5p",NA,NA
"dummy","","","false","mir-200b-3p/mir-200c-3p",NA,NA
"mirna","","mir-424-3p","false","mir-424-3p","miR-424-3p","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
"dummy","","","false","mir-424-3p/mir-615-3p",NA,NA
"mirna","","mir-3065-5p","false","mir-3065-5p","miR-3065-5p","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250"
"dummy","","","false","mir-3065-5p/mir-200c-3p",NA,NA
"mirna","","mir-150-3p","false","mir-150-3p","miR-150-3p","hsa-mir-150"
"dummy","","","false","mir-150-3p/mir-215-5p",NA,NA
"mirna","","mir-29c-3p","false","mir-29c-3p","miR-29-3p","hsa-mir-29c,hsa-mir-29b-2"
"dummy","","","false","mir-29c-3p/mir-3613-3p",NA,NA
"dummy","","","false","mir-141-3p/mir-3200-3p",NA,NA
"dummy","","","false","mir-203a-3p/mir-497-3p",NA,NA
"mirna","","mir-376c-3p","false","mir-376c-3p","miR-376c-3p","hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495,hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655"
"dummy","","","false","mir-376c-3p/mir-337-3p",NA,NA
"mirna","","mir-146a-5p","false","mir-146a-5p","miR-146-5p","hsa-mir-146a"
"dummy","","","false","mir-146a-5p/mir-1180-3p",NA,NA
"mirna","","mir-642a-5p","false","mir-642a-5p","miR-642a-5p","hsa-mir-642a,hsa-mir-642b"
"dummy","","","false","mir-642a-5p/mir-615-3p",NA,NA
"mirna","","mir-1306-3p","false","mir-1306-3p","miR-1306-3p","hsa-mir-3618,hsa-mir-1306"
"dummy","","","false","mir-1306-3p/mir-1180-3p",NA,NA
"mirna","","mir-23a-5p","false","mir-23a-5p","miR-23-5p","hsa-mir-24-2,hsa-mir-27a,hsa-mir-23a"
"dummy","","","false","mir-23a-5p/mir-10b-5p",NA,NA
"mirna","","mir-149-5p","false","mir-149-5p","miR-149-5p","hsa-mir-149"
"dummy","","","false","mir-149-5p/mir-1180-3p",NA,NA
"mirna","","mir-144-3p","false","mir-144-3p","miR-144-3p","hsa-mir-451a,hsa-mir-451b,hsa-mir-144,hsa-mir-4732"
"dummy","","","false","mir-144-3p/mir-29b-2-5p",NA,NA
"dummy","","","false","mir-485-5p/mir-195-5p",NA,NA
"dummy","","","false","mir-487a-3p/mir-493-3p",NA,NA
"mirna","","mir-3065-3p","false","mir-3065-3p","miR-3065-3p","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250"
"dummy","","","false","mir-3065-3p/mir-7-5p",NA,NA
"dummy","","","false","mir-20b-5p/mir-106a-5p",NA,NA
"dummy","","","false","mir-30a-5p/mir-497-5p",NA,NA
"dummy","","","false","mir-7-5p/mir-338-5p",NA,NA
"mirna","","mir-497-5p","false","mir-497-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-195,hsa-mir-497"
"dummy","","","false","mir-497-5p/mir-1304-5p",NA,NA
"mirna","","mir-1304-5p","false","mir-1304-5p","miR-1304-5p","hsa-mir-1304"
"dummy","","","false","mir-1304-5p/mir-195-5p",NA,NA
"mirna","","mir-195-5p","false","mir-195-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-195,hsa-mir-497"
"dummy","","","false","mir-195-5p/mir-23c",NA,NA
"mirna","","mir-485-3p","false","mir-485-3p","miR-539-3p","hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409"
"dummy","","","false","mir-485-3p/mir-485-5p",NA,NA
"dummy","","","false","mir-485-3p/mir-329-3p",NA,NA
"dummy","","","false","mir-199a-3p/mir-106a-5p",NA,NA
"mirna","","mir-138-5p","false","mir-138-5p","miR-138-5p","hsa-mir-138-2"
"dummy","","","false","mir-138-5p/mir-182-5p",NA,NA
"mirna","","mir-592","false","mir-592","miR-592","hsa-mir-592"
"dummy","","","false","mir-592/mir-29c-3p",NA,NA
"dummy","","","false","mir-150-5p/mir-144-3p",NA,NA
"dummy","","","false","mir-150-5p/mir-200a-5p",NA,NA
"dummy","","","false","mir-615-3p/mir-1296-5p",NA,NA
"mirna","","mir-27a-5p","false","mir-27a-5p","miR-27a-5p","hsa-mir-24-2,hsa-mir-27a,hsa-mir-23a"
"dummy","","","false","mir-27a-5p/mir-34c-3p",NA,NA
"dummy","","","false","mir-195-5p/mir-1270",NA,NA
"mirna","","mir-29b-2-5p","false","mir-29b-2-5p","miR-29b-2-5p","hsa-mir-29c,hsa-mir-29b-2"
"dummy","","","false","mir-29b-2-5p/mir-335-3p",NA,NA
"mirna","","mir-3934-5p","false","mir-3934-5p","miR-3934-5p","hsa-mir-3934"
"dummy","","","false","mir-3934-5p/mir-335-5p",NA,NA
"dummy","","","false","mir-542-3p/mir-497-5p",NA,NA
"dummy","","","false","mir-96-5p/mir-497-3p",NA,NA
"mirna","","mir-30a-3p","false","mir-30a-3p","miR-30-3p","hsa-mir-30a"
"dummy","","","false","mir-30a-3p/mir-30a-5p",NA,NA
"dummy","","","false","mir-195-5p/mir-106a-5p",NA,NA
"dummy","","","false","mir-7-5p/mir-144-3p",NA,NA
"mirna","","mir-101-5p","false","mir-101-5p","miR-101-5p","hsa-mir-3671,hsa-mir-101-1"
"dummy","","","false","mir-101-5p/mir-141-3p",NA,NA
"dummy","","","false","mir-497-5p/mir-653-5p",NA,NA
"dummy","","","false","mir-195-5p/mir-539-5p",NA,NA
"dummy","","","false","mir-141-3p/mir-539-5p",NA,NA
"mirna","","mir-758-3p","false","mir-758-3p","miR-758-3p","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495"
"dummy","","","false","mir-758-3p/mir-539-5p",NA,NA
"mirna","","mir-539-5p","false","mir-539-5p","miR-539-5p","hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b"
"dummy","","","false","mir-539-5p/mir-376c-3p",NA,NA
"dummy","","","false","mir-758-3p/mir-323a-3p",NA,NA
"dummy","","","false","mir-758-3p/mir-376c-3p",NA,NA
"dummy","","","false","mir-21-3p/mir-155-3p",NA,NA
"mirna","","mir-215-5p","false","mir-215-5p","miR-192-5p/215-5p","hsa-mir-215,hsa-mir-194-1"
"dummy","","","false","mir-215-5p/mir-33a-3p",NA,NA
"mirna","","mir-1-3p","false","mir-1-3p","miR-1-3p/206","hsa-mir-133a-1,hsa-mir-1-2"
"dummy","","","false","mir-1-3p/mir-20b-5p",NA,NA
"mirna","","mir-212-3p","false","mir-212-3p","miR-132-3p/212-3p","hsa-mir-132,hsa-mir-212"
"dummy","","","false","mir-212-3p/mir-320c",NA,NA
"dummy","","","false","mir-215-5p/mir-150-5p",NA,NA
"mirna","","mir-3922-3p","false","mir-3922-3p","miR-3176/3922-3p","hsa-mir-3922"
"dummy","","","false","mir-3922-3p/mir-377-5p",NA,NA
"dummy","","","false","mir-642a-5p/mir-150-3p",NA,NA
"mirna","","mir-939-5p","false","mir-939-5p","miR-939-5p/1343-5p","hsa-mir-939,hsa-mir-1234"
"dummy","","","false","mir-939-5p/mir-139-5p",NA,NA
"dummy","","","false","mir-182-5p/mir-541-3p",NA,NA
"mirna","","mir-136-5p","false","mir-136-5p","miR-136-5p","hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136"
"dummy","","","false","mir-136-5p/mir-580-3p",NA,NA
"mirna","","mir-30c-2-3p","false","mir-30c-2-3p","miR-30c-3p/6788-5p","hsa-mir-30c-2"
"dummy","","","false","mir-30c-2-3p/mir-146a-5p",NA,NA
"dummy","","","false","mir-29c-3p/mir-139-5p",NA,NA
"dummy","","","false","mir-582-5p/mir-106a-5p",NA,NA
"mirna","","mir-3926","false","mir-3926","miR-3926","hsa-mir-5692a-2,hsa-mir-3926-1,hsa-mir-3926-2"
"dummy","","","false","mir-3926/mir-218-1-3p",NA,NA
"mirna","","mir-409-3p","false","mir-409-3p","miR-409-3p","hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656"
"dummy","","","false","mir-409-3p/mir-196a-5p",NA,NA
"mirna","","mir-323a-3p","false","mir-323a-3p","miR-323-3p","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495"
"dummy","","","false","mir-323a-3p/mir-541-3p",NA,NA
"dummy","","","false","mir-542-3p/mir-141-3p",NA,NA
"dummy","","","false","mir-136-5p/mir-32-3p",NA,NA
"mirna","","mir-3614-5p","false","mir-3614-5p","miR-3614-5p","hsa-mir-3614"
"dummy","","","false","mir-3614-5p/mir-29c-3p",NA,NA
"mirna","","mir-326","false","mir-326","miR-326","hsa-mir-326"
"dummy","","","false","mir-326/mir-181c-5p",NA,NA
"mirna","","mir-200a-3p","false","mir-200a-3p","miR-141-3p/200a-3p","hsa-mir-200b,hsa-mir-200a,hsa-mir-429"
"mirna","","mir-223-5p","false","mir-223-5p","miR-223-5p","hsa-mir-223"
"mirna","","mir-582-3p","false","mir-582-3p","miR-582-3p","hsa-mir-582"
"mirna","","mir-32-3p","false","mir-32-3p","miR-32-3p","hsa-mir-32"
"mirna","","mir-381-3p","false","mir-381-3p","miR-381-3p","hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485"
"mirna","","mir-1180-3p","false","mir-1180-3p","miR-1180-3p","hsa-mir-1180"
"mirna","","mir-143-3p","false","mir-143-3p","miR-143-3p","hsa-mir-143,hsa-mir-145"
"mirna","","mir-377-3p","false","mir-377-3p","miR-377-3p","hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656"
"mirna","","mir-653-5p","false","mir-653-5p","miR-653-5p","hsa-mir-653,hsa-mir-489"
"mirna","","mir-181c-5p","false","mir-181c-5p","miR-181-5p","hsa-mir-181c,hsa-mir-181d"
"mirna","","mir-204-5p","false","mir-204-5p","miR-204-5p/211-5p","hsa-mir-204"
"mirna","","mir-362-5p","false","mir-362-5p","miR-362-5p/500b-5p","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660,hsa-mir-502"
"mirna","","mir-192-3p","false","mir-192-3p","miR-192-3p","hsa-mir-192,hsa-mir-194-2"
"mirna","","mir-337-3p","false","mir-337-3p","miR-337-3p","hsa-mir-493,hsa-mir-337,hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432"
"mirna","","mir-378a-3p","false","mir-378a-3p","miR-378-3p","hsa-mir-378a"
"mirna","","mir-3690","false","mir-3690","miR-3690","hsa-mir-3690-1"
"mirna","","mir-760","false","mir-760","miR-760","hsa-mir-760"
"mirna","","mir-320c","false","mir-320c","miR-320","hsa-mir-320c-1"
"mirna","","mir-377-5p","false","mir-377-5p","miR-377-5p/6086","hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656"
"mirna","","mir-369-3p","false","mir-369-3p","miR-369-3p","hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656"
"mirna","","mir-200c-3p","false","mir-200c-3p","miR-200bc-3p/429","hsa-mir-200c,hsa-mir-141"
"mirna","","mir-3200-3p","false","mir-3200-3p","miR-3200-3p","hsa-mir-3200"
"mirna","","mir-497-3p","false","mir-497-3p","miR-497-3p","hsa-mir-195,hsa-mir-497"
"mirna","","mir-10b-5p","false","mir-10b-5p","miR-10-5p","hsa-mir-10b"
"mirna","","mir-493-3p","false","mir-493-3p","miR-493-3p","hsa-mir-493,hsa-mir-337,hsa-mir-665"
"mirna","","mir-106a-5p","false","mir-106a-5p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
"mirna","","mir-338-5p","false","mir-338-5p","miR-338-5p","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250"
"mirna","","mir-200a-5p","false","mir-200a-5p","miR-200ab-5p","hsa-mir-200b,hsa-mir-200a,hsa-mir-429"
"mirna","","mir-1296-5p","false","mir-1296-5p","miR-1296-5p","hsa-mir-1296"
"mirna","","mir-1270","false","mir-1270","miR-1270",NA
"mirna","","mir-335-3p","false","mir-335-3p","miR-335-3p","hsa-mir-335"
"mirna","","mir-155-3p","false","mir-155-3p","miR-155-3p","hsa-mir-155"
"mirna","","mir-33a-3p","false","mir-33a-3p","miR-33a-3p","hsa-mir-33a"
"mirna","","mir-139-5p","false","mir-139-5p","miR-139-5p","hsa-mir-139"
"mirna","","mir-541-3p","false","mir-541-3p","miR-654-5p","hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656"
"mirna","","mir-580-3p","false","mir-580-3p","miR-580-3p","hsa-mir-580"
"mirna","","mir-218-1-3p","false","mir-218-1-3p","miR-218-1-3p","hsa-mir-218-1"
"mirna","","mir-196a-5p","false","mir-196a-5p","miR-196-5p","hsa-mir-196a-1"
"mrna","false","ABL2","false","ABL2",NA,NA
"mrna","false","ADH1B","false","ADH1B",NA,NA
"mrna","false","BIRC3","false","BIRC3",NA,NA
"mrna","true","BACH1","false","BACH1",NA,NA
"mrna","false","CCND2","false","CCND2",NA,NA
"mrna","false","CFL2","false","CFL2",NA,NA
"mrna","false","COL1A1","false","COL1A1",NA,NA
"mrna","false","COL5A1","false","COL5A1",NA,NA
"mrna","false","COL10A1","false","COL10A1",NA,NA
"mrna","true","CUX1","false","CUX1",NA,NA
