"info","is_mrna_tf","name","selected","shared.name","updown","miRfamily","mirnaCluster"
"dummy","","","false","mir-1276/mir-301b-3p","dummy",NA,NA
"mirna","","mir-376b-3p","false","mir-376b-3p","mirna","miR-376-3p","hsa-mir-543,hsa-mir-495,hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655"
"dummy","","","false","mir-376b-3p/mir-455-3p","dummy",NA,NA
"mirna","","mir-1-3p","false","mir-1-3p","mirna","miR-1-3p/206","hsa-mir-133a-1,hsa-mir-1-2"
"dummy","","","false","mir-1-3p/mir-362-5p","dummy",NA,NA
"mirna","","mir-125b-5p","false","mir-125b-5p","mirna","miR-125-5p","hsa-mir-125b-1"
"dummy","","","false","mir-125b-5p/mir-580-3p","dummy",NA,NA
"dummy","","","false","mir-181d-5p/mir-33a-3p","dummy",NA,NA
"mirna","","mir-196b-5p","false","mir-196b-5p","mirna","miR-196-5p","hsa-mir-196b"
"dummy","","","false","mir-196b-5p/let-7g-3p","dummy",NA,NA
"dummy","","","false","mir-424-5p/mir-215-5p","dummy",NA,NA
"dummy","","","false","mir-210-3p/mir-19a-3p","dummy",NA,NA
"mirna","","mir-501-5p","false","mir-501-5p","mirna","miR-501-5p","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660,hsa-mir-502"
"dummy","","","false","mir-501-5p/mir-362-5p","dummy",NA,NA
"mirna","","mir-877-3p","false","mir-877-3p","mirna","miR-877-3p","hsa-mir-877"
"dummy","","","false","mir-877-3p/mir-196b-5p","dummy",NA,NA
"dummy","","","false","mir-196b-5p/mir-301a-3p","dummy",NA,NA
"mirna","","mir-19a-3p","false","mir-19a-3p","mirna","miR-19-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"dummy","","","false","mir-19a-3p/mir-301a-3p","dummy",NA,NA
"dummy","","","false","mir-23b-5p/mir-663a","dummy",NA,NA
"dummy","","","false","mir-16-1-3p/mir-642a-5p","dummy",NA,NA
"mirna","","mir-1288-3p","false","mir-1288-3p","mirna","miR-1288-3p","hsa-mir-1288"
"dummy","","","false","mir-1288-3p/mir-501-5p","dummy",NA,NA
"mirna","","mir-7-5p","false","mir-7-5p","mirna","miR-7-5p","hsa-mir-7-1"
"dummy","","","false","mir-7-5p/mir-33a-5p","dummy",NA,NA
"mirna","","mir-494-3p","false","mir-494-3p","mirna","miR-494-3p","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495"
"mirna","","mir-548f-3p","false","mir-548f-3p","mirna","miR-548az-3p/548ar-3p/548a-3p/548e-3p/548f-3p","hsa-mir-548f-2"
"mirna","","mir-135b-3p","false","mir-135b-3p","mirna","miR-135b-3p","hsa-mir-135b"
"mirna","","mir-485-5p","false","mir-485-5p","mirna","miR-485-5p","hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409"
"mirna","","mir-196a-5p","false","mir-196a-5p","mirna","miR-196-5p","hsa-mir-196a-1"
"mirna","","mir-548e-3p","false","mir-548e-3p","mirna","miR-548az-3p/548ar-3p/548a-3p/548e-3p/548f-3p","hsa-mir-548e"
"mirna","","mir-9-3p","false","mir-9-3p","mirna","miR-9-3p","hsa-mir-9-1"
"mirna","","mir-301b-3p","false","mir-301b-3p","mirna","miR-130-3p/301-3p/454-3p","hsa-mir-301b,hsa-mir-130b"
"mirna","","mir-320c","false","mir-320c","mirna","miR-320","hsa-mir-320c-1"
"mirna","","mir-345-5p","false","mir-345-5p","mirna","miR-345-5p","hsa-mir-345"
"mirna","","let-7f-2-3p","false","let-7f-2-3p","mirna","let-7f-2-3p/1185-3p","hsa-mir-98,hsa-let-7f-2"
"mirna","","mir-663a","false","mir-663a","mirna","miR-1908-5p","hsa-mir-663a"
"mirna","","mir-125a-3p","false","mir-125a-3p","mirna","miR-125a-3p","hsa-mir-99b,hsa-let-7e,hsa-mir-125a"
"mirna","","mir-769-3p","false","mir-769-3p","mirna","miR-450b-3p/769-3p","hsa-mir-769"
"mirna","","mir-642a-5p","false","mir-642a-5p","mirna","miR-642a-5p","hsa-mir-642a,hsa-mir-642b"
"mirna","","mir-940","false","mir-940","mirna","miR-940/6808-5p/6893-5p","hsa-mir-3677,hsa-mir-940,hsa-mir-4717"
"mirna","","mir-105-5p","false","mir-105-5p","mirna","miR-105-5p","hsa-mir-105-1,hsa-mir-767,hsa-mir-105-2"
"mirna","","mir-33b-5p","false","mir-33b-5p","mirna","miR-33-5p","hsa-mir-33b"
"mirna","","mir-18a-3p","false","mir-18a-3p","mirna","miR-18a-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"mirna","","mir-589-3p","false","mir-589-3p","mirna","miR-589-3p","hsa-mir-589"
"mirna","","mir-625-5p","false","mir-625-5p","mirna","miR-625-5p","hsa-mir-625"
"mirna","","mir-144-3p","false","mir-144-3p","mirna","miR-144-3p","hsa-mir-451a,hsa-mir-451b,hsa-mir-144,hsa-mir-4732"
"mirna","","mir-629-3p","false","mir-629-3p","mirna","miR-629-3p","hsa-mir-629"
"mirna","","mir-1227-3p","false","mir-1227-3p","mirna","miR-1227-3p","hsa-mir-1227"
"mirna","","mir-362-5p","false","mir-362-5p","mirna","miR-362-5p/500b-5p","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660,hsa-mir-502"
"mirna","","mir-580-3p","false","mir-580-3p","mirna","miR-580-3p","hsa-mir-580"
"mirna","","mir-33a-3p","false","mir-33a-3p","mirna","miR-33a-3p","hsa-mir-33a"
"mrna","false","BCL2","false","BCL2","down",NA,NA
"mrna","false","ZFP36L1","false","ZFP36L1","up",NA,NA
"mrna","false","EPHA7","false","EPHA7","down",NA,NA
"mrna","true","ETS1","false","ETS1","down",NA,NA
"mrna","false","FBN1","false","FBN1","down",NA,NA
"mrna","false","HSPA8","false","HSPA8","up",NA,NA
"mrna","false","TNC","false","TNC","up",NA,NA
"mrna","false","IL6ST","false","IL6ST","down",NA,NA
"mrna","false","KCNN4","false","KCNN4","up",NA,NA
"mrna","false","LOX","false","LOX","up",NA,NA
"mrna","false","MAN1A1","false","MAN1A1","down",NA,NA
"mrna","false","MPP2","false","MPP2","down",NA,NA
"mrna","true","NFIC","false","NFIC","down",NA,NA
"mrna","false","NME4","false","NME4","up",NA,NA
"mrna","false","P2RY1","false","P2RY1","down",NA,NA
"mrna","false","PLOD2","false","PLOD2","down",NA,NA
"mrna","false","PRLR","false","PRLR","down",NA,NA
"mrna","false","PTPN13","false","PTPN13","up",NA,NA
"mrna","false","STC1","false","STC1","up",NA,NA
"mrna","true","NR2F2","false","NR2F2","down",NA,NA
"mrna","false","THBS1","false","THBS1","down",NA,NA
"mrna","false","TSPAN6","false","TSPAN6","up",NA,NA
"mrna","false","TUB","false","TUB","down",NA,NA
"mrna","false","VLDLR","false","VLDLR","down",NA,NA
"mrna","false","LAT2","false","LAT2","down",NA,NA
"mrna","true","WT1","false","WT1","up",NA,NA
"mrna","true","ZNF217","false","ZNF217","down",NA,NA
"mrna","false","BTG2","false","BTG2","down",NA,NA
"mrna","false","TUSC3","false","TUSC3","down",NA,NA
"mrna","false","STC2","false","STC2","up",NA,NA
"mrna","false","SOCS3","false","SOCS3","up",NA,NA
"mrna","false","NRXN3","false","NRXN3","down",NA,NA
"mrna","false","ADAMTS1","false","ADAMTS1","down",NA,NA
"mrna","false","AKT3","false","AKT3","down",NA,NA
"mrna","false","TXNIP","false","TXNIP","down",NA,NA
"mrna","false","DNAJB4","false","DNAJB4","down",NA,NA
"mrna","false","ADAMTS5","false","ADAMTS5","down",NA,NA
"mrna","false","DKK1","false","DKK1","up",NA,NA
"mrna","false","CBX6","false","CBX6","down",NA,NA
"mrna","false","NPTXR","false","NPTXR","down",NA,NA
"mrna","false","PHLDA3","false","PHLDA3","up",NA,NA
"mrna","false","FLRT2","false","FLRT2","down",NA,NA
"mrna","false","PNKD","false","PNKD","down",NA,NA
"mrna","false","FAM50B","false","FAM50B","down",NA,NA
"mrna","true","SIX4","false","SIX4","up",NA,NA
"mrna","false","SOBP","false","SOBP","down",NA,NA
"mrna","false","AGPAT4","false","AGPAT4","down",NA,NA
"mrna","false","PMEPA1","false","PMEPA1","up",NA,NA
"mrna","true","ZNF512B","false","ZNF512B","down",NA,NA
"mrna","false","AHNAK","false","AHNAK","down",NA,NA
"mrna","true","CSRNP3","false","CSRNP3","down",NA,NA
"mrna","false","CCDC170","false","CCDC170","up",NA,NA
"mrna","false","CPEB4","false","CPEB4","down",NA,NA
"mrna","false","SLC35G2","false","SLC35G2","down",NA,NA
"mrna","false","ANP32E","false","ANP32E","up",NA,NA
"mrna","false","PARD6B","false","PARD6B","up",NA,NA
"mrna","false","ZC3H12C","false","ZC3H12C","down",NA,NA
"mrna","false","FMNL3","false","FMNL3","up",NA,NA
"mrna","false","TTYH2","false","TTYH2","down",NA,NA
"mrna","true","ZNF618","false","ZNF618","up",NA,NA
"mrna","false","GDF7","false","GDF7","down",NA,NA
"mrna","false","PRUNE2","false","PRUNE2","down",NA,NA
"mrna","false","NAT8L","false","NAT8L","down",NA,NA
"mrna","false","SBK1","false","SBK1","up",NA,NA
"mrna","false","PALM2AKAP2","false","PALM2AKAP2","up",NA,NA
"mrna","false","RNF165","false","RNF165","down",NA,NA
"mrna","false","TMEM170B","false","TMEM170B","down",NA,NA
