"coloring","info","is_mrna_tf","name","selected","shared.name","miRfamily","mirnaCluster"
"mirna","mirna","","mir-433-3p","false","mir-433-3p","miR-433-3p","hsa-mir-337,hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136"
"dummy","dummy","","","false","mir-433-3p/mir-1305",NA,NA
"dummy","dummy","","","false","mir-130b-3p/mir-335-5p",NA,NA
"mirna","mirna","","mir-548d-3p","false","mir-548d-3p","miR-548ac/548bb-3p/548d-3p/548h-3p/548z","hsa-mir-548aa-1,hsa-mir-548d-1"
"dummy","dummy","","","false","mir-548d-3p/mir-187-3p",NA,NA
"mirna","mirna","","mir-7-1-3p","false","mir-7-1-3p","miR-7-3p","hsa-mir-7-1"
"dummy","dummy","","","false","mir-7-1-3p/mir-92b-3p",NA,NA
"mirna","mirna","","mir-1305","false","mir-1305","miR-1305","hsa-mir-1305"
"dummy","dummy","","","false","mir-1305/mir-335-5p",NA,NA
"mirna","mirna","","mir-873-5p","false","mir-873-5p",NA,"hsa-mir-873"
"dummy","dummy","","","false","mir-873-5p/mir-494-3p",NA,NA
"dummy","dummy","","","false","mir-7-5p/mir-96-5p",NA,NA
"mirna","mirna","","mir-182-5p","false","mir-182-5p","miR-182-5p","hsa-mir-182,hsa-mir-96,hsa-mir-183"
"dummy","dummy","","","false","mir-182-5p/mir-200c-3p",NA,NA
"dummy","dummy","","","false","mir-486-3p/mir-219a-5p",NA,NA
"mirna","mirna","","mir-942-5p","false","mir-942-5p","miR-942-5p","hsa-mir-942"
"dummy","dummy","","","false","mir-942-5p/mir-219a-5p",NA,NA
"mirna","mirna","","mir-3614-3p","false","mir-3614-3p","miR-3614-3p","hsa-mir-3614"
"dummy","dummy","","","false","mir-3614-3p/mir-219a-1-3p",NA,NA
"mirna","mirna","","mir-1248","false","mir-1248","miR-1248","hsa-mir-1248"
"dummy","dummy","","","false","mir-1248/mir-29b-3p",NA,NA
"dummy","dummy","","","false","mir-1248/mir-29a-3p",NA,NA
"dummy","dummy","","","false","mir-873-5p/mir-486-5p",NA,NA
"dummy","dummy","","","false","mir-452-3p/mir-92b-3p",NA,NA
"mirna","mirna","","mir-219a-1-3p","false","mir-219a-1-3p","miR-219a-1-3p",NA
"dummy","dummy","","","false","mir-219a-1-3p/mir-1224-5p",NA,NA
"mirna","mirna","","mir-1224-5p","false","mir-1224-5p","miR-1224-5p","hsa-mir-1224"
"dummy","dummy","","","false","mir-1224-5p/mir-335-5p",NA,NA
"dummy","dummy","","","false","mir-106a-5p/mir-1224-5p",NA,NA
"mirna","mirna","","mir-651-5p","false","mir-651-5p","miR-651-5p","hsa-mir-651"
"dummy","dummy","","","false","mir-651-5p/mir-616-5p",NA,NA
"mirna","mirna","","mir-1269a","false","mir-1269a","miR-1269","hsa-mir-1269a"
"dummy","dummy","","","false","mir-1269a/mir-92a-1-5p",NA,NA
"dummy","dummy","","","false","mir-1269a/mir-548o-3p",NA,NA
"mirna","mirna","","mir-377-3p","false","mir-377-3p","miR-377-3p","hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656"
"dummy","dummy","","","false","mir-377-3p/mir-154-3p",NA,NA
"dummy","dummy","","","false","mir-1269a/mir-29c-3p",NA,NA
"mirna","mirna","","mir-497-3p","false","mir-497-3p","miR-497-3p","hsa-mir-195,hsa-mir-497"
"dummy","dummy","","","false","mir-497-3p/mir-224-5p",NA,NA
"mirna","mirna","","mir-133a-3p","false","mir-133a-3p",NA,"hsa-mir-133a-1,hsa-mir-1-2"
"dummy","dummy","","","false","mir-133a-3p/mir-367-3p",NA,NA
"mirna","mirna","","mir-616-5p","false","mir-616-5p","miR-371b-5p/373-5p/616-5p","hsa-mir-616"
"dummy","dummy","","","false","mir-616-5p/mir-188-3p",NA,NA
"mirna","mirna","","mir-195-5p","false","mir-195-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-195,hsa-mir-497"
"dummy","dummy","","","false","mir-195-5p/mir-424-5p",NA,NA
"mirna","mirna","","mir-138-5p","false","mir-138-5p","miR-138-5p","hsa-mir-138-2"
"dummy","dummy","","","false","mir-138-5p/mir-3065-3p",NA,NA
"mirna","mirna","","mir-1226-3p","false","mir-1226-3p","miR-1226-3p","hsa-mir-1226"
"dummy","dummy","","","false","mir-1226-3p/mir-125b-2-3p",NA,NA
"mirna","mirna","","mir-224-5p","false","mir-224-5p","miR-224-5p","hsa-mir-224,hsa-mir-452"
"dummy","dummy","","","false","mir-224-5p/mir-196b-5p",NA,NA
"mirna","mirna","","mir-1271-5p","false","mir-1271-5p","miR-96-5p/1271-5p","hsa-mir-1271"
"dummy","dummy","","","false","mir-1271-5p/mir-149-3p",NA,NA
"dummy","dummy","","","false","mir-1538/mir-1291",NA,NA
"mirna","mirna","","mir-577","false","mir-577","miR-577","hsa-mir-577"
"dummy","dummy","","","false","mir-577/mir-204-5p",NA,NA
"mirna","mirna","","mir-299-5p","false","mir-299-5p","miR-299-5p","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495"
"dummy","dummy","","","false","mir-299-5p/mir-204-5p",NA,NA
"dummy","dummy","","","false","mir-18b-5p/mir-335-3p",NA,NA
"mirna","mirna","","mir-342-5p","false","mir-342-5p","miR-342-5p/4664-5p","hsa-mir-151b,hsa-mir-342"
"dummy","dummy","","","false","mir-342-5p/mir-495-3p",NA,NA
"mirna","mirna","","mir-493-3p","false","mir-493-3p","miR-493-3p","hsa-mir-493,hsa-mir-337,hsa-mir-665"
"dummy","dummy","","","false","mir-493-3p/mir-940",NA,NA
"mirna","mirna","","mir-548j-5p","false","mir-548j-5p","miR-548ay-5p/548au-5p/548as-5p/548ar-5p/548aq-5p/548ap-5p/548am-5p/548ae-5p/548ad-5p/548a-5p/548ak/548ab/548bb-5p/548b-5p/548c-5p/548d-5p/548h-5p/548i/548j-5p/548o-5p/548w/548y/559","hsa-mir-548j"
"dummy","dummy","","","false","mir-548j-5p/mir-500a-5p",NA,NA
"dummy","dummy","","","false","mir-20b-5p/mir-96-5p",NA,NA
"mirna","mirna","","mir-615-3p","false","mir-615-3p","miR-615-3p","hsa-mir-615"
"dummy","dummy","","","false","mir-615-3p/mir-7-5p",NA,NA
"dummy","dummy","","","false","mir-124-3p/mir-615-3p",NA,NA
"mirna","mirna","","mir-33b-3p","false","mir-33b-3p","miR-33b-3p/515-3p/519e-3p","hsa-mir-33b"
"dummy","dummy","","","false","mir-33b-3p/mir-139-3p",NA,NA
"dummy","dummy","","","false","mir-182-5p/mir-432-5p",NA,NA
"dummy","dummy","","","false","mir-182-5p/mir-370-3p",NA,NA
"dummy","dummy","","","false","mir-182-5p/mir-1271-5p",NA,NA
"mirna","mirna","","mir-940","false","mir-940","miR-940/6808-5p/6893-5p","hsa-mir-3677,hsa-mir-940,hsa-mir-4717"
"dummy","dummy","","","false","mir-940/mir-519a-5p",NA,NA
"mirna","mirna","","mir-29b-3p","false","mir-29b-3p","miR-29-3p","hsa-mir-29a,hsa-mir-29b-1"
"dummy","dummy","","","false","mir-29b-3p/mir-96-5p",NA,NA
"mirna","mirna","","mir-96-5p","false","mir-96-5p","miR-96-5p/1271-5p","hsa-mir-182,hsa-mir-96,hsa-mir-183"
"dummy","dummy","","","false","mir-96-5p/mir-29a-3p",NA,NA
"dummy","dummy","","","false","mir-302c-3p/mir-122-5p",NA,NA
"dummy","dummy","","","false","mir-1248/mir-767-5p",NA,NA
"dummy","dummy","","","false","mir-301b-3p/mir-767-5p",NA,NA
"mirna","mirna","","mir-192-3p","false","mir-192-3p","miR-192-3p","hsa-mir-192,hsa-mir-194-2"
"dummy","dummy","","","false","mir-192-3p/mir-577",NA,NA
"dummy","dummy","","","false","mir-106a-5p/mir-3609",NA,NA
"mirna","mirna","","mir-497-5p","false","mir-497-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-195,hsa-mir-497"
"dummy","dummy","","","false","mir-497-5p/mir-3609",NA,NA
"mirna","mirna","","mir-3609","false","mir-3609","miR-548ah-5p/3609","hsa-mir-3609"
"dummy","dummy","","","false","mir-3609/mir-9-3p",NA,NA
"dummy","dummy","","","false","mir-3609/mir-9-5p",NA,NA
"dummy","dummy","","","false","mir-18b-5p/mir-3609",NA,NA
"dummy","dummy","","","false","mir-3609/mir-195-5p",NA,NA
"mirna","mirna","","mir-935","false","mir-935","miR-935","hsa-mir-935"
"dummy","dummy","","","false","mir-935/mir-497-5p",NA,NA
"dummy","dummy","","","false","mir-651-5p/mir-7-5p",NA,NA
"mirna","mirna","","mir-205-3p","false","mir-205-3p","miR-205-3p","hsa-mir-205"
"dummy","dummy","","","false","mir-205-3p/mir-651-5p",NA,NA
"mirna","mirna","","mir-1243","false","mir-1243","miR-1243","hsa-mir-1243"
"dummy","dummy","","","false","mir-1243/mir-663a",NA,NA
"dummy","dummy","","","false","mir-629-5p/mir-767-3p",NA,NA
"mirna","mirna","","mir-18b-3p","false","mir-18b-3p","miR-18b-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
"dummy","dummy","","","false","mir-18b-3p/mir-2113",NA,NA
