"info","is_mrna_tf","name","selected","shared.name","miRfamily","mirnaCluster"
"dummy","","","false","mir-130a-3p/mir-200b-3p",NA,NA
"mirna","","mir-96-5p","false","mir-96-5p","miR-96-5p/1271-5p","hsa-mir-182,hsa-mir-96,hsa-mir-183"
"dummy","","","false","mir-96-5p/mir-20a-5p",NA,NA
"mirna","","mir-183-3p","false","mir-183-3p","miR-183-3p","hsa-mir-182,hsa-mir-96,hsa-mir-183"
"dummy","","","false","mir-183-3p/mir-98-5p",NA,NA
"dummy","","","false","mir-96-5p/mir-10b-3p",NA,NA
"mirna","","mir-15a-5p","false","mir-15a-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-16-1,hsa-mir-15a"
"dummy","","","false","mir-15a-5p/mir-22-3p",NA,NA
"mirna","","mir-320c","false","mir-320c","miR-320","hsa-mir-320c-1"
"dummy","","","false","mir-320c/mir-29b-3p",NA,NA
"mirna","","mir-452-5p","false","mir-452-5p","miR-452-5p/892-3p","hsa-mir-224,hsa-mir-452"
"dummy","","","false","mir-452-5p/mir-185-5p",NA,NA
"mirna","","mir-223-3p","false","mir-223-3p","miR-223-3p","hsa-mir-223"
"dummy","","","false","mir-223-3p/mir-224-5p",NA,NA
"mirna","","mir-1226-3p","false","mir-1226-3p","miR-1226-3p","hsa-mir-1226"
"dummy","","","false","mir-1226-3p/mir-1262",NA,NA
"mirna","","mir-20a-5p","false","mir-20a-5p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"dummy","","","false","mir-20a-5p/mir-760",NA,NA
"mirna","","mir-31-5p","false","mir-31-5p","miR-31-5p","hsa-mir-31"
"dummy","","","false","mir-31-5p/mir-29b-3p",NA,NA
"mirna","","mir-766-3p","false","mir-766-3p","miR-766-3p","hsa-mir-766"
"dummy","","","false","mir-766-3p/mir-320b",NA,NA
"mirna","","mir-185-5p","false","mir-185-5p","miR-185-5p","hsa-mir-185"
"dummy","","","false","mir-185-5p/mir-200b-3p",NA,NA
"mirna","","mir-424-5p","false","mir-424-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
"dummy","","","false","mir-424-5p/mir-130a-3p",NA,NA
"mirna","","mir-429","false","mir-429","miR-200bc-3p/429","hsa-mir-200b,hsa-mir-200a,hsa-mir-429"
"dummy","","","false","mir-429/mir-130a-3p",NA,NA
"dummy","","","false","mir-15a-5p/mir-485-5p",NA,NA
"mirna","","mir-182-5p","false","mir-182-5p","miR-182-5p","hsa-mir-182,hsa-mir-96,hsa-mir-183"
"dummy","","","false","mir-182-5p/mir-1296-5p",NA,NA
"mirna","","mir-204-5p","false","mir-204-5p","miR-204-5p/211-5p","hsa-mir-204"
"dummy","","","false","mir-204-5p/mir-1237-3p",NA,NA
"mirna","","mir-616-5p","false","mir-616-5p","miR-371b-5p/373-5p/616-5p","hsa-mir-616"
"dummy","","","false","mir-616-5p/mir-940",NA,NA
"mirna","","mir-550a-3p","false","mir-550a-3p","miR-200c-5p/550a-3p","hsa-mir-550a-1,hsa-mir-550b-1"
"dummy","","","false","mir-550a-3p/mir-550a-5p",NA,NA
"mirna","","mir-106a-5p","false","mir-106a-5p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
"dummy","","","false","mir-106a-5p/mir-378a-5p",NA,NA
"dummy","","","false","mir-15a-5p/mir-30a-5p",NA,NA
"mirna","","mir-1304-5p","false","mir-1304-5p","miR-1304-5p","hsa-mir-1304"
"dummy","","","false","mir-1304-5p/mir-130a-3p",NA,NA
"mirna","","mir-940","false","mir-940","miR-940/6808-5p/6893-5p","hsa-mir-3677,hsa-mir-940,hsa-mir-4717"
"dummy","","","false","mir-940/mir-185-5p",NA,NA
"mirna","","mir-200b-3p","false","mir-200b-3p","miR-200bc-3p/429","hsa-mir-200b,hsa-mir-200a,hsa-mir-429"
"dummy","","","false","mir-200b-3p/mir-501-3p",NA,NA
"mirna","","mir-92b-3p","false","mir-92b-3p","miR-25-3p/32-5p/92-3p/363-3p/367-3p","hsa-mir-92b"
"dummy","","","false","mir-92b-3p/mir-30a-5p",NA,NA
"mirna","","mir-582-3p","false","mir-582-3p","miR-582-3p","hsa-mir-582"
"dummy","","","false","mir-582-3p/mir-224-3p",NA,NA
"mirna","","mir-885-5p","false","mir-885-5p","miR-885-5p","hsa-mir-885"
"dummy","","","false","mir-885-5p/mir-182-5p",NA,NA
"mirna","","mir-378a-5p","false","mir-378a-5p","miR-378a-5p","hsa-mir-378a"
"dummy","","","false","mir-378a-5p/mir-671-5p",NA,NA
"dummy","","","false","mir-15a-5p/mir-296-5p",NA,NA
"mirna","","mir-29b-3p","false","mir-29b-3p","miR-29-3p","hsa-mir-29a,hsa-mir-29b-1"
"dummy","","","false","mir-29b-3p/mir-192-5p",NA,NA
"dummy","","","false","mir-20a-5p/mir-500a-5p",NA,NA
"dummy","","","false","mir-96-5p/mir-17-5p",NA,NA
"mirna","","mir-421","false","mir-421","miR-421","hsa-mir-421,hsa-mir-374b,hsa-mir-374c"
"dummy","","","false","mir-421/mir-940",NA,NA
"mirna","","mir-615-3p","false","mir-615-3p","miR-615-3p","hsa-mir-615"
"dummy","","","false","mir-615-3p/mir-20b-5p",NA,NA
"dummy","","","false","mir-17-5p/mir-222-3p",NA,NA
"dummy","","","false","mir-20a-5p/mir-222-3p",NA,NA
"dummy","","","false","mir-338-3p/mir-27a-5p",NA,NA
"mirna","","mir-15b-3p","false","mir-15b-3p","miR-15b-3p","hsa-mir-15b,hsa-mir-16-2"
"dummy","","","false","mir-15b-3p/mir-221-5p",NA,NA
"dummy","","","false","mir-550a-3p/mir-429",NA,NA
"mirna","","mir-377-5p","false","mir-377-5p","miR-377-5p/6086","hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656"
"dummy","","","false","mir-377-5p/mir-29c-3p",NA,NA
"dummy","","","false","mir-20a-5p/mir-9-5p",NA,NA
"mirna","","let-7c-5p","false","let-7c-5p","let-7-5p/98-5p","hsa-mir-99a,hsa-let-7c"
"dummy","","","false","let-7c-5p/mir-1262",NA,NA
"mirna","","mir-149-5p","false","mir-149-5p","miR-149-5p","hsa-mir-149"
"dummy","","","false","mir-149-5p/mir-766-3p",NA,NA
"mirna","","mir-148a-3p","false","mir-148a-3p","miR-148-3p/152-3p","hsa-mir-148a"
"dummy","","","false","mir-148a-3p/mir-424-5p",NA,NA
"mirna","","let-7f-5p","false","let-7f-5p","let-7-5p/98-5p","hsa-let-7a-1,hsa-let-7f-1,hsa-let-7d"
"dummy","","","false","let-7f-5p/mir-17-5p",NA,NA
"mirna","","mir-320b","false","mir-320b","miR-320","hsa-mir-320b-1"
"dummy","","","false","mir-320b/mir-320c",NA,NA
"dummy","","","false","mir-1226-3p/mir-130a-3p",NA,NA
"dummy","","","false","mir-616-5p/mir-194-5p",NA,NA
"dummy","","","false","mir-17-5p/mir-331-3p",NA,NA
"mirna","","mir-98-5p","false","mir-98-5p","let-7-5p/98-5p","hsa-mir-98,hsa-let-7f-2"
"dummy","","","false","mir-98-5p/mir-22-3p",NA,NA
"mirna","","mir-222-3p","false","mir-222-3p","miR-221-3p/222-3p","hsa-mir-221,hsa-mir-222"
"dummy","","","false","mir-222-3p/mir-299-5p",NA,NA
"mirna","","mir-542-3p","false","mir-542-3p","miR-542-3p","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
"dummy","","","false","mir-542-3p/mir-766-3p",NA,NA
"dummy","","","false","mir-29b-3p/mir-92b-3p",NA,NA
"dummy","","","false","mir-17-5p/mir-1271-5p",NA,NA
"mirna","","mir-221-5p","false","mir-221-5p","miR-221-5p/8073","hsa-mir-221,hsa-mir-222"
"mirna","","mir-10b-3p","false","mir-10b-3p","miR-10b-3p","hsa-mir-10b"
"mirna","","mir-22-3p","false","mir-22-3p","miR-22-3p","hsa-mir-22"
"mirna","","mir-224-5p","false","mir-224-5p","miR-224-5p","hsa-mir-224,hsa-mir-452"
"mirna","","mir-1262","false","mir-1262","miR-1262/4701-3p/6736-5p","hsa-mir-1262"
"mirna","","mir-760","false","mir-760","miR-760","hsa-mir-760"
"mirna","","mir-485-5p","false","mir-485-5p","miR-485-5p","hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409"
"mirna","","mir-1296-5p","false","mir-1296-5p","miR-1296-5p","hsa-mir-1296"
"mirna","","mir-1237-3p","false","mir-1237-3p","miR-1237-3p","hsa-mir-1237"
"mirna","","mir-550a-5p","false","mir-550a-5p","miR-550a-3-5p/550a-5p/1271-3p","hsa-mir-550a-1,hsa-mir-550b-1"
"mirna","","mir-30a-5p","false","mir-30a-5p","miR-30-5p","hsa-mir-30a"
"mirna","","mir-501-3p","false","mir-501-3p","miR-501-3p/502-3p","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660,hsa-mir-502"
"mirna","","mir-224-3p","false","mir-224-3p","miR-522-3p","hsa-mir-224,hsa-mir-452"
"mirna","","mir-671-5p","false","mir-671-5p","miR-671-5p","hsa-mir-671"
"mirna","","mir-296-5p","false","mir-296-5p","miR-296-5p","hsa-mir-296,hsa-mir-298"
"mirna","","mir-192-5p","false","mir-192-5p","miR-192-5p/215-5p","hsa-mir-192,hsa-mir-194-2"
"mirna","","mir-500a-5p","false","mir-500a-5p","miR-500a-5p","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660,hsa-mir-502"
"mirna","","mir-20b-5p","false","mir-20b-5p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
"mirna","","mir-27a-5p","false","mir-27a-5p","miR-27a-5p","hsa-mir-24-2,hsa-mir-27a,hsa-mir-23a"
"mirna","","mir-29c-3p","false","mir-29c-3p","miR-29-3p","hsa-mir-29c,hsa-mir-29b-2"
"mirna","","mir-9-5p","false","mir-9-5p","miR-9-5p","hsa-mir-9-1"
"mirna","","mir-331-3p","false","mir-331-3p","miR-331-3p","hsa-mir-331,hsa-mir-3685"
"mirna","","mir-299-5p","false","mir-299-5p","miR-299-5p","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495"
"mirna","","mir-1271-5p","false","mir-1271-5p","miR-96-5p/1271-5p","hsa-mir-1271"
"mrna","false","ATP5MC3","false","ATP5MC3",NA,NA
"mrna","false","CCND1","false","CCND1",NA,NA
"mrna","false","CACNA1A","false","CACNA1A",NA,NA
"mrna","false","CALD1","false","CALD1",NA,NA
"mrna","false","CAV1","false","CAV1",NA,NA
"mrna","false","CCND2","false","CCND2",NA,NA
"mrna","false","CDC6","false","CDC6",NA,NA
"mrna","false","CDK6","false","CDK6",NA,NA
"mrna","false","CLU","false","CLU",NA,NA
"mrna","false","DHCR24","false","DHCR24",NA,NA
"mrna","false","ACSL4","false","ACSL4",NA,NA
"mrna","false","FBN1","false","FBN1",NA,NA
"mrna","false","FGF9","false","FGF9",NA,NA
"mrna","true","HOXA10","false","HOXA10",NA,NA
"mrna","false","IGF1R","false","IGF1R",NA,NA
"mrna","false","KCNMB1","false","KCNMB1",NA,NA
"mrna","false","MICB","false","MICB",NA,NA
"mrna","false","PDE3A","false","PDE3A",NA,NA
"mrna","true","PGR","false","PGR",NA,NA
"mrna","false","SERPINI1","false","SERPINI1",NA,NA
"mrna","false","PTPRD","false","PTPRD",NA,NA
"mrna","false","RPL27A","false","RPL27A",NA,NA
"mrna","false","RPS23","false","RPS23",NA,NA
"mrna","false","SLC1A1","false","SLC1A1",NA,NA
"mrna","true","SOX11","false","SOX11",NA,NA
"mrna","false","TACC1","false","TACC1",NA,NA
"mrna","true","TP53","false","TP53",NA,NA
"mrna","false","TPT1","false","TPT1",NA,NA
"mrna","false","TUB","false","TUB",NA,NA
"mrna","false","SH3PXD2A","false","SH3PXD2A",NA,NA
"mrna","false","EFR3A","false","EFR3A",NA,NA
"mrna","false","ADGRL2","false","ADGRL2",NA,NA
"mrna","false","SYNM","false","SYNM",NA,NA
"mrna","false","CBX6","false","CBX6",NA,NA
"mrna","false","BAMBI","false","BAMBI",NA,NA
"mrna","false","MOXD1","false","MOXD1",NA,NA
"mrna","false","IPCEF1","false","IPCEF1",NA,NA
"mrna","false","PABPC1","false","PABPC1",NA,NA
"mrna","false","SLC40A1","false","SLC40A1",NA,NA
"mrna","false","SCARA3","false","SCARA3",NA,NA
"mrna","false","SOBP","false","SOBP",NA,NA
"mrna","false","FIGN","false","FIGN",NA,NA
"mrna","false","CHDH","false","CHDH",NA,NA
"mrna","false","EIF5A2","false","EIF5A2",NA,NA
"mrna","true","SALL4","false","SALL4",NA,NA
"mrna","false","AHNAK","false","AHNAK",NA,NA
"mrna","false","RTL10","false","RTL10",NA,NA
"mrna","true","ZFHX4","false","ZFHX4",NA,NA
"mrna","false","GREB1L","false","GREB1L",NA,NA
"mrna","false","MAL2","false","MAL2",NA,NA
"mrna","false","TMEM132B","false","TMEM132B",NA,NA
"mrna","false","NACC2","false","NACC2",NA,NA
"mrna","false","DIPK1B","false","DIPK1B",NA,NA
"mrna","false","LRATD1","false","LRATD1",NA,NA
"mrna","false","LONRF2","false","LONRF2",NA,NA
"mrna","false","XKR7","false","XKR7",NA,NA
"mrna","false","MAST4","false","MAST4",NA,NA
