"coloring","info","is_mrna_tf","name","selected","shared.name","miRfamily","mirnaCluster"
"dummy","dummy","","","false","mir-501-3p/mir-20a-5p",NA,NA
"dummy","dummy","","","false","mir-501-3p/mir-106a-5p",NA,NA
"dummy","dummy","","","false","mir-500a-5p/mir-95-3p",NA,NA
"mirna","mirna","","mir-206","false","mir-206","miR-1-3p/206","hsa-mir-206,hsa-mir-133b"
"dummy","dummy","","","false","mir-206/mir-95-3p",NA,NA
"mirna","mirna","","mir-20a-5p","false","mir-20a-5p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"dummy","dummy","","","false","mir-20a-5p/mir-7-5p",NA,NA
"mirna","mirna","","mir-17-5p","false","mir-17-5p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"dummy","dummy","","","false","mir-17-5p/mir-7-5p",NA,NA
"mirna","mirna","","mir-3065-5p","false","mir-3065-5p","miR-3065-5p","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250"
"dummy","dummy","","","false","mir-3065-5p/mir-34a-3p",NA,NA
"mirna","mirna","","mir-410-3p","false","mir-410-3p","miR-410-3p","hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656"
"dummy","dummy","","","false","mir-410-3p/mir-1-3p",NA,NA
"mirna","mirna","","mir-1-3p","false","mir-1-3p","miR-1-3p/206","hsa-mir-133a-1,hsa-mir-1-2"
"dummy","dummy","","","false","mir-1-3p/mir-329-3p",NA,NA
"mirna","mirna","","mir-452-5p","false","mir-452-5p","miR-452-5p/892-3p","hsa-mir-224,hsa-mir-452"
"dummy","dummy","","","false","mir-452-5p/mir-708-5p",NA,NA
"mirna","mirna","","mir-195-5p","false","mir-195-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-195,hsa-mir-497"
"dummy","dummy","","","false","mir-195-5p/mir-497-5p",NA,NA
"dummy","dummy","","","false","mir-20a-5p/mir-19b-1-5p",NA,NA
"dummy","dummy","","","false","mir-20a-5p/mir-17-5p",NA,NA
"mirna","mirna","","mir-769-3p","false","mir-769-3p","miR-450b-3p/769-3p","hsa-mir-769"
"dummy","dummy","","","false","mir-769-3p/mir-339-5p",NA,NA
"dummy","dummy","","","false","mir-1-3p/mir-411-5p",NA,NA
"mirna","mirna","","mir-29b-1-5p","false","mir-29b-1-5p","miR-29b-1-5p","hsa-mir-29a,hsa-mir-29b-1"
"dummy","dummy","","","false","mir-29b-1-5p/mir-3130-5p",NA,NA
"mirna","mirna","","mir-152-3p","false","mir-152-3p","miR-148-3p/152-3p","hsa-mir-152"
"dummy","dummy","","","false","mir-152-3p/mir-1226-3p",NA,NA
"dummy","dummy","","","false","mir-206/mir-1-3p",NA,NA
"mirna","mirna","","mir-676-3p","false","mir-676-3p","miR-676-3p","hsa-mir-676"
"dummy","dummy","","","false","mir-676-3p/mir-34b-3p",NA,NA
"mirna","mirna","","mir-29a-5p","false","mir-29a-5p","miR-29a-5p","hsa-mir-29a,hsa-mir-29b-1"
"dummy","dummy","","","false","mir-29a-5p/mir-29a-3p",NA,NA
"dummy","dummy","","","false","mir-335-3p/mir-3187-3p",NA,NA
"dummy","dummy","","","false","mir-410-3p/mir-382-5p",NA,NA
"mirna","mirna","","mir-421","false","mir-421","miR-421","hsa-mir-421,hsa-mir-374b,hsa-mir-374c"
"dummy","dummy","","","false","mir-421/mir-219a-1-3p",NA,NA
"mirna","mirna","","mir-654-3p","false","mir-654-3p","miR-654-3p","hsa-mir-543,hsa-mir-495,hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655"
"dummy","dummy","","","false","mir-654-3p/mir-424-5p",NA,NA
"mirna","mirna","","mir-378a-5p","false","mir-378a-5p","miR-378a-5p","hsa-mir-378a"
"dummy","dummy","","","false","mir-378a-5p/mir-96-5p",NA,NA
"dummy","dummy","","","false","mir-17-5p/mir-424-5p",NA,NA
"mirna","mirna","","mir-20b-5p","false","mir-20b-5p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
"dummy","dummy","","","false","mir-20b-5p/mir-877-3p",NA,NA
"mirna","mirna","","mir-363-3p","false","mir-363-3p","miR-25-3p/32-5p/92-3p/363-3p/367-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
"dummy","dummy","","","false","mir-363-3p/mir-877-3p",NA,NA
"dummy","dummy","","","false","mir-17-5p/mir-491-3p",NA,NA
"mirna","mirna","","mir-494-3p","false","mir-494-3p","miR-494-3p","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495"
"dummy","dummy","","","false","mir-494-3p/mir-381-3p",NA,NA
"dummy","dummy","","","false","mir-17-5p/mir-708-5p",NA,NA
"mirna","mirna","","mir-149-3p","false","mir-149-3p","miR-149-3p/4728-5p/6785-5p/6883-5p","hsa-mir-149"
"dummy","dummy","","","false","mir-149-3p/mir-30c-2-3p",NA,NA
"mirna","mirna","","mir-1226-3p","false","mir-1226-3p","miR-1226-3p","hsa-mir-1226"
"dummy","dummy","","","false","mir-1226-3p/mir-18a-3p",NA,NA
"dummy","dummy","","","false","mir-195-5p/let-7b-5p",NA,NA
"mirna","mirna","","mir-106a-5p","false","mir-106a-5p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
"dummy","dummy","","","false","mir-106a-5p/mir-326",NA,NA
"mirna","mirna","","mir-149-5p","false","mir-149-5p","miR-149-5p","hsa-mir-149"
"dummy","dummy","","","false","mir-149-5p/mir-1276",NA,NA
"mirna","mirna","","mir-1276","false","mir-1276","miR-1276","hsa-mir-1276"
"dummy","dummy","","","false","mir-1276/mir-378a-3p",NA,NA
"mirna","mirna","","let-7b-5p","false","let-7b-5p","let-7-5p/98-5p","hsa-let-7a-3,hsa-mir-4763,hsa-let-7b"
"dummy","dummy","","","false","let-7b-5p/mir-98-5p",NA,NA
"mirna","mirna","","mir-98-5p","false","mir-98-5p","let-7-5p/98-5p","hsa-mir-98,hsa-let-7f-2"
"dummy","dummy","","","false","mir-98-5p/let-7d-5p",NA,NA
"mirna","mirna","","mir-1224-5p","false","mir-1224-5p","miR-1224-5p","hsa-mir-1224"
"dummy","dummy","","","false","mir-1224-5p/mir-188-3p",NA,NA
"dummy","dummy","","","false","mir-141-3p/mir-1224-5p",NA,NA
"dummy","dummy","","","false","mir-149-3p/mir-188-3p",NA,NA
"dummy","dummy","","","false","mir-424-5p/mir-188-3p",NA,NA
"dummy","dummy","","","false","mir-424-5p/mir-149-5p",NA,NA
"mirna","mirna","","mir-3662","false","mir-3662","miR-3662","hsa-mir-3662"
"dummy","dummy","","","false","mir-3662/mir-17-5p",NA,NA
"mirna","mirna","","mir-130b-5p","false","mir-130b-5p","miR-130b-5p","hsa-mir-301b,hsa-mir-130b"
"dummy","dummy","","","false","mir-130b-5p/mir-34c-3p",NA,NA
"dummy","dummy","","","false","mir-378a-5p/mir-106a-5p",NA,NA
"dummy","dummy","","","false","let-7c-5p/let-7b-5p",NA,NA
"mirna","mirna","","mir-130b-3p","false","mir-130b-3p","miR-130-3p/301-3p/454-3p","hsa-mir-301b,hsa-mir-130b"
"dummy","dummy","","","false","mir-130b-3p/mir-20a-5p",NA,NA
"mirna","mirna","","mir-301b-3p","false","mir-301b-3p","miR-130-3p/301-3p/454-3p","hsa-mir-301b,hsa-mir-130b"
"dummy","dummy","","","false","mir-301b-3p/mir-20a-5p",NA,NA
"dummy","dummy","","","false","mir-17-5p/mir-130b-3p",NA,NA
"dummy","dummy","","","false","mir-532-3p/mir-204-5p",NA,NA
"dummy","dummy","","","false","mir-494-3p/mir-514a-3p",NA,NA
"mirna","mirna","","mir-188-3p","false","mir-188-3p","miR-188-3p","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660"
"dummy","dummy","","","false","mir-188-3p/mir-377-5p",NA,NA
"dummy","dummy","","","false","mir-17-5p/mir-935",NA,NA
"mirna","mirna","","mir-133a-3p","false","mir-133a-3p",NA,"hsa-mir-133a-1,hsa-mir-1-2"
"dummy","dummy","","","false","mir-133a-3p/mir-133b",NA,NA
"dummy","dummy","","","false","let-7b-5p/mir-210-3p",NA,NA
"mirna","mirna","","mir-210-3p","false","mir-210-3p","miR-210-3p","hsa-mir-210"
"dummy","dummy","","","false","mir-210-3p/mir-744-5p",NA,NA
"dummy","dummy","","","false","mir-502-5p/mir-532-5p",NA,NA
"dummy","dummy","","","false","mir-424-5p/mir-502-5p",NA,NA
"dummy","dummy","","","false","mir-92b-3p/mir-769-3p",NA,NA
"dummy","dummy","","","false","mir-424-5p/mir-548f-3p",NA,NA
"mirna","mirna","","mir-200a-3p","false","mir-200a-3p","miR-141-3p/200a-3p","hsa-mir-200b,hsa-mir-200a,hsa-mir-429"
"dummy","dummy","","","false","mir-200a-3p/mir-92b-3p",NA,NA
"dummy","dummy","","","false","mir-363-3p/mir-301b-3p",NA,NA
"mirna","mirna","","mir-20b-3p","false","mir-20b-3p","miR-20b-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
"dummy","dummy","","","false","mir-20b-3p/mir-301b-3p",NA,NA
"dummy","dummy","","","false","mir-17-5p/mir-301b-3p",NA,NA
"mirna","mirna","","mir-199b-5p","false","mir-199b-5p","miR-199-5p","hsa-mir-199b,hsa-mir-3154"
"dummy","dummy","","","false","mir-199b-5p/mir-199b-3p",NA,NA
"dummy","dummy","","","false","mir-199b-5p/mir-199a-5p",NA,NA
"dummy","dummy","","","false","mir-199b-5p/mir-199a-3p",NA,NA
"dummy","dummy","","","false","mir-106a-5p/mir-301b-3p",NA,NA
"dummy","dummy","","","false","mir-106a-5p/mir-130b-3p",NA,NA
"dummy","dummy","","","false","mir-92b-3p/mir-625-3p",NA,NA
"dummy","dummy","","","false","mir-424-5p/mir-503-5p",NA,NA
"mirna","mirna","","mir-708-3p","false","mir-708-3p","miR-708-3p","hsa-mir-708"
"dummy","dummy","","","false","mir-708-3p/mir-424-5p",NA,NA
"dummy","dummy","","","false","mir-130a-3p/mir-301b-3p",NA,NA
"mirna","mirna","","mir-99b-3p","false","mir-99b-3p","miR-99-3p","hsa-mir-99b,hsa-let-7e,hsa-mir-125a"
"dummy","dummy","","","false","mir-99b-3p/mir-429",NA,NA
"mirna","mirna","","mir-7-5p","false","mir-7-5p","miR-7-5p","hsa-mir-7-1"
"dummy","dummy","","","false","mir-7-5p/mir-548b-3p",NA,NA
"mirna","mirna","","mir-491-5p","false","mir-491-5p","miR-491-5p","hsa-mir-491"
"dummy","dummy","","","false","mir-491-5p/mir-744-5p",NA,NA
"mirna","mirna","","mir-744-5p","false","mir-744-5p","miR-744-5p","hsa-mir-744"
"dummy","dummy","","","false","mir-744-5p/mir-1269a",NA,NA
"mirna","mirna","","mir-501-5p","false","mir-501-5p","miR-501-5p","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660,hsa-mir-502"
"dummy","dummy","","","false","mir-501-5p/mir-378a-5p",NA,NA
"dummy","dummy","","","false","mir-29a-5p/mir-491-5p",NA,NA
"dummy","dummy","","","false","mir-20b-5p/mir-138-5p",NA,NA
"mirna","mirna","","mir-146a-5p","false","mir-146a-5p","miR-146-5p","hsa-mir-146a"
"dummy","dummy","","","false","mir-146a-5p/mir-135b-5p",NA,NA
"mirna","mirna","","mir-218-5p","false","mir-218-5p","miR-218-5p","hsa-mir-218-1"
"dummy","dummy","","","false","mir-218-5p/mir-1228-3p",NA,NA
"mirna","mirna","","mir-497-5p","false","mir-497-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-195,hsa-mir-497"
"dummy","dummy","","","false","mir-497-5p/mir-491-5p",NA,NA
"mirna","mirna","","mir-139-5p","false","mir-139-5p","miR-139-5p","hsa-mir-139"
"dummy","dummy","","","false","mir-139-5p/mir-410-3p",NA,NA
"dummy","dummy","","","false","mir-149-3p/mir-541-3p",NA,NA
"dummy","dummy","","","false","mir-7-5p/mir-642a-5p",NA,NA
"mirna","mirna","","mir-376c-3p","false","mir-376c-3p","miR-376c-3p","hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495,hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655"
"dummy","dummy","","","false","mir-376c-3p/mir-17-5p",NA,NA
"mirna","mirna","","mir-135b-5p","false","mir-135b-5p","miR-135-5p","hsa-mir-135b"
"dummy","dummy","","","false","mir-135b-5p/mir-30a-3p",NA,NA
"mirna","mirna","","mir-219a-1-3p","false","mir-219a-1-3p","miR-219a-1-3p",NA
"dummy","dummy","","","false","mir-219a-1-3p/mir-20a-5p",NA,NA
"mirna","mirna","","mir-503-5p","false","mir-503-5p","miR-503-5p","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
"dummy","dummy","","","false","mir-503-5p/mir-378a-3p",NA,NA
"mirna","mirna","","mir-200b-3p","false","mir-200b-3p","miR-200bc-3p/429","hsa-mir-200b,hsa-mir-200a,hsa-mir-429"
"dummy","dummy","","","false","mir-200b-3p/mir-106a-5p",NA,NA
"mirna","mirna","","mir-766-3p","false","mir-766-3p","miR-766-3p","hsa-mir-766"
"dummy","dummy","","","false","mir-766-3p/mir-149-3p",NA,NA
"mirna","mirna","","mir-204-5p","false","mir-204-5p","miR-204-5p/211-5p","hsa-mir-204"
"dummy","dummy","","","false","mir-204-5p/let-7b-5p",NA,NA
"mirna","mirna","","mir-185-3p","false","mir-185-3p","miR-185-3p","hsa-mir-185"
"dummy","dummy","","","false","mir-185-3p/mir-542-3p",NA,NA
"mirna","mirna","","mir-199a-5p","false","mir-199a-5p","miR-199-5p","hsa-mir-199a-1"
"dummy","dummy","","","false","mir-199a-5p/mir-501-5p",NA,NA
"mirna","mirna","","mir-221-3p","false","mir-221-3p","miR-221-3p/222-3p","hsa-mir-221,hsa-mir-222"
"dummy","dummy","","","false","mir-221-3p/mir-21-5p",NA,NA
"dummy","dummy","","","false","mir-221-3p/mir-30a-3p",NA,NA
"dummy","dummy","","","false","mir-141-3p/mir-425-5p",NA,NA
"mirna","mirna","","mir-33a-5p","false","mir-33a-5p","miR-33-5p","hsa-mir-33a"
"dummy","dummy","","","false","mir-33a-5p/mir-106a-5p",NA,NA
"mirna","mirna","","mir-27a-5p","false","mir-27a-5p","miR-27a-5p","hsa-mir-24-2,hsa-mir-27a,hsa-mir-23a"
"dummy","dummy","","","false","mir-27a-5p/mir-183-5p",NA,NA
"dummy","dummy","","","false","mir-152-3p/mir-877-3p",NA,NA
"dummy","dummy","","","false","mir-501-5p/mir-500a-5p",NA,NA
"mirna","mirna","","mir-96-5p","false","mir-96-5p","miR-96-5p/1271-5p","hsa-mir-182,hsa-mir-96,hsa-mir-183"
"dummy","dummy","","","false","mir-96-5p/mir-501-5p",NA,NA
"mirna","mirna","","mir-532-5p","false","mir-532-5p","miR-532-5p","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b"
"dummy","dummy","","","false","mir-532-5p/mir-96-5p",NA,NA
"mirna","mirna","","mir-133b","false","mir-133b","miR-133a-3p.2/133b","hsa-mir-206,hsa-mir-133b"
"dummy","dummy","","","false","mir-133b/mir-149-5p",NA,NA
"mirna","mirna","","mir-378a-3p","false","mir-378a-3p","miR-378-3p","hsa-mir-378a"
"dummy","dummy","","","false","mir-378a-3p/mir-155-5p",NA,NA
"mirna","mirna","","mir-192-5p","false","mir-192-5p","miR-192-5p/215-5p","hsa-mir-192,hsa-mir-194-2"
"dummy","dummy","","","false","mir-192-5p/mir-218-5p",NA,NA
"mirna","mirna","","mir-182-5p","false","mir-182-5p","miR-182-5p","hsa-mir-182,hsa-mir-96,hsa-mir-183"
"dummy","dummy","","","false","mir-182-5p/mir-335-3p",NA,NA
"dummy","dummy","","","false","mir-92b-3p/mir-33a-5p",NA,NA
"dummy","dummy","","","false","mir-96-5p/mir-432-5p",NA,NA
"mirna","mirna","","mir-877-3p","false","mir-877-3p","miR-877-3p","hsa-mir-877"
"dummy","dummy","","","false","mir-877-3p/mir-96-5p",NA,NA
"mirna","mirna","","mir-18b-5p","false","mir-18b-5p","miR-18-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
"dummy","dummy","","","false","mir-18b-5p/mir-18a-5p",NA,NA
"dummy","dummy","","","false","mir-877-3p/mir-182-5p",NA,NA
"dummy","dummy","","","false","mir-877-3p/mir-183-5p",NA,NA
"dummy","dummy","","","false","mir-877-3p/mir-1-3p",NA,NA
"mirna","mirna","","mir-362-3p","false","mir-362-3p","miR-329-3p/362-3p","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660,hsa-mir-502"
"dummy","dummy","","","false","mir-362-3p/mir-362-5p",NA,NA
"dummy","dummy","","","false","mir-362-3p/mir-500b-5p",NA,NA
"dummy","dummy","","","false","mir-501-5p/mir-362-3p",NA,NA
"mirna","mirna","","mir-362-5p","false","mir-362-5p","miR-362-5p/500b-5p","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660,hsa-mir-502"
"dummy","dummy","","","false","mir-362-5p/mir-500b-5p",NA,NA
"mirna","mirna","","mir-500b-5p","false","mir-500b-5p","miR-500a-5p","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660,hsa-mir-502"
"dummy","dummy","","","false","mir-500b-5p/mir-501-5p",NA,NA
"mirna","mirna","","mir-21-5p","false","mir-21-5p","miR-21-5p/590-5p","hsa-mir-21"
"dummy","dummy","","","false","mir-21-5p/mir-744-5p",NA,NA
"dummy","dummy","","","false","mir-501-5p/mir-182-5p",NA,NA
"dummy","dummy","","","false","mir-532-3p/mir-188-3p",NA,NA
"dummy","dummy","","","false","mir-676-3p/mir-502-5p",NA,NA
"mirna","mirna","","mir-376b-3p","false","mir-376b-3p","miR-376-3p","hsa-mir-543,hsa-mir-495,hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655"
"dummy","dummy","","","false","mir-376b-3p/mir-188-3p",NA,NA
"dummy","dummy","","","false","mir-502-5p/mir-376a-3p",NA,NA
"dummy","dummy","","","false","mir-410-3p/mir-188-3p",NA,NA
"mirna","mirna","","mir-376a-3p","false","mir-376a-3p","miR-376-3p","hsa-mir-543,hsa-mir-495,hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655"
"dummy","dummy","","","false","mir-376a-3p/mir-188-3p",NA,NA
"mirna","mirna","","mir-130a-5p","false","mir-130a-5p","miR-23-3p","hsa-mir-130a"
"dummy","dummy","","","false","mir-130a-5p/mir-9-5p",NA,NA
"mirna","mirna","","mir-495-3p","false","mir-495-3p","miR-495-3p","hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495,hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1"
"dummy","dummy","","","false","mir-495-3p/mir-134-5p",NA,NA
"mirna","mirna","","mir-191-3p","false","mir-191-3p","miR-191-3p","hsa-mir-425,hsa-mir-191"
"dummy","dummy","","","false","mir-191-3p/mir-192-5p",NA,NA
"dummy","dummy","","","false","mir-485-3p/mir-532-5p",NA,NA
"dummy","dummy","","","false","mir-329-3p/mir-532-5p",NA,NA
"dummy","dummy","","","false","mir-485-3p/mir-542-3p",NA,NA
"mirna","mirna","","mir-542-3p","false","mir-542-3p","miR-542-3p","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
"dummy","dummy","","","false","mir-542-3p/mir-494-3p",NA,NA
"dummy","dummy","","","false","mir-363-3p/mir-1228-3p",NA,NA
"dummy","dummy","","","false","mir-17-5p/mir-19b-1-5p",NA,NA
"mirna","mirna","","mir-1306-3p","false","mir-1306-3p","miR-1306-3p","hsa-mir-3618,hsa-mir-1306"
"dummy","dummy","","","false","mir-1306-3p/let-7c-5p",NA,NA
"mirna","mirna","","mir-30a-5p","false","mir-30a-5p","miR-30-5p","hsa-mir-30a"
"dummy","dummy","","","false","mir-30a-5p/mir-17-5p",NA,NA
"mirna","mirna","","mir-493-3p","false","mir-493-3p","miR-493-3p","hsa-mir-493,hsa-mir-337,hsa-mir-665"
"dummy","dummy","","","false","mir-493-3p/mir-432-5p",NA,NA
"dummy","dummy","","","false","mir-98-5p/mir-92b-3p",NA,NA
"dummy","dummy","","","false","mir-760/mir-194-3p",NA,NA
"mirna","mirna","","mir-183-5p","false","mir-183-5p",NA,"hsa-mir-182,hsa-mir-96,hsa-mir-183"
"dummy","dummy","","","false","mir-183-5p/mir-182-5p",NA,NA
"dummy","dummy","","","false","mir-96-5p/mir-182-5p",NA,NA
"mirna","mirna","","mir-199b-3p","false","mir-199b-3p","miR-199-3p","hsa-mir-199b,hsa-mir-3154"
"dummy","dummy","","","false","mir-199b-3p/mir-17-5p",NA,NA
"dummy","dummy","","","false","mir-20a-5p/mir-199a-3p",NA,NA
"mirna","mirna","","mir-199a-3p","false","mir-199a-3p","miR-199-3p","hsa-mir-199a-1"
"dummy","dummy","","","false","mir-199a-3p/mir-17-5p",NA,NA
"dummy","dummy","","","false","mir-20a-5p/mir-199b-3p",NA,NA
"mirna","mirna","","mir-584-5p","false","mir-584-5p","miR-584-5p","hsa-mir-584"
"dummy","dummy","","","false","mir-584-5p/mir-542-3p",NA,NA
"dummy","dummy","","","false","mir-660-5p/let-7c-5p",NA,NA
