"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50","_c51","_c52","_c53","_c54","_c55","_c56","_c57","_c58","_c59","_c60","_c61","_c62","_c63","_c64","_c65","_c66","_c67","_c68","_c69","_c70","_c71","_c72","_c73","_c74","_c75","_c76","_c77","_c78","_c79","_c80","_c81","_c82","_c83","_c84","_c85","_c86","_c87","_c88","_c89","_c90","_c91","_c92"
54443,"ANLN","hsa-mir-204-5p","hsa-mir-424-5p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/27748572'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29435409'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25175916'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/30876939'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31360102'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/34314617'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/28284560'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29274368'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30103211'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31392101'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.000363,1.133253345,2.33e-15,-1.724426457,1.46e-06,0.37554876,"hsa-mir-424-5p","hsa-mir-204-5p",54443,15.6475113348497,12.9774460677752,14.8656883441377,15.5189208305817,17.758350840517,"15.6845669659287","14.254816730464","15.8438838053973","17.0158196022621","15.1837726353211","14.4127638824048","18.2174962745003","13.8512663799565","12.0391591563366","16.05228604662","16.7390153410095","14.9343441433559","13.871259857324","12.10131201866","11.083362242021","16.3575867039047","14.6798234599397","16.5605035851783","17.1457731195408","15.477841330574","15.5398868920338","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54796,"BNC2","hsa-mir-19a-3p","hsa-mir-17-5p",0.008,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30021351'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/20209605'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/22583011'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/30281815'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/26821013'>PubMedLink</a>","tarbase","tarbase",0.852501749,0.032127244,0.004778207,0.503502931,0.70530726,-0.0335701,"hsa-mir-17-5p","hsa-mir-19a-3p",54796,7.56539456063595,13.5886179115936,11.6280573082432,11.0799100807324,9.89225809053282,"12.0269378364646","10.0470463554894","11.7889291943832","9.39159436995514","12.2850627439161","11.2946928834599","10.1754521654466","16.7127523798072","15.4210350407345","11.9065728007073","10.4811244700234","9.92878935478863","10.1471576917456","9.24790875206681","10.5003352646089","10.0931636817863","8.92429494929223","12.122480249312","10.7240093944339","9.34736418108002","8.7563712293625","8.23525090390981","15.7080608316568","7.83344728114764","10.8669465292713","9.60137321512055","11.6702758430132","11.5566078727014","9.99931219898131","9.17040458044671","9.56605742031442","11.5927100683475","8.98542467643484","10.6643402741282","6.82469951558124","6.4941227002262","10.9742523078606","9.10610674340868","11.3061678904378","12.1520609736405","9.29432426507607","10.3655872934145","8.84798239909697","10.798251564055","10.6288468905503","11.0451194871033","11.1075691485778","11.6085713778789","10.9585468483771","10.5099128051732","8.35119040057316","8.51111483858713","10.0891644513361","9.54940827192008","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54989,"ZNF770","hsa-mir-182-5p","hsa-mir-940",0.0045,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/29669588'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31021172'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25940592'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/27807540'>PubMedLink</a>",NA,"tarbase","mirtarbase",9.31e-18,3.672049043,2.2e-07,1.094532621,0.40928957,-0.0581525,"hsa-mir-940","hsa-mir-182-5p",54989,17.8436456972946,18.3942821985134,18.0616184804109,17.2370583237408,17.3410132149233,"15.7662588879391","14.5055206416748","17.1345579255653","17.5855261786446","16.0569318104234","16.9432904397562","16.0000760267596","17.5327422827671","16.9682624045247","17.7795635221866","13.360228053939","15.4811525648283","15.9473359791139","17.4554172802795","16.9506463195473","17.9366522489161","17.7688290370642","16.6903926951372","17.0479141086896","13.1397448020964","13.9147836350731","17.9934638338785","15.8733248311041","17.458885183948","17.3977576410615","14.5797882265333","17.6529718648205","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55215,"FANCI","hsa-mir-22-5p","hsa-mir-505-3p",0.0075,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28284560'>PubMedLink</a>","tarbase","mirtarbase",0.007181203,-0.43871847,2.47e-05,-0.692690771,0.01073796,0.1929935,"hsa-mir-505-3p","hsa-mir-22-5p",55215,16.747011113965,15.395985572153,16.0807091793736,16.3982912651042,16.1297263863878,"17.1474640554067","16.5773554796804","17.7338815473732","16.5450252858375","13.7043347197941","15.9228925555417","15.3525056077002","13.6857294421865","16.4706943941808","14.7821392007064","14.0768333009059","15.7376098938034","16.4744554189286","12.7204262749266","15.8865300598416","13.8323145320746","16.87293838232","17.0462856206526","15.3285067390208","16.0202059786043","14.5098798316888","16.8944907488702","15.0638223135274","15.9744024640511","16.1771468618179","15.4905375840303","15.9876674143466","16.5727366326812","15.0924884226224","14.8145021398214","15.9677020796841","15.0783909953004","16.4958485436806","14.0448638862482","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55350,"VNN3","hsa-mir-514a-3p","hsa-mir-135a-5p",0.006,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27302923'>PubMedLink</a>",NA,"mirtarbase","mirtarbase",0.000969,1.427023762,2.13e-12,3.595838122,0.00218659,-0.2155567,"hsa-mir-135a-5p","hsa-mir-514a-3p",55350,16.9438185482897,17.5623276096369,15.0175343243551,17.0786553706997,19.3758804290812,"16.4835038394303","17.637503951944","10.4600117759565","17.5550853685063","16.4442701655828","18.283938949824","18.9736963502006","13.5196343375119","14.1996187312805","15.45111247179","13.7210965031381","16.9541218304577","14.9759774026359","16.84568030073","15.8716719169546","16.3503817212792","18.0272933219664","15.9331327936301","15.5943508871208","12.8858607844933","17.3423474613843","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55553,"SOX6","hsa-mir-19a-3p","hsa-mir-548b-3p",0.0025,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30021351'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/30671469'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/23731550'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28892647'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.852501749,0.032127244,0.013257122,0.558736317,0.0068384,-0.2082853,"hsa-mir-548b-3p","hsa-mir-19a-3p",55553,13.7889576611243,11.8007568779543,15.799893085182,14.6098425505065,14.9816013685642,"15.1731771881804","15.9785079489208","7.41580322620379","14.808634833397","14.5983608320253","10.1816833557328","14.7634024530515","14.0339838479953","11.5425182514174","13.2059802663423","15.2638266381216","11.8429316711718","15.6469763650275","14.8308915722622","13.3292485152756","14.124002410663","10.6887696920803","12.9654461900961","6.67533175866725","12.2683481349098","14.2373799914102","14.6570434302518","14.174431832901","13.0118100116726","10.1647784261883","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55553,"SOX6","hsa-mir-19b-3p","hsa-mir-548b-3p",0.005,TRUE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30671469'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/23731550'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28892647'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.739734879,-0.049846715,0.013257122,0.558736317,0.0068384,-0.2082853,"hsa-mir-548b-3p","hsa-mir-19b-3p",55553,13.8409837736638,13.7889576611243,11.8007568779543,15.799893085182,14.6098425505065,"14.9816013685642","15.1731771881804","7.41580322620379","14.808634833397","14.5983608320253","10.1816833557328","14.7634024530515","14.0339838479953","11.5425182514174","13.2059802663423","15.2638266381216","15.6469763650275","14.8308915722622","13.3292485152756","14.124002410663","12.9654461900961","6.67533175866725","12.2683481349098","14.2373799914102","14.6570434302518","13.0118100116726","10.1647784261883","15.1446470704728","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57118,"CAMK1D","hsa-mir-200a-5p","hsa-mir-130b-5p",0.003,FALSE,NA,NA,NA,"tarbase","tarbase",0.150839273,0.5649838,0.000775,0.745031251,0.9475048,-0.0046476,"hsa-mir-130b-5p","hsa-mir-200a-5p",57118,18.605790644212,17.8460604296227,15.5330146563064,17.2102950047024,18.234246386778,"15.6650418416111","17.6923383211684","17.2926004147168","16.7078374484906","17.2679726819778","16.849809863902","17.8783457689622","16.8285658702998","15.9890009646109","12.5412358976708","18.1999343632608","17.1168317340899","17.8352829630202","17.8028876383891","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57553,"MICAL3","hsa-mir-19a-3p","hsa-mir-338-3p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30021351'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/21671467'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/22942717'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/25531114'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/25755720'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/27694002'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29069716'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29069716'>PubMedLink</a>",NA,"tarbase","tarbase",0.852501749,0.032127244,0.00031,0.925158371,0.97910295,-0.001953,"hsa-mir-338-3p","hsa-mir-19a-3p",57553,14.3495890688078,14.0721485638677,15.0786000234384,14.7680661122784,13.5417038298676,"14.6430012965083","13.4372168155757","15.3177425077547","13.9621237408719","15.5120774450328","14.2968674213517","15.7572868999123","15.6858334098398","15.6743139410314","15.3450630291632","15.7960362792346","15.7243286575523","16.5631013489843","15.4045989780901","15.2780139277552","15.1191128151345","16.9200356621564","14.4137518932918","16.3374756119411","16.0779294700497","15.4008796166257","16.0727797000349","15.3650663269956","13.2322926415822","12.3907521016531","13.1707792931347","14.1186568167299","12.4946129350938","15.403713846022","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57834,"CYP4F11","hsa-mir-342-3p","hsa-mir-223-5p",0.001,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/28537676'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29615839'>PubMedLink</a>",NA,NA,"mirtarbase","mirtarbase",0.223682553,-0.198045618,0.000151,-0.838458675,0.52714238,-0.0408228,"hsa-mir-223-5p","hsa-mir-342-3p",57834,20.4291103672074,20.2417032338465,19.7684569152376,17.7698825140473,18.7960400921919,"17.6047765521135","19.0568022876372","18.8421498745282","20.7683360689981","17.5992205743038","18.0533692060621","19.3374608238431","21.2427925867692","20.038816997947","20.680660415669","19.7130562824454","18.9106142212282","18.2291157891218","20.4723783534856","21.0824047887377","20.1729600499928","20.9449086489516","19.3854127934988","19.4821218044264","19.7800291014047","18.1079174221928","19.909521622009","19.4790568255025","21.0678782847212","20.8128915026293","21.1954502293755","19.3804334389317","17.2726605306198","20.1457454474292","20.1999055679242","19.6994269957399","20.4025099729585","19.7718771547489","19.8239658424025","21.4422152880648","20.3040257837104","20.8229724764401","21.12342718589","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
64393,"ZMAT3","hsa-mir-27a-5p","hsa-mir-130b-3p",0.002,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.041857527,-0.563058674,9.09e-08,1.207825819,0.94291193,-0.0050466,"hsa-mir-130b-3p","hsa-mir-27a-5p",64393,16.9387725248564,18.7972400374696,16.2309308753271,17.1212143932191,17.3741939186793,"16.5362347482626","16.6658596376776","16.1133116169481","17.5704667799486","15.659677862108","16.7700387187445","18.0906922831293","15.5992109782969","17.0782102019065","16.2161417312396","17.9744865319177","17.7170858654928","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
64393,"ZMAT3","hsa-mir-369-3p","hsa-mir-130b-3p",0.0065,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase",0.167398407,-0.315965499,9.09e-08,1.207825819,0.94291193,-0.0050466,"hsa-mir-130b-3p","hsa-mir-369-3p",64393,16.1840636381291,18.7972400374696,16.0833441833152,18.0864729019807,17.3478192321061,"16.3254721337206","15.5981492487444","17.1212143932191","17.5672740559739","15.6690170292945","17.0576363364607","16.8333009008099","18.5064399125717","15.659677862108","15.3793823436666","15.797974022912","18.0906922831293","16.1656851709188","17.5410495095889","17.2181653824054","16.9419260728558","16.3924494834714","16.2161417312396","15.1263339655454","16.7483282572937","16.7090043655708","16.5024895569878","15.7404732466009","16.5164082333987","17.7170858654928","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65059,"RAPH1","hsa-mir-155-5p","hsa-mir-136-3p",0.002,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/28132399'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/18653827'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21963149'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28551662'>PubMedLink</a>","mirtarbase","tarbase",0.066144774,0.392181094,0.000414,-0.834968157,0.20525076,-0.0966794,"hsa-mir-136-3p","hsa-mir-155-5p",65059,14.9031499379218,15.5258764942489,12.3894939704325,14.7727026474629,12.944868177178,"16.1273660926873","14.9919436514755","15.7873480750955","13.9808648547439","14.4196056723385","11.9764023556802","14.8749211059223","14.8914538613953","10.4416812446159","15.1655775760473","15.0470570922668","14.2300983118977","13.9285956447104","11.1958491556586","13.6243501473655","12.7753721496324","12.6296798496545","13.6535170701984","11.6346771124448","13.16114886747","14.1340715594423","14.0140595341901","13.4901621417201","13.9740095075211","12.4998940862386","13.7668564284959","15.9636242478944","15.1299846523609","13.8528134168232","12.8014552711203","14.6797409603064","15.2726391958046","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65059,"RAPH1","hsa-mir-17-5p","hsa-mir-338-3p",0.007,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/20209605'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/22583011'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/30281815'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/21671467'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/22942717'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/25531114'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/25755720'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/27694002'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29069716'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29069716'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/18653827'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21963149'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28551662'>PubMedLink</a>","tarbase","tarbase",0.004778207,0.503502931,0.00031,0.925158371,0.20525076,-0.0966794,"hsa-mir-338-3p","hsa-mir-17-5p",65059,15.3308303485615,15.2128804171369,14.3281063294257,15.524593758427,13.68291458975,"12.9978132394402","13.05289904495","12.3894939704325","12.2142791215354","13.9814257695005","14.7530884425286","16.1273660926873","14.7723024027239","14.0817322660166","15.5723924751728","13.9808648547439","14.3207534526573","11.9764023556802","14.8914538613953","13.9285956447104","14.1340715594423","13.9740095075211","13.9046447493499","10.3943281151549","11.8642716225655","11.86885441551","12.3847199256226","11.8101354961295","13.2731809650876","15.1299846523609","11.9990499574953","11.7492246349717","11.2564817200764","15.2045413247909","12.1843104475584","14.0133206883486","13.8887610006151","14.1364542836631","13.7940669210304","15.2726391958046","12.5221316368522","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65059,"RAPH1","hsa-mir-21-3p","hsa-mir-501-5p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/24098708'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/30774424'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25917358'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/18653827'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21963149'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28551662'>PubMedLink</a>","tarbase","tarbase",0.285949913,-0.23411547,7.4e-08,1.008031022,0.20525076,-0.0966794,"hsa-mir-501-5p","hsa-mir-21-3p",65059,11.4096297071982,11.766374147387,14.2431686271006,14.3281063294257,15.524593758427,"13.6798052278886","15.9074104406734","15.7873480750955","14.7723024027239","11.9764023556802","14.3065367743958","13.5279337121391","12.3068803413231","13.7838884079203","11.7992669225219","15.0470570922668","13.9285956447104","12.7753721496324","11.9770320394758","12.814895775283","13.6535170701984","13.7960622624734","11.6346771124448","13.16114886747","13.662104994321","11.8401187958589","13.9046447493499","11.8101354961295","15.1299846523609","12.5131988929282","11.2564817200764","13.9313405199847","15.2726391958046","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65059,"RAPH1","hsa-mir-21-3p","hsa-mir-589-3p",0.0045,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/24098708'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/30774424'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/18653827'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21963149'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28551662'>PubMedLink</a>","tarbase","tarbase",0.285949913,-0.23411547,0.000488,0.858082507,0.20525076,-0.0966794,"hsa-mir-589-3p","hsa-mir-21-3p",65059,11.4096297071982,11.766374147387,13.8509743393849,12.5446105166954,15.9074104406734,"15.7873480750955","13.0072472839931","11.5240895993529","12.3068803413231","13.9285956447104","11.9770320394758","14.5321918081698","13.6535170701984","13.7960622624734","11.6346771124448","13.9740095075211","13.9046447493499","11.8101354961295","11.9990499574953","14.0133206883486","15.2726391958046","13.6346557975222","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65059,"RAPH1","hsa-mir-370-3p","hsa-mir-296-5p",0.005,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/18653827'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21963149'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28551662'>PubMedLink</a>","tarbase","tarbase",0.140107766,-0.296046893,0.091125504,0.460287279,0.20525076,-0.0966794,"hsa-mir-296-5p","hsa-mir-370-3p",65059,14.1368647355326,12.9616789215897,14.3281063294257,14.8380648426417,12.9978132394402,"12.4291650946555","14.0817322660166","14.4196056723385","11.5240895993529","11.9764023556802","14.0442375213838","11.9828169851707","13.5279337121391","13.7854749570037","11.3886545152371","14.4718209897543","13.9285956447104","10.9106600647399","11.8864106446762","15.9636242478944","13.1718822371953","14.0485825667203","13.8528134168232","12.9788935738388","12.1336427404028","13.4700252256257","14.6797409603064","15.1073531254718","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65059,"RAPH1","hsa-mir-370-3p","hsa-mir-501-5p",0.0075,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25917358'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/18653827'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21963149'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28551662'>PubMedLink</a>","tarbase","tarbase",0.140107766,-0.296046893,7.4e-08,1.008031022,0.20525076,-0.0966794,"hsa-mir-501-5p","hsa-mir-370-3p",65059,14.9031499379218,9.89661452411112,14.3281063294257,14.8380648426417,13.68291458975,"12.9978132394402","14.7727026474629","12.944868177178","16.4508749796362","11.9764023556802","14.0442375213838","13.0107856066657","13.9790097375791","11.9828169851707","14.8749211059223","14.8914538613953","13.5279337121391","12.3068803413231","10.4416812446159","14.4718209897543","13.9285956447104","13.6535170701984","13.16114886747","14.1340715594423","13.662104994321","15.9636242478944","11.8101354961295","15.1299846523609","13.8528134168232","13.4240936106211","15.3087430318476","14.6797409603064","15.2726391958046","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
