"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50","_c51","_c52","_c53","_c54","_c55","_c56","_c57","_c58","_c59","_c60","_c61","_c62","_c63","_c64","_c65","_c66","_c67"
760,"CA2","hsa-mir-29c-3p","hsa-mir-195-5p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31027119'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31027119'>PubMedLink</a>","tarbase","tarbase",0.162525651892987,-0.366338630200331,0.0465178735354217,-0.713940602248058,0.0337462527386316,0.459793806086835,"hsa-mir-195-5p","hsa-mir-29c-3p",760,19.2443967519494,15.4635596066985,"20.268938011228","16.2394636484359","19.754385985698","16.5643365303912","19.4910673771383","15.4915214771373","16.0816798884481","16.75373804229","21.6082947476215","18.2783725070196","16.8228898391525","20.2033455100334","18.0821286505248","18.9362893425823","17.7269956230222","17.770483159849","17.8731652151217","15.3050836423998","18.5945377832669","18.5336364651525","18.3748354338934","16.9632356877612","18.064197200012","18.1331868385193","17.8681312162338","19.0805120520834","18.4949387344673","18.0474517401017","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1021,"CDK6","hsa-mir-30a-3p","hsa-mir-92b-3p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30829464'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31093891'>PubMedLink</a>","mirtarbase tarbase mirecords","tarbase mirecords",0.0658248713872749,-0.469838646766521,0.8223137875936,0.0796838783901942,0.804236780425707,0.0525177092906009,"hsa-mir-92b-3p","hsa-mir-30a-3p",1021,15.24144447135,13.2531064615647,"18.0871261938914","13.4380011008327","18.0475510829475","14.3020366831185","13.2184054308799","15.844908743223","18.4557959326426","17.3199756962939","11.3174631856034","12.712394206981","15.1205745269187","16.6939142896155","15.5808309231933","17.0442332772623","14.2758311577117","17.4290863556355","12.1715004587983","14.3104049480953","16.2051460036438","13.4425635086132","12.9892357964036","14.6979050728309","13.15671466632","15.8399139908454","11.7862342371371","15.5267450187733","12.9675295227474","11.7539599260045","14.5464130787336","13.0801922522719","15.1616577068992","14.8101110273435","17.9364624300939","15.3870497333124","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1026,"CDKN1A","hsa-mir-616-5p","hsa-mir-589-3p",5e-04,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10233960'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10760422'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11179504'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16641284'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19584294'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25812484'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28968467'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30098344'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9546362'>PubMedLink</a>","mirtarbase tarbase","mirtarbase tarbase",0.134192760279509,1.4469390948924,0.530997419552379,0.503285537931001,0.803676229543046,0.0455035232549037,"hsa-mir-589-3p","hsa-mir-616-5p",1026,19.370721984568,21.944278588553,"18.007076492825","21.4655475212547","21.4607143582892","22.3753168883852","19.9187546744926","19.0430052296972","20.3429453222012","22.3803356295805","20.1631897420686","22.577439010417","21.1836433608953","18.7050909510108","19.1235981521491","21.1821505610631","21.812824290845","20.7542697212091","20.2511156611697","21.5161813816822","19.5230105268335","23.1358721988788","19.5622859945639","21.7442675399387","21.2403939103055","20.7492316323177","20.0538928068613","20.0357059530621","21.0386853121442","19.2434901826579","18.5349026009185","19.6557600156936","19.2776933464014","18.9465917087935","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1290,"COL5A2","hsa-mir-146b-5p","hsa-mir-185-3p",0.002,FALSE,NA,NA,NA,"tarbase","tarbase",0.998941828541524,-0.00038347681395656,0.0390796523441568,1.57468773552021,0.624060568731334,-0.0948588558776305,"hsa-mir-185-3p","hsa-mir-146b-5p",1290,18.2139910108418,16.3616993136467,"17.2447355622883","18.2237916654235","15.358604010753","16.3241214834972","14.7590479099218","15.6898662528376","17.2253706594411","19.1154652109489","18.7086615644204","16.0691723580851","15.1968294981741","19.0119618949984","18.2139173732393","19.7255561206436","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1303,"COL12A1","hsa-mir-9-5p","hsa-mir-10a-5p",0.009,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.762788688713729,-0.0795066611988455,0.110638634433706,-0.362833497182984,0.410952328909049,-0.15839233325219,"hsa-mir-10a-5p","hsa-mir-9-5p",1303,18.4011093886807,18.3688757361897,"16.9728804527679","19.0661039604058","16.9491397127695","19.3058259219871","17.4231389553302","15.3848303019119","17.5107145151229","14.2646388272382","17.9808387896012","16.1405178775199","14.5327451751528","15.7842236045645","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1499,"CTNNB1","hsa-mir-203a-3p","hsa-mir-18a-5p",0.0075,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10780674'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11893906'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12883680'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19716018'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19857041'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24020724'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26427870'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27065319'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27081037'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27092879'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27513465'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28386346'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28627610'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28880275'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28902356'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29048651'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29079964'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29130111'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29181101'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29959029'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29970906'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30466627'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30484490'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30547809'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30915737'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30939162'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31298313'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31327462'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31410143'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31666350'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31682716'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9865919'>PubMedLink</a>","tarbase","tarbase",0.0689503172074437,0.489439123157074,0.0183724665831381,1.36479706078864,0.838156193008018,-0.0375907689784101,"hsa-mir-18a-5p","hsa-mir-203a-3p",1499,18.8714481367956,19.924871470653,"19.7622274350871","18.9513170396547","19.9159271916469","19.7639043641284","18.1112412759154","19.2532797728402","19.7866033468716","19.2004703192796","19.2585840915229","20.3161586629426","19.3356067132069","19.2044848830829","19.9798906974303","18.8655204295255","20.1928612444602","19.3052409138964","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1848,"DUSP6","hsa-mir-497-5p","hsa-mir-149-5p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase",0.0602786263793021,-0.736930236174511,0.995411595704346,0.00215947064525434,0.785795550475246,-0.0531308749907883,"hsa-mir-149-5p","hsa-mir-497-5p",1848,16.824948672173,15.3291635295634,"16.9362275165826","15.3439136840003","17.2017944505234","15.6081265337356","18.0176708385776","17.0300067151132","21.1822899328553","19.6420645601182","16.8749481601967","17.4751946742137","17.0906552605613","17.8287046138742","15.8383136161786","16.6991826026962","17.821741394199","16.6773121851227","16.7414557575689","15.7529046109317","17.9212687940274","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1951,"CELSR3","hsa-mir-378a-3p","hsa-mir-548j-5p",0.001,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.8701822673155,-0.0503660081986665,0.0706477898331914,2.6858489615107,0.0844981468557719,0.398636790391737,"hsa-mir-548j-5p","hsa-mir-378a-3p",1951,16.2052601990893,15.0366369818015,"14.4038743861432","16.5467338457307","13.898781340805","15.7523339828778","16.1286685103442","16.8574820086394","13.4205656201642","15.0604581042777","16.7029778086809","15.7501476629474","16.0992393525385","14.2777471188946","14.5700878936313","15.4787680808172","15.0124244370434","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1952,"CELSR2","hsa-mir-330-5p","hsa-mir-182-5p",0.0075,FALSE,NA,NA,NA,"tarbase","tarbase",0.314602094517623,0.451079583017493,0.0882285542922699,0.471380349034425,0.17305642405553,0.283888093747057,"hsa-mir-182-5p","hsa-mir-330-5p",1952,16.6471157954918,16.3574521582611,"16.3307629162718","17.8393404162527","19.2685672057385","17.2924044312992","17.8705356329191","16.160696727836","17.2160555796656","17.6453593341987","18.3210743795541","15.8813813459734","17.9350644304807","17.483755207791","17.0604706829025","18.3201706066728","15.4063520964475","18.9931264690233","17.1892017223367","18.7190195275851","18.7244818161327","18.4806226280874","17.1979218588169","19.0438971027627","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2034,"EPAS1","hsa-mir-125b-5p","hsa-mir-138-5p",0.0025,TRUE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28797320'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/29321085'>PubMedLink</a>","tarbase","tarbase",0.0246558460047033,-0.59514617668095,0.118853415707329,1.48423725031056,0.640933672312718,-0.0869771322655852,"hsa-mir-138-5p","hsa-mir-125b-5p",2034,18.119289027117,18.6646730866615,"18.3873176365084","20.0303076195952","18.0768188232406","18.3958141407416","18.1280371510598","19.5394021563246","19.2618370475624","18.2357304654872","16.0639508537076","18.0684451996562","18.9671484084707","19.5819021633398","17.6615933420519","18.725543553462","18.2470946257548","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2099,"ESR1","hsa-mir-18b-5p","hsa-mir-182-5p",0,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15361203'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19047174'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20581058'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23923078'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24511005'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26056290'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28472813'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28924735'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29229929'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29532467'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30173650'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30957588'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31452755'>PubMedLink</a>","mirtarbase","tarbase",0.0978263518394985,1.97109883199311,0.0882285542922699,0.471380349034425,0.04086876454698,-0.405744354846877,"hsa-mir-182-5p","hsa-mir-18b-5p",2099,18.2738453964751,12.3960232617152,"17.0518829496504","13.780242303244","17.6226047490461","11.2481987321868","14.9608952107041","15.2758651672436","15.6338913763881","13.3602309337322","15.7800857348011","12.9230234892877","15.66438426616","13.8980937748595","10.6895802179264","19.9773302230885","15.3145713453932","15.2578703114335","14.3877976347844","13.7635859407962","18.0589273423354","11.5474794923384","10.4502517657148","11.9909321618909","13.5022952224083","18.903478175932","11.1493278437087","12.2842157902004","12.5550906337556","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2114,"ETS2","hsa-mir-199a-5p","hsa-mir-338-5p",0.008,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30937952'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/9174050'>PubMedLink</a>","mirtarbase","mirtarbase",0.0682575660614511,-0.493545764987622,0.604651692312109,-0.300155859010755,0.97962632398917,-0.00469282797357879,"hsa-mir-338-5p","hsa-mir-199a-5p",2114,18.8492829503334,23.3488826165164,"18.2473430069654","22.007271940496","21.9011180838623","20.5499831118345","19.7186631753636","20.3909562258241","19.8653903804406","22.5067144354448","19.9905197025345","17.4926089917298","19.2202088979273","18.1097786812432","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2138,"EYA1","hsa-mir-133b","hsa-mir-3928-3p",0.0095,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/22179829'>PubMedLink</a>",NA,NA,"tarbase","tarbase",4.99924718700808e-05,-2.11834468493249,0.887775025215777,0.122653509447591,0.278115431354033,0.516330912095031,"hsa-mir-3928-3p","hsa-mir-133b",2138,11.1204824065124,6.93522555853098,"9.60244591373554","7.52901794134774","8.07302171022528","11.0428793389144","10.1229359225","8.35793288843825","8.23796881330603","9.22580456883885","9.47992680191398","8.53395356172124","6.46548624928186","7.82884642889553","6.99639460074036","7.26368676500664","10.8342891259126","8.30790786783648","5.95861414918511","8.98894054060964","9.15993650308503","-2","8.1762502650442","9.26813458602485","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2182,"ACSL4","hsa-mir-7-5p","hsa-mir-429",0.007,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27883176'>PubMedLink</a>",NA,"tarbase","mirtarbase",0.0258180256584323,2.39489527589713,0.00177345722031615,1.46941686493742,0.738347207582274,-0.0660148138891792,"hsa-mir-429","hsa-mir-7-5p",2182,18.3778433745769,16.5274771992719,"17.9523649410452","17.0277295820165","17.3883140954645","17.850893845246","16.2736010706752","18.9828573668925","18.291289617301","16.6047720895508","18.1919820723883","16.0899474499276","16.759817270891","15.1435243105975","16.4319524091102","14.8677567480425","15.8136655882008","16.1899673180475","16.5410436155304","17.4738576239184","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2194,"FASN","hsa-mir-222-3p","hsa-mir-10a-5p",0.0095,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase",0.863940325319415,0.061820557847157,0.110638634433706,-0.362833497182984,0.410716316763615,0.162338916783206,"hsa-mir-10a-5p","hsa-mir-222-3p",2194,17.562954229399,18.9449558631465,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2200,"FBN1","hsa-mir-183-3p","hsa-mir-224-5p",0,FALSE,NA,NA,NA,"tarbase","tarbase",0.0264621296434977,3.20026911603533,0.0313960378124396,0.91927105926761,0.207802495010764,-0.255403170339963,"hsa-mir-224-5p","hsa-mir-183-3p",2200,16.1177118530444,16.5848244307439,"14.100488034031","13.9987785949274","13.4823364662444","16.5219655322737","13.3225430019099","12.7652167797559","15.1212077019215","13.4421927796651","15.399221238266","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2200,"FBN1","hsa-mir-582-5p","hsa-mir-760",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase",0.916061113503576,-0.04684322060582,0.295051013049031,1.11288461093904,0.207802495010764,-0.255403170339963,"hsa-mir-760","hsa-mir-582-5p",2200,15.3132763870337,14.5564216777574,"13.3808392609313","14.0092441148358","17.4867617501947","14.2723576340691","12.4681411820157","11.6259292700128","12.6000946220757","16.5564821220436","15.2033161544431","16.233747940747","14.7527993146997","15.0997396724512","14.2274946001983","15.91606229922","16.9473966707801","18.5722875838403","13.4421927796651","14.0930113357997","12.6253256516719","13.1775768882223","14.6004852459827","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2200,"FBN1","hsa-mir-616-5p","hsa-mir-29b-3p",0.002,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.134192760279509,1.4469390948924,0.504345584953716,-0.197838922359507,0.207802495010764,-0.255403170339963,"hsa-mir-29b-3p","hsa-mir-616-5p",2200,14.5311162854314,13.4747597281543,"17.4867617501947","14.2710263618343","16.5630086040625","16.1996499584076","14.100488034031","15.1260228192102","16.233747940747","14.7527993146997","14.4947216208128","15.3980471267586","15.0284965574425","13.2473049562207","13.4421927796651","14.7584548500458","14.4799779216512","14.3381222309605","15.7380898598789","16.1473178032312","16.9563114673858","13.6527192675453","13.2506927067797","14.6004852459827","16.220589828702","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2247,"FGF2","hsa-mir-196a-5p","hsa-mir-877-5p",5e-04,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15797633'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17986855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19352388'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27966750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31525429'>PubMedLink</a>","tarbase","tarbase",0.272390577436384,0.437034530475507,0.0423020949854192,2.11070076309214,0.0314629383384114,-0.450540556340866,"hsa-mir-877-5p","hsa-mir-196a-5p",2247,11.3339279721282,12.6693582836912,"13.5072458852526","13.1707799604663","10.7302916420685","12.3163325821544","11.3492300262969","14.0354277828178","11.4891054761868","16.2731148932856","12.3459122352186","14.0291959123802","16.0123954611492","14.8561939276113","14.2000862267048","9.31561792629635","12.3091763914821","12.7484942937576","11.7209119485263","13.6974791191209","11.9138818215206","11.4731889445999","13.0953519444603","11.0334307950431","13.538961506028","10.8375508535767","9.91164269910772","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2316,"FLNA","hsa-mir-653-5p","hsa-mir-940",0.0055,FALSE,NA,NA,NA,"tarbase","tarbase",0.561937086022753,0.390565676666843,0.0133451587487163,2.50401908039169,0.333743801325253,-0.169035441129679,"hsa-mir-940","hsa-mir-653-5p",2316,20.8559809233769,20.1594864783682,"21.1723224694182","21.2223900590103","20.1861450114672","20.0853033028229","20.2128416542567","19.9387870909333","22.427306321588","18.9453250263043","18.8570260902807","19.0722035371353","21.6067977569977","19.6940729172989","19.9946775129592","21.1493570524693","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2651,"GCNT2","hsa-mir-142-3p","hsa-mir-19a-3p",5e-04,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28978096'>PubMedLink</a>","tarbase","tarbase",0.177249722225083,0.414639083595645,0.422649790567994,0.340295375219834,0.934373761692945,-0.0179723963136174,"hsa-mir-19a-3p","hsa-mir-142-3p",2651,12.1565366788784,11.9011969053004,"17.5182750728154","13.1040145291033","15.415493150348","11.2544003608787","13.8567812351301","11.272779344801","11.4554581682066","15.0439996420817","12.6087314872165","15.9257199530039","9.57918992470069","9.27144386501448","15.6588213576662","12.2935724055726","14.3262955674096","15.4480479598695","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2673,"GFPT1","hsa-mir-19a-3p","hsa-mir-143-3p",0.0085,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29336659'>PubMedLink</a>",NA,"mirtarbase tarbase","tarbase",0.422649790567994,0.340295375219834,0.00927646173608533,-0.535773518932881,0.959471879393756,0.0100495265771092,"hsa-mir-143-3p","hsa-mir-19a-3p",2673,18.6502318398383,17.2850898269902,"17.6382395359235","16.9905054704035","17.611461775339","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3480,"IGF1R","hsa-mir-135b-3p","hsa-mir-3065-3p",0.006,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/14599874'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17709267'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23060553'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23453369'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27206217'>PubMedLink</a>","tarbase","tarbase",0.0187317739494909,3.11282904058621,0.503255224772258,0.291655624495029,0.898389816310299,-0.0254887454022137,"hsa-mir-3065-3p","hsa-mir-135b-3p",3480,17.2426758990676,17.3805829966354,"17.9437224409179","17.5476498205434","16.1542283959822","17.7377086061085","16.1497266038083","17.4015090367258","16.245657404495","17.3546271514365","15.786602473291","15.3259492600546","15.9217765135299","16.4805280797475","15.3853103066652","16.0594929096226","16.4562973299359","18.8577092526845","18.3429007752877","18.0784809178971","17.2529850682165","15.9804907486877","17.1666389377201","15.5730521379616","15.5652992690856","15.9826718126652","19.2512227755198","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
