"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50"
3783,"KCNN4","hsa-mir-424-5p","hsa-mir-1-3p",0.002,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23572150'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24885636'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29161243'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.0559186461056961,0.104257709563498,"hsa-mir-1-3p","hsa-mir-424-5p",3783,19.11170481,19.12198381,"20.3328017","18.13922768","18.3596211","20.1865421","18.89923037","17.34238459","18.82277219","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4015,"LOX","hsa-mir-767-5p","hsa-mir-135b-3p",0.001,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11807790'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19724858'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21282564'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22641216'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24008360'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25112403'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27367711'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27367711'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27742687'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28947950'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29209148'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29766649'>PubMedLink</a>","mirtarbase","tarbase",0.243361591447093,0.0687703971967559,"hsa-mir-135b-3p","hsa-mir-767-5p",4015,16.78336842,16.55629558,"15.72809682","15.45038038","14.69660476","13.86767073","14.21628807","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4121,"MAN1A1","hsa-mir-1270","hsa-mir-877-5p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase",0.0340077416588955,-0.11376638705196,"hsa-mir-877-5p","hsa-mir-1270",4121,18.64053685,19.76439158,"17.28384432","17.38237923","17.24238753","17.07701409","16.97466067","17.9311951","17.29116761","16.19104583","16.72547858","16.62359298","18.94744576","16.80402687","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4355,"MPP2","hsa-mir-455-3p","hsa-mir-424-5p",0.006,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.00080541659757994,-0.21294365238666,"hsa-mir-424-5p","hsa-mir-455-3p",4355,12.24646522,10.4617268,"12.91353912","11.83842382","12.94647232","12.0716083","12.78002793","11.60209321","12.22961834","12.30369839","11.67375136","12.61188159","11.73311805","11.48929531","9.985907002","13.15085307","11.85078019","11.44833587","10.34244992","12.41769833","11.04065762","12.9543573","12.77175217","11.1879475","12.85870342","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4782,"NFIC","hsa-mir-23b-5p","hsa-mir-485-5p",0.0025,TRUE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29680296'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/30087700'>PubMedLink</a>",NA,"tarbase","mirtarbase tarbase",0.451544168438058,-0.0418173216114887,"hsa-mir-485-5p","hsa-mir-23b-5p",4782,15.62555447,16.93023684,"16.07499138","17.68192733","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4833,"NME4","hsa-let-7c-5p","hsa-mir-196a-5p",0.0075,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11724361'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23553997'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.412763233339731,0.0445678094685087,"hsa-mir-196a-5p","hsa-let-7c-5p",4833,17.83142201,17.47003726,"18.20377697","19.42717813","18.93113195","19.75687216","18.81878807","17.84615782","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5028,"P2RY1","hsa-mir-153-3p","hsa-mir-196a-5p",0.0085,FALSE,NA,NA,NA,"mirtarbase","tarbase",1.06350179419534e-05,-0.255310060652846,"hsa-mir-196a-5p","hsa-mir-153-3p",5028,13.71612208,14.79429549,"12.57800624","13.97305054","15.1846512","13.99567283","13.37000155","12.3165679","15.46676957","13.18199267","15.37329062","15.35798353","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5352,"PLOD2","hsa-mir-942-5p","hsa-mir-129-5p",0.005,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29226325'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/31742425'>PubMedLink</a>","tarbase","tarbase",0.136082382524353,-0.0815006541380025,"hsa-mir-129-5p","hsa-mir-942-5p",5352,18.18402599,16.63105913,"16.31231946","17.4046855","16.77972032","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5618,"PRLR","hsa-mir-760","hsa-mir-548e-3p",0.0075,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/28618945'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29661228'>PubMedLink</a>",NA,NA,"mirtarbase","mirtarbase",0.677832373547434,-0.0248470610829602,"hsa-mir-548e-3p","hsa-mir-760",5618,12.1494283,15.83979677,"16.0163173","10.95835151","10.83955055","12.2641456","15.42922245","14.91515608","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5783,"PTPN13","hsa-mir-18b-5p","hsa-mir-30b-5p",0.0035,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30458288'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15494722'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15611135'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17585452'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18038312'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18160445'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20039457'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28504867'>PubMedLink</a>","tarbase","tarbase",0.202897074970582,0.0779392241686329,"hsa-mir-30b-5p","hsa-mir-18b-5p",5783,18.28972906,13.88905238,"14.67355593","9.448750662","14.10473232","11.59182856","16.74803573","13.7979356","14.77762738","15.41275823","16.41870315","12.54429684","12.50698335","16.9730641","16.04151846","10.55391801","11.54351941","14.92721037","17.75216445","15.46124034","11.17646028","16.43002421","11.4673345","13.40021516","14.1905815","11.04750447","11.4858994","14.06822882","13.06999548","9.871997844","15.17322751","14.0541869","11.33906792","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5783,"PTPN13","hsa-mir-30b-5p","hsa-mir-9-3p",0.005,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15494722'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15611135'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17585452'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18038312'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18160445'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20039457'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28504867'>PubMedLink</a>","tarbase","tarbase",0.202897074970582,0.0779392241686329,"hsa-mir-9-3p","hsa-mir-30b-5p",5783,16.20633729,14.10473232,"16.74803573","14.38472174","12.50698335","16.42169227","13.40021516","13.06999548","9.871997844","16.88017183","14.33564125","11.33906792","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7026,"NR2F2","hsa-mir-937-3p","hsa-mir-548f-3p",0.0055,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25032732'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26800338'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28943908'>PubMedLink</a>","tarbase","tarbase",0.657658471543056,-0.0245788157788478,"hsa-mir-548f-3p","hsa-mir-937-3p",7026,17.75982746,17.54421049,"16.94791794","17.94368941","17.34962444","19.37298166","17.21542114","17.40169904","17.02007794","17.79124803","16.94444616","19.08650764","17.4385834","17.16218092","16.93192737","16.65093589","17.16382091","17.10866127","17.82123047","16.53442139","17.16804813","16.1339997","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7057,"THBS1","hsa-mir-210-3p","hsa-mir-455-3p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10639144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10646855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16258261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17709727'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18583030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18757417'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24053448'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24085798'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25275062'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28757355'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31199884'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31502404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9849855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9863008'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.610163685276744,-0.0270297057163135,"hsa-mir-455-3p","hsa-mir-210-3p",7057,19.70691048,18.96936767,"18.08084342","22.12422814","16.2916892","17.7060469","19.01129358","16.80838484","16.91380651","19.23608512","19.46502003","17.82854856","19.66542301","17.29564432","19.63538972","17.87802849","19.59761886","19.04572945","17.47334529","17.88768727","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7057,"THBS1","hsa-mir-34a-3p","hsa-mir-320c",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10639144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10646855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16258261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17709727'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18583030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18757417'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24053448'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24085798'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25275062'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28757355'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31199884'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31502404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9849855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9863008'>PubMedLink</a>","tarbase","mirtarbase",0.610163685276744,-0.0270297057163135,"hsa-mir-320c","hsa-mir-34a-3p",7057,18.96265629,19.90084452,"18.08084342","18.71882812","19.5231685","19.15471197","20.20771072","19.23608512","17.29564432","19.63538972","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7057,"THBS1","hsa-mir-550a-3p","hsa-mir-455-3p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10639144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10646855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16258261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17709727'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18583030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18757417'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24053448'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24085798'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25275062'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28757355'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31199884'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31502404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9849855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9863008'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.610163685276744,-0.0270297057163135,"hsa-mir-455-3p","hsa-mir-550a-3p",7057,19.65419616,18.96936767,"17.71185261","18.96059736","17.7060469","19.01129358","17.16940181","16.80838484","19.58130406","19.84713015","19.23608512","20.00915799","17.90374666","17.82854856","18.19251917","19.66542301","17.53520065","18.85274821","19.222639","19.22447231","18.12176036","17.47334529","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7105,"TSPAN6","hsa-mir-20b-5p","hsa-mir-345-5p",0.0065,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.617732599498548,0.0265449867601656,"hsa-mir-345-5p","hsa-mir-20b-5p",7105,20.48618807,18.5899195,"18.42542634","17.03527123","19.74691242","19.7481474","17.96489045","21.07646394","17.99156213","19.13581179","17.05099243","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7275,"TUB","hsa-mir-31-5p","hsa-let-7f-2-3p",0.0025,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30396078'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.00016345601892713,-0.240007336038583,"hsa-let-7f-2-3p","hsa-mir-31-5p",7275,11.71801015,11.8132383,"12.75407097","12.9654924","12.57787496","12.31304198","13.96059292","12.01570546","11.48633293","8.819654613","9.971797863","8.720826368","11.69093403","11.20871257","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7436,"VLDLR","hsa-let-7g-3p","hsa-mir-33a-5p",0,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31209892'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/28112443'>PubMedLink</a>","tarbase","tarbase",0.02654609333048,-0.135134667266551,"hsa-mir-33a-5p","hsa-let-7g-3p",7436,14.87258476,12.25824595,"12.56132488","12.3477463","11.03106411","16.13716643","13.11618311","11.543922","14.05319009","14.67662327","14.11700172","14.43823701","15.43595108","13.50060458","12.11066527","12.57488665","12.44607717","14.97191708","12.47244298","12.04813503","13.7333721","14.53277131","12.01164036","13.08658995","13.4787084","12.26490671","12.47198733","13.14041113","14.37461786","10.33591235","12.32287151","13.92935049","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7462,"LAT2","hsa-mir-365a-5p","hsa-mir-455-3p",0.009,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27912148'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27912148'>PubMedLink</a>","mirtarbase","mirtarbase",0.304699132698961,-0.0602959247028164,"hsa-mir-455-3p","hsa-mir-365a-5p",7462,14.583065,14.59341688,"14.74876695","13.77344877","13.66312095","14.22062715","13.71188044","14.11075443","13.77836988","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7490,"WT1","hsa-mir-215-5p","hsa-mir-877-3p",5e-04,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/29199273'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/14961577'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15526363'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20180815'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26071132'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31341157'>PubMedLink</a>","mirtarbase","mirtarbase",1.47606355459728e-12,0.9172963880172,"hsa-mir-877-3p","hsa-mir-215-5p",7490,12.03687825,6.800703629,"7.958400284","13.90008743","6.776541099","7.570221788","14.21053859","15.83191874","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7764,"ZNF217","hsa-mir-150-3p","hsa-mir-663a",0.0015,TRUE,NA,NA,"NA
<a href='https://pubmed.ncbi.nlm.nih.gov/10914715'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15476264'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25621839'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25729968'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25824781'>PubMedLink</a>","tarbase","tarbase",0.840446520665206,-0.0110136421148495,"hsa-mir-663a","hsa-mir-150-3p",7764,17.82909508,17.70338233,"17.57692906","17.32362405","17.46778461","18.04676351","16.97863186","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7832,"BTG2","hsa-mir-1266-5p","hsa-mir-125a-3p",0.0055,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.581225653195703,-0.0285373724029596,"hsa-mir-125a-3p","hsa-mir-1266-5p",7832,21.07461251,20.00683052,"19.59193062","18.5187813","19.5154842","20.62691963","20.39304385","20.97479651","18.56609795","18.05776976","21.58245211","19.1500807","19.61585799","19.16749489","19.23908316","19.6493947","18.52659136","18.89611446","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7991,"TUSC3","hsa-mir-136-5p","hsa-mir-424-5p",0.001,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29156678'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30115537'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30485502'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31039290'>PubMedLink</a>","tarbase","tarbase",0.0530976751690129,-0.115280818051114,"hsa-mir-424-5p","hsa-mir-136-5p",7991,14.95367511,14.98011302,"14.90362729","15.01300211","16.05042617","15.10001492","14.67260009","13.87606418","13.92132308","12.47790661","13.79404228","13.21303584","13.67408771","13.29572092","14.37926222","14.99106049","14.27688657","13.42421681","12.57975847","13.72376184","15.02388665","13.41699794","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8614,"STC2","hsa-mir-129-5p","hsa-mir-769-3p",0.001,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/29226325'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/19415750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25234931'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30425508'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30863092'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31173256'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31236000'>PubMedLink</a>","tarbase","mirtarbase",1.03359430433867e-08,0.360325161895684,"hsa-mir-769-3p","hsa-mir-129-5p",8614,15.16118212,14.49396522,"16.06937746","15.5932162","12.95469251","11.13510636","13.91344844","14.82844401","17.0666012","15.90883459","15.72837258","17.28657142","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9021,"SOCS3","hsa-mir-203a-3p","hsa-mir-19a-3p",0.007,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30662799'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/28177881'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/17297444'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19926618'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21994466'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24098334'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24253664'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24464786'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26482433'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26749281'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27171439'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28603075'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29662621'>PubMedLink</a>","mirtarbase","mirtarbase tarbase",0.558813942055397,0.0317451271706784,"hsa-mir-19a-3p","hsa-mir-203a-3p",9021,17.31667904,19.76809154,"17.5039438","16.9707621","18.86636081","17.89598951","19.03986723","17.77883296","17.60723155","18.25045434","19.96773453","16.529329","18.5186792","19.14361436","16.985527","17.6168954","17.94703564","17.29007294","17.81633496","16.41036178","19.22961823","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9369,"NRXN3","hsa-mir-651-5p","hsa-mir-455-3p",0.0045,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.0515542187434848,-0.125673079845396,"hsa-mir-455-3p","hsa-mir-651-5p",9369,13.4299983,12.03412545,"14.15917426","8.787748286","11.9948522","10.78234383","15.33679049","14.48461588","11.259551","11.84112235","15.35017128","12.12127375","5.01566419","11.32594171","10.41687023","11.32278886","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9510,"ADAMTS1","hsa-mir-181d-5p","hsa-mir-642a-5p",0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27859935'>PubMedLink</a>","tarbase","tarbase",0.0105426689745053,-0.144977150716347,"hsa-mir-642a-5p","hsa-mir-181d-5p",9510,16.63370016,16.02294095,"16.49165631","15.88016269","15.64606586","15.20528706","18.49194487","15.70557319","14.74140686","14.15215716","14.35817589","14.04970649","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
