"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50","_c51","_c52","_c53","_c54","_c55","_c56","_c57","_c58","_c59","_c60","_c61","_c62","_c63","_c64","_c65","_c66","_c67","_c68"
760,"CA2","hsa-mir-29c-3p","hsa-mir-195-5p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31027119'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31027119'>PubMedLink</a>","tarbase","tarbase",0.162525651892987,-0.366338630200331,0.0465178735354217,-0.713940602248058,0.0337462527386316,0.459793806086835,"hsa-mir-195-5p","hsa-mir-29c-3p",760,18.6804176547731,19.9773174625014,19.6322907505933,"18.1597835276566","14.3702624947673","18.5483246509915","16.8993171226502","15.9714224727161","18.2268450112504","21.2518403178923","19.162431371223","22.8626858772406","20.2297371928143","19.7726966335135","15.8149954961826","21.3269267750798","15.8854133930607","20.0109649776563","22.1461080145608","19.911182482687","18.8902769536124","18.36591228601","20.17828298517","16.8916555214137","18.4740664050353","22.2140998673357","16.540730773141","17.6991975964338","16.3861757315509","19.9281306015544","22.5036883611376","18.7755862720456","19.2546902736274","18.9153115012505","20.1828052844872","22.1516377501954","14.3610457133412","19.8585965140313","19.8253689678071","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1021,"CDK6","hsa-mir-30a-3p","hsa-mir-92b-3p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30829464'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31093891'>PubMedLink</a>","mirtarbase tarbase mirecords","tarbase mirecords",0.0658248713872749,-0.469838646766521,0.8223137875936,0.0796838783901942,0.804236780425707,0.0525177092906009,"hsa-mir-92b-3p","hsa-mir-30a-3p",1021,17.0554699663797,15.0714276713029,15.1530097836914,"17.92460017796","17.762595654465","14.7429639384557","13.653237622734","15.8150234853152","16.4486351969076","17.0435091056953","16.832502860767","16.6308446394418","15.7336686035392","17.7274106864343","13.9645020533323","16.0585460883923","14.4289138388756","14.4004239537558","16.1384319520883","15.3723440760707","14.9849392137144","15.7334622651965","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1026,"CDKN1A","hsa-mir-616-5p","hsa-mir-589-3p",5e-04,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10233960'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10760422'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11179504'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16641284'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19584294'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25812484'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28968467'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30098344'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9546362'>PubMedLink</a>","mirtarbase tarbase","mirtarbase tarbase",0.134192760279509,1.4469390948924,0.530997419552379,0.503285537931001,0.803676229543046,0.0455035232549037,"hsa-mir-589-3p","hsa-mir-616-5p",1026,21.0348932357075,21.0682145843898,19.8830601461421,"21.1995399421716","18.5861500363421","22.1630095168948","20.995239136001","21.9125823324783","20.4705396984727","21.5484389128855","21.8573627142657","21.7760898817753","21.7956814655729","20.4404535059807","22.0984096090827","21.2055873083786","21.1284599520583","22.4647475138965","20.268494056127","20.8076349316582","21.8430265111513","22.4481524365496","21.8166374576024","21.6549617635408","22.0465867019556","21.4096543196124","20.334185438313","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1290,"COL5A2","hsa-mir-146b-5p","hsa-mir-185-3p",0.002,FALSE,NA,NA,NA,"tarbase","tarbase",0.998941828541524,-0.00038347681395656,0.0390796523441568,1.57468773552021,0.624060568731334,-0.0948588558776305,"hsa-mir-185-3p","hsa-mir-146b-5p",1290,20.9841320882273,18.371828779881,15.7436610216782,"20.4682858101466","19.8357354793243","19.4225377122636","20.0041899010635","17.6833211234796","14.3932683819301","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1303,"COL12A1","hsa-mir-9-5p","hsa-mir-10a-5p",0.009,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.762788688713729,-0.0795066611988455,0.110638634433706,-0.362833497182984,0.410952328909049,-0.15839233325219,"hsa-mir-10a-5p","hsa-mir-9-5p",1303,20.2463727124555,19.2113066771617,17.2022902151826,"21.3369327572823","16.5752716470112","18.0415961246489","17.5928588975893","17.9023893027312","18.1181556297898","14.7697524779187","19.1008853028972","18.0533786970579","18.6664632374521","18.6945141940635","19.8607687789754","18.8963141225361","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1499,"CTNNB1","hsa-mir-203a-3p","hsa-mir-18a-5p",0.0075,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10780674'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11893906'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12883680'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19716018'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19857041'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24020724'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26427870'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27065319'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27081037'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27092879'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27513465'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28386346'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28627610'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28880275'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28902356'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29048651'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29079964'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29130111'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29181101'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29959029'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29970906'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30466627'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30484490'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30547809'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30915737'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30939162'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31298313'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31327462'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31410143'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31666350'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31682716'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9865919'>PubMedLink</a>","tarbase","tarbase",0.0689503172074437,0.489439123157074,0.0183724665831381,1.36479706078864,0.838156193008018,-0.0375907689784101,"hsa-mir-18a-5p","hsa-mir-203a-3p",1499,20.7497067580276,20.1917076524742,18.8857258067112,"19.35634389417","20.5887093035126","21.4425124434312","20.316729254961","19.6726241454242","19.537312465206","20.3201522849885","20.4693328613337","19.9114216533137","20.0282185482696","19.7703628217702","20.8412170285523","20.7195245037577","20.821484145592","20.4536080281358","20.3503877700354","20.8457353067452","20.0660291210159","20.54911079183","20.9280915093342","19.8032322066929","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1848,"DUSP6","hsa-mir-497-5p","hsa-mir-149-5p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase",0.0602786263793021,-0.736930236174511,0.995411595704346,0.00215947064525434,0.785795550475246,-0.0531308749907883,"hsa-mir-149-5p","hsa-mir-497-5p",1848,18.3047666352498,15.9247589059815,18.4805230139091,"17.5151684907567","20.3762043822298","18.947441893765","18.3486902352545","17.3368707111951","17.8427072324675","20.8116252255913","16.5094278892491","18.241355901551","18.4180558038733","15.7375531035248","15.9508095855951","17.1303064353382","16.8378876398752","18.2739436554925","17.1808107790955","18.4174237051266","18.1366942766346","18.6154322876236","19.1430740779758","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1951,"CELSR3","hsa-mir-378a-3p","hsa-mir-548j-5p",0.001,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.8701822673155,-0.0503660081986665,0.0706477898331914,2.6858489615107,0.0844981468557719,0.398636790391737,"hsa-mir-548j-5p","hsa-mir-378a-3p",1951,12.6731939185528,15.3567839908845,15.9904779361117,"16.6933505348298","16.549730464984","16.5630370673986","15.0164163479897","16.855745120335","16.9301238848579","13.233727310863","17.2883801328323","16.882411420904","13.8000294275135","16.4499931216884","16.9756358692614","17.9758312228322","17.6418140904562","15.6973043390397","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1952,"CELSR2","hsa-mir-330-5p","hsa-mir-182-5p",0.0075,FALSE,NA,NA,NA,"tarbase","tarbase",0.314602094517623,0.451079583017493,0.0882285542922699,0.471380349034425,0.17305642405553,0.283888093747057,"hsa-mir-182-5p","hsa-mir-330-5p",1952,18.4606761858234,17.5502892941581,18.5953593744574,"19.6566471030959","18.5541259693286","18.6165223871649","18.5231328328917","20.0105009147154","18.6967021711113","18.2348012735813","18.6374375330662","18.8674580607582","18.9313970650304","16.7738163692524","18.6189281780001","19.154818896822","18.5731666884246","18.5650981834244","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2034,"EPAS1","hsa-mir-125b-5p","hsa-mir-138-5p",0.0025,TRUE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28797320'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/29321085'>PubMedLink</a>","tarbase","tarbase",0.0246558460047033,-0.59514617668095,0.118853415707329,1.48423725031056,0.640933672312718,-0.0869771322655852,"hsa-mir-138-5p","hsa-mir-125b-5p",2034,20.2732930816118,20.7572991290328,19.938135939738,"18.4858761990146","17.5199510404014","21.4503001495354","19.1113654466892","18.1834106903183","20.1971747360937","20.0242380804717","18.1738549886337","18.2310337163672","18.2204130435347","19.5050441350595","19.1220236239072","18.947888072076","21.059199281592","19.2860752171995","20.2054477903229","19.7590609449568","19.9514029124397","20.4355983697524","20.0112037732396","20.8855737480599","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2099,"ESR1","hsa-mir-18b-5p","hsa-mir-182-5p",0,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15361203'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19047174'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20581058'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23923078'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24511005'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26056290'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28472813'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28924735'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29229929'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29532467'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30173650'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30957588'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31452755'>PubMedLink</a>","mirtarbase","tarbase",0.0978263518394985,1.97109883199311,0.0882285542922699,0.471380349034425,0.04086876454698,-0.405744354846877,"hsa-mir-182-5p","hsa-mir-18b-5p",2099,15.7951459936287,16.2433160746907,15.5367625510868,"20.6344818644779","15.0606163034883","14.949583823636","16.7390609313906","13.1725901241691","14.897755941364","15.5132724638465","16.4122732019021","15.2565666959123","15.6027965468502","13.7675581703654","17.7090162587287","17.3098199066743","15.5580274465951","16.6586634419501","11.2098866057353","15.8094082058377","17.3295743472161","14.4817413640017","17.6812911220247","13.8834351370348","13.2256569855051","14.5855019117692","16.7910124327849","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2114,"ETS2","hsa-mir-199a-5p","hsa-mir-338-5p",0.008,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30937952'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/9174050'>PubMedLink</a>","mirtarbase","mirtarbase",0.0682575660614511,-0.493545764987622,0.604651692312109,-0.300155859010755,0.97962632398917,-0.00469282797357879,"hsa-mir-338-5p","hsa-mir-199a-5p",2114,21.2145240629134,20.1021015155454,20.6784339991598,"22.5393056898302","20.6626117688099","21.7348352335921","21.3641393454173","21.143633259672","21.0979442347528","20.5397990534705","20.5920486938021","20.238476807886","21.4703866291039","19.0414214509276","21.235294868938","21.1341581291822","21.2912794130293","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2138,"EYA1","hsa-mir-133b","hsa-mir-3928-3p",0.0095,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/22179829'>PubMedLink</a>",NA,NA,"tarbase","tarbase",4.99924718700808e-05,-2.11834468493249,0.887775025215777,0.122653509447591,0.278115431354033,0.516330912095031,"hsa-mir-3928-3p","hsa-mir-133b",2138,7.88829373518897,8.65251489665033,7.05731141731439,"9.78193056643417","13.1653972653953","9.82294261914009","13.3568675242195","8.54556158386855","8.94512799672692","-2","14.3177379110809","-2","11.8913741350408","10.4361751916313","5.92709917734238","8.93789275941905","-2","8.08834813072048","9.21012765052132","16.1622381130585","10.4819939420888","11.437068375015","12.0797277448363","11.4781147183443","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2182,"ACSL4","hsa-mir-7-5p","hsa-mir-429",0.007,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27883176'>PubMedLink</a>",NA,"tarbase","mirtarbase",0.0258180256584323,2.39489527589713,0.00177345722031615,1.46941686493742,0.738347207582274,-0.0660148138891792,"hsa-mir-429","hsa-mir-7-5p",2182,18.1735152547985,15.8413540923463,18.7682535624537,"16.5964276795208","18.0495384270576","18.5951583620075","16.1556283000251","17.181058409854","17.3429673960259","17.925086004315","19.9929674257991","17.6930275360216","17.8673246602195","19.1904039104157","16.9183368731179","17.4106450045063","18.1916329266591","17.5125596069043","18.4935529430407","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2194,"FASN","hsa-mir-222-3p","hsa-mir-10a-5p",0.0095,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase",0.863940325319415,0.061820557847157,0.110638634433706,-0.362833497182984,0.410716316763615,0.162338916783206,"hsa-mir-10a-5p","hsa-mir-222-3p",2194,19.3380987167371,19.7104732615106,17.8072075044105,"19.3585588908621","19.5861554671463","20.4005584291134","19.6694469399364","19.3777153497789","20.3898723816371","20.5919661119431","19.3820151645288","20.194050649292","19.686885814111","20.4212573010049","19.9610880963648","21.1121713829802","21.0098102844324","20.5337279649359","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2200,"FBN1","hsa-mir-183-3p","hsa-mir-224-5p",0,FALSE,NA,NA,NA,"tarbase","tarbase",0.0264621296434977,3.20026911603533,0.0313960378124396,0.91927105926761,0.207802495010764,-0.255403170339963,"hsa-mir-224-5p","hsa-mir-183-3p",2200,14.0962534007226,16.9480843621031,15.7585890882996,"15.1658037565142","16.5630086040625","18.7759859690881","15.1959741072594","16.3241847440555","14.0567894022635","14.9109003083605","14.8407715199303","14.5635433400208","15.9420805734243","15.596952513083","16.3296324738029","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2200,"FBN1","hsa-mir-582-5p","hsa-mir-760",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase",0.916061113503576,-0.04684322060582,0.295051013049031,1.11288461093904,0.207802495010764,-0.255403170339963,"hsa-mir-760","hsa-mir-582-5p",2200,15.7585890882996,15.8615443844752,14.2198338961655,"15.8768445815257","14.4744222393254","16.5630086040625","14.1941196506376","15.4526281573957","17.1386333234956","15.0841734513321","15.0670168071779","16.1621448507486","16.8553171103373","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2200,"FBN1","hsa-mir-616-5p","hsa-mir-29b-3p",0.002,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.134192760279509,1.4469390948924,0.504345584953716,-0.197838922359507,0.207802495010764,-0.255403170339963,"hsa-mir-29b-3p","hsa-mir-616-5p",2200,17.0287431935259,15.9926517841167,15.8091665646043,"14.5564216777574","17.2209877357986","16.8093142334921","13.9311528867498","16.9480843621031","15.7868059426496","14.9964314799209","16.0064925801497","15.7655153641101","14.0109374836547","16.6224196008936","18.7759859690881","13.8935335080109","16.1896768500023","17.2664245455978","14.2274946001983","12.6253256516719","15.652741359754","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2247,"FGF2","hsa-mir-196a-5p","hsa-mir-877-5p",5e-04,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15797633'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17986855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19352388'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27966750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31525429'>PubMedLink</a>","tarbase","tarbase",0.272390577436384,0.437034530475507,0.0423020949854192,2.11070076309214,0.0314629383384114,-0.450540556340866,"hsa-mir-877-5p","hsa-mir-196a-5p",2247,12.2244042871495,15.9172154460022,15.6048105963551,"12.9076929436153","14.2015821988587","13.9209732961574","13.4652888087564","16.2451375576295","10.9779001204947","13.2621228360757","11.7185090117566","12.843323866807","12.9062932106224","13.4867725614939","13.7014608700246","12.983342292313","14.3327292355046","14.3482543802535","11.6681423423631","10.9213092315954","15.2578658214682","11.2441962435066","13.9083953787056","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2316,"FLNA","hsa-mir-653-5p","hsa-mir-940",0.0055,FALSE,NA,NA,NA,"tarbase","tarbase",0.561937086022753,0.390565676666843,0.0133451587487163,2.50401908039169,0.333743801325253,-0.169035441129679,"hsa-mir-940","hsa-mir-653-5p",2316,22.6454992596967,20.4155128264379,22.1319902789214,"23.5455451146754","20.6540465107743","18.6323244215944","20.1951128690458","21.4955106152224","21.2736051860278","21.6438167268367","21.1273458124298","22.0541229707022","20.9672765586382","20.5078533910313","20.0101826903896","20.2434266634422","21.9525447112629","21.5954823161437","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2651,"GCNT2","hsa-mir-142-3p","hsa-mir-19a-3p",5e-04,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28978096'>PubMedLink</a>","tarbase","tarbase",0.177249722225083,0.414639083595645,0.422649790567994,0.340295375219834,0.934373761692945,-0.0179723963136174,"hsa-mir-19a-3p","hsa-mir-142-3p",2651,16.2325806270912,13.4954272577848,15.6492173047727,"14.5290968725354","16.9544601330257","13.256135199349","13.0356006106225","11.7356378426826","14.9144607800544","15.0488681460848","15.6065425317018","16.4699953086496","14.7806264056433","15.3382640906973","14.3124633887183","13.0388861598771","15.5745179740512","13.6858479953013","15.9384011782956","14.5762619564037","16.3637421904507","17.9098084569534","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2673,"GFPT1","hsa-mir-19a-3p","hsa-mir-143-3p",0.0085,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29336659'>PubMedLink</a>",NA,"mirtarbase tarbase","tarbase",0.422649790567994,0.340295375219834,0.00927646173608533,-0.535773518932881,0.959471879393756,0.0100495265771092,"hsa-mir-143-3p","hsa-mir-19a-3p",2673,20.4651231223047,17.9098878916883,19.7001931510753,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3480,"IGF1R","hsa-mir-135b-3p","hsa-mir-3065-3p",0.006,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/14599874'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17709267'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23060553'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23453369'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27206217'>PubMedLink</a>","tarbase","tarbase",0.0187317739494909,3.11282904058621,0.503255224772258,0.291655624495029,0.898389816310299,-0.0254887454022137,"hsa-mir-3065-3p","hsa-mir-135b-3p",3480,17.974428868044,16.4582300120098,17.8967432180048,"16.3609784129766","19.0507678505504","18.1708826722241","16.6657829438421","18.4447407627498","18.2405190486211","18.1986653147535","17.235787001525","17.5372411489283","15.5330461035042","18.1924268974091","18.5029858338417","16.6680026863936","17.6229860805279","17.4613574242824","17.6034699530482","18.6661195984162","18.1175252364763","17.4321219438648","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
