"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50","_c51","_c52","_c53","_c54","_c55","_c56","_c57","_c58","_c59","_c60","_c61","_c62","_c63","_c64","_c65","_c66","_c67","_c68","_c69"
1191,"CLU","hsa-mir-1228-5p","hsa-mir-20a-5p",0.002,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15578711'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15578711'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19391138'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22185350'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23208459'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23208459'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26293319'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29970704'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31540420'>PubMedLink</a>","mirtarbase","tarbase","hsa-mir-20a-5p","hsa-mir-1228-5p",1191,20.060205153659,23.6200319860195,21.955839004951,"21.567948571847","22.797579755614","21.1401905890268","20.3751435742156","21.6537704683871","22.1634218915729","20.2718572799891","17.5409052502887","18.6228222713052","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1718,"DHCR24","hsa-mir-129-2-3p","hsa-mir-204-5p",0.0085,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28950890'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31002355'>PubMedLink</a>","tarbase","tarbase","hsa-mir-204-5p","hsa-mir-129-2-3p",1718,20.8277914829616,21.3929051066093,20.1956530080824,"20.4776215782816","20.6867023082828","21.5652809579122","20.1624857906286","21.4735382904012","21.7725658537094","22.0198432354579","20.4871212733064","21.689500543836","21.0677246877189","21.6667479495092","20.169589640766","20.8961591817739","21.9545298065106","22.9391497626293","21.5541402515375","22.0847526635203","19.862261693657","18.2610654077641","21.5539198331274","21.1248380439558","22.6919387955266","20.5681284725328","20.5682163493226","23.1869013591398","18.715418379476","22.0887998014185","20.5118179869656","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2182,"ACSL4","hsa-mir-130a-3p","hsa-mir-200b-3p",0.003,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26416421'>PubMedLink</a>",NA,"mirtarbase","mirtarbase","hsa-mir-200b-3p","hsa-mir-130a-3p",2182,16.4181863669415,18.3702428889956,16.6610175184014,"17.7618462408565","17.6025793792401","16.0292711504477","17.2987235447301","17.217150176348","18.1242922519846","16.9371322395436","17.2367870007088","17.2048487622103","17.6223031119377","18.4745255727666","18.0175360763083","18.5090734998146","17.9314383114535","17.1920608960416","16.5002346833054","16.5191981520865","18.2663635269618","17.4377923776628","17.4848789653891","16.876042925681","17.0072013184625","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2200,"FBN1","hsa-mir-183-3p","hsa-mir-98-5p",0.008,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-98-5p","hsa-mir-183-3p",2200,13.112529400267,16.0603889647594,15.8138717065283,"15.4532597615112","16.4815314896466","14.0627593845307","16.2071960003221","16.631402734575","14.4040524530152","14.5903688799601","14.9730635182083","14.0914735481524","16.8579595196242","17.4555054608037","13.6092509959118","18.0421295020532","16.2906413429069","15.6343876269787","14.2039911882933","14.8295711223388","13.2239222424683","12.6775624942081","15.4460606421646","14.5340353001361","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2200,"FBN1","hsa-mir-96-5p","hsa-mir-10b-3p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-10b-3p","hsa-mir-96-5p",2200,13.9348396793636,13.1059318122608,13.4647981742034,"15.1089424553134","13.8921022989875","11.5648442009107","16.1239547759369","15.0546205242118","15.029102065658","17.6721595433312","14.0914735481524","17.8614074540115","16.3509022800616","15.996584012201","14.2039911882933","17.2467490811199","17.5937627723679","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2200,"FBN1","hsa-mir-96-5p","hsa-mir-20a-5p",0.003,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-20a-5p","hsa-mir-96-5p",2200,15.5104442829461,13.8820130198976,15.5507369182802,"13.1059318122608","11.5648442009107","16.1239547759369","16.0025777342442","15.0546205242118","17.7776374055935","16.631402734575","18.3277051505598","15.029102065658","14.9730635182083","14.9592665699773","16.3509022800616","15.8219834100789","13.5123334359945","14.2039911882933","17.9496944502","13.2239222424683","12.6775624942081","15.4460606421646","14.98427668086","14.5340353001361","17.5937627723679","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2254,"FGF9","hsa-mir-15a-5p","hsa-mir-22-3p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29904943'>PubMedLink</a>","tarbase","tarbase","hsa-mir-22-3p","hsa-mir-15a-5p",2254,12.7670336062769,10.8409981032915,11.7708516458112,"-2","8.84921733196437","10.4871156018004","15.1664266083472","12.9070621489931","8.71113594852135","14.9109899027046","14.9235442842364","9.63818503013137","14.7253096840473","12.3947248498068","12.5748505848631","15.5156104648601","12.5771034397697","13.3837171031928","13.2827039126861","11.0171441538018","11.0438896164171","15.6322097219893","11.726536414353","12.612317516803","10.6090868138897","10.7570872494743","14.1328483134359","13.3716934421513","11.4558048589009","9.88393923404841","13.0487969268321","13.3991287006625","14.274953238736","11.8010424601339","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3206,"HOXA10","hsa-mir-320c","hsa-mir-29b-3p",0.0035,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/19017365'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20009888'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20151152'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23276799'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23888944'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24607788'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26151663'>PubMedLink</a>","tarbase","tarbase","hsa-mir-29b-3p","hsa-mir-320c",3206,10.1495742309864,-2,14.5592035284149,"11.3592394251714","10.739459764306","11.3534730518065","6.34003515967849","11.4246086714628","9.25237431821982","10.1922196699633","12.0291591542424","11.9391133585911","12.4674174390671","9.3094349072366","15.2768311730559","-2","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3480,"IGF1R","hsa-mir-223-3p","hsa-mir-224-5p",0.0025,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/28587313'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25017423'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/20950153'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21317933'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24727326'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24932685'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26708715'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30119207'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30237504'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31140856'>PubMedLink</a>","mirtarbase","mirtarbase tarbase","hsa-mir-224-5p","hsa-mir-223-3p",3480,17.5461966690561,16.0967753498398,16.4019419422341,"17.0110596562188","16.7529261406988","16.2456777668326","16.8715920470025","16.976857669427","17.1448579213312","16.4000275177808","17.8535977654218","16.2612561358992","16.8970628577208","14.2729555088239","17.581834213292","18.0646895940681","19.0396219651871","16.4906759428702","18.0618641338913","17.9771432619484","17.5774327644463","18.2908508184009","16.4586834601815","15.3727649386381","18.6730368324845","17.7159454521454","16.084913364694","14.6904115617809","17.5257486857505","15.9597938913256","16.4168799055139","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3480,"IGF1R","hsa-mir-452-5p","hsa-mir-185-5p",0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/20950153'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21317933'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24727326'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24932685'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26708715'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30119207'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30237504'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31140856'>PubMedLink</a>","tarbase","mirtarbase","hsa-mir-185-5p","hsa-mir-452-5p",3480,17.5461966690561,18.0037799381616,16.0967753498398,"17.2524623822916","15.8672458462425","17.0110596562188","16.7529261406988","16.4000275177808","17.4838167466219","17.8535977654218","16.4472022109739","16.2612561358992","17.3923709079499","16.8970628577208","14.2729555088239","17.581834213292","13.8651819213138","17.5979087645446","19.0396219651871","17.1691437378619","16.4906759428702","17.5774327644463","16.4586834601815","18.06102151543","17.0220747903773","16.8222686346529","17.3136941662488","15.3727649386381","15.8134460261969","17.4035943684696","16.6219882738799","14.8614883602698","16.556616571439","15.9597938913256","16.4168799055139","14.3097115679608","19.3474095054611","18.6797345866694","17.688185468999","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3779,"KCNMB1","hsa-mir-1226-3p","hsa-mir-1262",0.0015,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-1262","hsa-mir-1226-3p",3779,10.3817809135792,12.1661461787316,13.2412522037751,"12.4616729311179","12.0394616701018","10.5466159957944","13.4354297578856","11.8597732951012","13.1789062310283","12.3201838539188","11.0181542390615","12.0226939204522","12.9047433183775","10.6586001626488","13.5978885352547","11.6441507881693","14.0950944034423","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4277,"MICB","hsa-mir-20a-5p","hsa-mir-760",0.003,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27726922'>PubMedLink</a>",NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-760","hsa-mir-20a-5p",4277,12.7587883163557,14.3923786433079,12.9781740927893,"15.4061321750731","16.7514380469338","14.9142862980302","13.3342793871763","14.8830350533202","14.4190783643141","17.0560468980247","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5139,"PDE3A","hsa-mir-31-5p","hsa-mir-29b-3p",0.003,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-29b-3p","hsa-mir-31-5p",5139,15.4975111492818,15.1723492858602,15.547180118527,"15.4567983099203","14.1926245394761","11.8828125127798","13.7244928351085","16.4241561969082","16.5060319606759","12.8805819557771","16.3045747612959","15.3555042045878","13.8958530396702","15.6961303242991","13.7088788640033","15.7642789926202","15.37370751236","17.2177832349484","15.9582116293239","17.0432383812812","15.0011767252053","15.6724958627252","14.0953860797971","16.1616365711745","12.8858670542862","17.1091459510918","15.9594412449648","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
