"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40"
1073,"CFL2","hsa-mir-106a-5p","hsa-mir-153-3p",0.0085,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.540073673841997,-0.128986623206974,0.00026324192368962,-1.0426542419916,0.629259661541474,-0.0530894750642791,"hsa-mir-153-3p","hsa-mir-106a-5p",1073,16.0489281693275,15.1197489481638,"15.5414532794622","14.9746570083562","15.3116677586695","17.9743338787049","15.3037480378885","15.5643740496936","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1073,"CFL2","hsa-mir-17-5p","hsa-mir-148a-3p",5e-04,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30735457'>PubMedLink</a>",NA,"mirtarbase tarbase","tarbase",0.441381002128842,0.109186348390277,0.00863381843168056,-0.280062801491721,0.629259661541474,-0.0530894750642791,"hsa-mir-148a-3p","hsa-mir-17-5p",1073,15.4070879694792,16.0489281693275,"15.7612177060412","16.0860455903393","15.5414532794622","17.602481564951","14.6555072981159","15.1772854764681","16.9601695656583","15.3037480378885","15.5643740496936","14.419700583736","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1152,"CKB","hsa-mir-939-5p","hsa-mir-148a-3p",0.003,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30735457'>PubMedLink</a>",NA,"tarbase","tarbase",0.388258380518144,0.405988927115942,0.00863381843168056,-0.280062801491721,0.0218934363700734,-0.227034716276294,"hsa-mir-148a-3p","hsa-mir-939-5p",1152,17.608815303114,17.486606857104,"16.0888352522972","20.4415924703495","16.6922767809925","15.9807380079366","20.7039549015276","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1277,"COL1A1","hsa-mir-3150b-3p","hsa-mir-31-5p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30537034'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30604926'>PubMedLink</a>","mirtarbase","tarbase",0.00185513472178015,1.53744137166486,0.670338844687304,0.0900157853765638,0.0665921898049179,0.179982394947575,"hsa-mir-31-5p","hsa-mir-3150b-3p",1277,24.9910072828847,20.2715163317716,"23.8910054758813","19.6161969308096","21.8205572392958","19.1521681900006","21.8298509622471","18.8082933048941","25.3771958595899","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1281,"COL3A1","hsa-mir-767-5p","hsa-mir-19a-3p",0.006,FALSE,NA,NA,NA,"mirtarbase","tarbase",4.79253207093608e-05,3.16100969415821,0.321989538623403,0.182199266719142,0.210811829140314,0.122498655099498,"hsa-mir-19a-3p","hsa-mir-767-5p",1281,22.3463287021039,20.5980132327895,"22.348773316016","20.2702294741725","23.0243365036155","22.7021949841569","21.4810290466274","21.7587053613186","23.7462950129906","22.2919916803621","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1404,"HAPLN1","hsa-mir-133b","hsa-mir-133a-3p",0.002,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/21351259'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29581734'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/30479571'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/30537034'>PubMedLink</a>",NA,"mirtarbase","mirtarbase",0.0007751250871209,-1.01176519247967,4.69397774247589e-06,-0.797048709710755,0.989467061591004,0.00165017789127097,"hsa-mir-133a-3p","hsa-mir-133b",1404,13.5064458724015,13.6819291271083,"12.6481189163412","10.4278615674281","9.92064257316023","12.2115223261644","10.4092820864508","11.859560306582","9.11695315972769","14.8257689102492","10.90613791158","11.8583179371005","10.7621046767942","13.0544016941707","15.6288930872686","12.5155025843206","10.8745442091584","15.8625660456618","14.965432601593","9.11794760544413","12.9831869903587","12.4968450843879","12.2354170374567","11.1026623466075","12.4251169971126","12.8206487472305","9.98245034048833","13.0299780291994","12.0391443303711","11.6755514873831","11.5815111360814","10.7981228571319","""""","""""","""""","""""","""""",""""""
1452,"CSNK1A1","hsa-mir-19a-3p","hsa-mir-421",0.002,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.321989538623403,0.182199266719142,0.0217342642495747,0.730397982904809,0.962597887038155,-0.00487302019172169,"hsa-mir-421","hsa-mir-19a-3p",1452,18.4985145599673,17.9538876956699,"18.6301173184464","18.3465652808173","16.9846137511024","18.3645923726625","17.6424775986025","19.0364991463499","18.5629242828533","17.7540187245059","17.8556809546487","17.9929054853452","17.230488098124","16.5214749969294","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1462,"VCAN","hsa-mir-3127-5p","hsa-mir-125a-3p",0.005,FALSE,NA,NA,NA,"tarbase","tarbase",0.281269310269274,0.29999594690153,0.0861666559653864,0.550440097095043,0.294080911554479,0.11512404554077,"hsa-mir-125a-3p","hsa-mir-3127-5p",1462,18.8712776947903,17.1273189394927,"17.9919444848866","15.4539742795014","19.497898708349","16.9357498566892","17.3561350125721","13.7377256086501","19.5169886541528","18.7944932819862","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1601,"DAB2","hsa-mir-106b-5p","hsa-mir-129-5p",0.0095,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/17009406'>PubMedLink</a>","mirtarbase tarbase","mirtarbase",0.294031875942692,0.158828026609789,1.63148570269129e-05,-1.03372416491895,0.553588265058586,0.0655978697847798,"hsa-mir-129-5p","hsa-mir-106b-5p",1601,17.2567145277852,16.2708746183889,"15.9694912629024","15.335348203124","16.2149045375125","15.3680825821823","16.3452382889622","16.1202547903368","15.1660757352466","15.8329846581578","14.878739222434","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1718,"DHCR24","hsa-mir-642a-5p","hsa-mir-532-5p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31064001'>PubMedLink</a>","mirtarbase","tarbase",0.0539445562209651,-0.579202374503277,0.430196586413313,-0.106409409742072,0.846723326922248,-0.0188026603658531,"hsa-mir-532-5p","hsa-mir-642a-5p",1718,20.5746590732972,19.2194985190603,"19.2267866656989","19.1336448984902","19.4658614693943","19.9908890628392","21.0411778215514","19.7145166603271","21.0612028714699","22.4390580339779","21.7696525686806","20.5770959772123","20.1849862369554","21.537261241047","19.3597984558865","20.6392677826504","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1938,"EEF2","hsa-mir-103a-2-5p","hsa-mir-502-5p",0,FALSE,NA,NA,NA,"tarbase","tarbase",0.363960072336781,0.282312068762918,0.548989794630381,-0.19283295138555,0.646502342787182,-0.0418315265108329,"hsa-mir-502-5p","hsa-mir-103a-2-5p",1938,22.6219516367193,23.463170326434,"24.353425813621","23.7709185290283","24.432165891156","22.8177500572953","22.6031469595628","22.6769969364686","22.7491977121681","23.3502479691107","22.663805033491","22.6598728063685","22.9057648961622","22.8079563471851","23.1767358289188","24.2789067764168","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2020,"EN2","hsa-mir-92a-1-5p","hsa-mir-3150b-3p",0.0095,TRUE,NA,NA,NA,"tarbase","mirtarbase",0.0109265921976787,0.777197916210268,0.00185513472178015,1.53744137166486,0.123140257205602,0.458888688168468,"hsa-mir-3150b-3p","hsa-mir-92a-1-5p",2020,12.0697959044264,14.2967950814822,"-2","13.8106300920057","9.68498096408536","-2","13.1131675514386","6.94587800662147","6.36478271361369","10.4242584055045","15.437499291211","15.2979252854492","12.9653624690475","7.28401439370725","6.37333375672087","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2043,"EPHA4","hsa-mir-301a-3p","hsa-mir-30a-3p",0.002,FALSE,NA,NA,NA,"tarbase","tarbase",0.0534041557798386,0.48363707023578,0.00854527198380856,-0.322021901271022,0.947635160489473,0.00751502278314431,"hsa-mir-30a-3p","hsa-mir-301a-3p",2043,15.4547867828145,17.061233308811,"13.4939152730221","14.014349581615","16.6762318440298","16.4567983562465","17.4608676876923","16.0528329085074","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2045,"EPHA7","hsa-mir-17-5p","hsa-mir-18a-5p",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase",0.441381002128842,0.109186348390277,0.0164332564847604,0.502776551997288,0.397990068369796,-0.105265826887829,"hsa-mir-18a-5p","hsa-mir-17-5p",2045,10.312792306013,8.42108764191003,"11.1689375003627","10.7222358069727","18.3841644247015","-2","11.7381863431514","12.8587293636015","8.532635492483","10.6758352009141","10.5497930681043","8.97529979104648","13.9182173168686","11.4296711199719","10.9906097588029","10.2521027756717","11.4828330809009","19.892168663956","11.8679696537117","13.7470981511595","11.6409622278438","13.6228703792558","9.53951017634161","6.85652884038019","6.23877013927365","15.0105659390451","8.30202134342927","10.2330458233298","15.7147102164494","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2247,"FGF2","hsa-mir-190a-5p","hsa-mir-215-5p",0.003,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10383711'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10938383'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12579092'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16278388'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17477358'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17569023'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17569023'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20945415'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24777337'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26487184'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26487184'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26833879'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27317650'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28927233'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29660336'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.0638480567141085,-0.455765403309255,0.450941209449217,-0.203105183867025,0.318575341489291,-0.116960292833054,"hsa-mir-215-5p","hsa-mir-190a-5p",2247,12.8061938041352,13.6531707205214,"14.5090573555311","11.6907982189484","11.3546049325172","13.7024703076234","12.3029050798313","12.267636085554","11.7305845936866","12.9224429625083","13.4241853941503","14.0260527546813","13.0710304433027","13.2508679329017","12.6067185239561","12.3952276748606","13.8514546545","12.6991271749504","12.1002006100707","11.1442644473722","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
