source,target,ModeOfRegulation,edgeType
CLOCK_tf,BHLHE40_target,1,direct
ESR1_tf,NCOA1_target,1,direct
ESR1_tf,NCOA1_target,1,direct
PPARA_tf,FADS2_target,1,direct
PPARA_tf,FADS2_target,1,direct
AR_tf,PNRC1_target,1,direct
AR_tf,ATF6_target,1,direct
AR_tf,C1orf21_target,1,direct
mir-146a-5p/mir-431-5p,APBB2_target,"",indirect
mir-378a-3p/mir-378c,BIRC5_target,"",indirect
mir-125a-5p/mir-30a-5p,APOA1_target,"",indirect
mir-181d-5p/mir-30a-5p,APOA1_target,"",indirect
mir-301a-3p/mir-301b-3p,BCL2_target,"",indirect
mir-141-3p/mir-200a-3p,BGLAP_target,"",indirect
mir-146a-5p/mir-382-5p,TSC22D3_target,"",indirect
mir-183-5p/mir-96-5p,HLA-E_target,"",indirect
mir-125a-5p/mir-30a-5p,HMGCS1_target,"",indirect
mir-20a-3p/mir-20a-5p,IL10_target,"",indirect
mir-127-3p/mir-382-5p,PER1_target,"",indirect
mir-342-3p/mir-381-3p,PER1_target,"",indirect
mir-381-3p/mir-382-5p,PER1_target,"",indirect
let-7a-2-3p/mir-139-5p,POU2AF1_target,"",indirect
mir-17-5p/mir-20a-5p,PTGS2_target,"",indirect
mir-18a-5p/mir-766-3p,KDM5A_target,"",indirect
mir-18a-5p/mir-20a-3p,ZFP36_target,"",indirect
mir-130a-3p/mir-20a-5p,BHLHE40_target,"",indirect
mir-20a-5p/mir-501-5p,BHLHE40_target,"",indirect
mir-17-5p/mir-501-5p,BHLHE40_target,"",indirect
mir-17-5p/mir-877-5p,BHLHE40_target,"",indirect
mir-19b-3p/mir-877-5p,BHLHE40_target,"",indirect
mir-20a-5p/mir-877-5p,BHLHE40_target,"",indirect
mir-17-5p/mir-301b-3p,NCOA1_target,"",indirect
mir-19b-3p/mir-301b-3p,NCOA1_target,"",indirect
mir-125a-5p/mir-181c-5p,FADS2_target,"",indirect
mir-181c-5p/mir-30a-5p,FADS2_target,"",indirect
mir-183-5p/mir-30a-5p,PNRC1_target,"",indirect
mir-183-5p/mir-381-3p,ATF6_target,"",indirect
mir-589-3p/mir-675-3p,C1orf21_target,"",indirect
