"entrezgene_id","hgnc_symbol","mirna1","mirna2","Two_Var_XZ","Two_Var_YZ","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","median1","median2","mRNA_pvalue","mRNA_logFC"
119,"ADD2","hsa-mir-940","hsa-mir-185-5p",0.1535,0.0365,0.007,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",11.0137869895838,9.68461112302688,0.531771259397467,0.196006766670095
120,"ADD3","hsa-mir-181d-5p","hsa-mir-181c-5p",0.042,0.0835,0.004,FALSE,"NA","NA","NA"," tarbase "," tarbase ",18.4715422707767,17.2137485621832,0.802924119029094,-0.0594796463221174
182,"JAG1","hsa-mir-214-3p","hsa-mir-3613-3p",0.014,0.0245,0.001,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/24797362'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27270422'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28469954'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28926924'>PubMedLink</a>","mirtarbase  ","mirtarbase  ",18.7795812265057,17.3522451090381,0.837611559670578,0.0495773722125083
196,"AHR","hsa-mir-30b-3p","hsa-mir-196b-5p",0.338,0.0155,0.0035,TRUE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/30127998'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31847600'>PubMedLink</a>","mirtarbase  "," tarbase ",17.82099630889,16.4369673440111,0.902846179712956,0.0297908090894862
214,"ALCAM","hsa-let-7e-5p","hsa-let-7f-5p",0.024,0.0435,0,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/30995926'>PubMedLink</a>"," tarbase "," tarbase ",18.0981356454045,17.0961089708041,0.88689220025489,-0.0343459597581668
214,"ALCAM","hsa-mir-19a-3p","hsa-mir-19b-3p",0.1385,0.0175,0.001,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/30995926'>PubMedLink</a>"," tarbase "," tarbase ",18.4631493768861,17.4169608813916,0.88689220025489,-0.0343459597581668
316,"AOX1","hsa-mir-542-3p","hsa-mir-218-5p",0.2995,0.173,0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/29103020'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/30636169'>PubMedLink</a>","NA","NA"," tarbase "," tarbase ",16.9947911754056,15.2769580086527,0.32570319379668,-0.239402714307032
330,"BIRC3","hsa-mir-1277-3p","hsa-mir-200b-3p",0.1215,0.0665,0.0015,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/19276372'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28635396'>PubMedLink</a>"," tarbase "," tarbase ",16.3776211974481,14.4414793690109,0.84689809462787,-0.0497749510243564
330,"BIRC3","hsa-mir-576-5p","hsa-mir-200b-3p",0.0345,0.0735,0.0045,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/19276372'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28635396'>PubMedLink</a>"," tarbase "," tarbase ",16.2200488096564,14.7179111245024,0.84689809462787,-0.0497749510243564
368,"ABCC6","hsa-mir-195-5p","hsa-mir-362-3p",0.041,0.011,5e-04,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/25775010'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/28032380'>PubMedLink</a>","NA","NA","mirtarbase  ","mirtarbase  ",12.8049860499994,10.5397068507032,0.2253943786642,-0.325756247768962
368,"ABCC6","hsa-mir-497-5p","hsa-mir-362-3p",0.3045,0.014,0.007,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",11.8986969833119,10.7328216355845,0.2253943786642,-0.325756247768962
368,"ABCC6","hsa-mir-625-5p","hsa-mir-362-3p",0.071,0.011,0.0075,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",13.2154184158133,11.1302641954849,0.2253943786642,-0.325756247768962
382,"ARF6","hsa-mir-145-5p","hsa-mir-125b-5p",0.018,0.0125,5e-04,FALSE,"NA","NA","NA","mirtarbase tarbase "," tarbase ",19.8378347466118,18.8043913369885,0.981147711683815,0.00544490156692155
388,"RHOB","hsa-let-7c-5p","hsa-mir-191-3p",0.038,0.3095,0.0035,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/31576138'>PubMedLink</a>","mirtarbase tarbase "," tarbase ",22.7562613299692,21.7526414690174,0.65146795089735,-0.0967021576532772
388,"RHOB","hsa-let-7c-5p","hsa-mir-223-3p",0.04,0.067,0,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gSARC/29628305'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/31576138'>PubMedLink</a>","mirtarbase tarbase ","mirtarbase  ",22.6981244701273,21.5637527172477,0.65146795089735,-0.0967021576532772
388,"RHOB","hsa-let-7c-5p","hsa-mir-342-5p",0.032,0.0145,5e-04,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/31576138'>PubMedLink</a>","mirtarbase tarbase ","mirtarbase  ",22.4877649302014,21.4301232298011,0.65146795089735,-0.0967021576532772
388,"RHOB","hsa-let-7c-5p","hsa-mir-3615",0.0395,0.0155,0,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/31576138'>PubMedLink</a>","mirtarbase tarbase "," tarbase ",22.6981244701273,21.5983904365119,0.65146795089735,-0.0967021576532772
388,"RHOB","hsa-let-7c-5p","hsa-mir-642a-5p",0.051,0.0595,0,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/31576138'>PubMedLink</a>","mirtarbase tarbase ","mirtarbase tarbase ",22.7312312371512,21.5506072585859,0.65146795089735,-0.0967021576532772
388,"RHOB","hsa-mir-342-5p","hsa-mir-223-3p",0.021,0.0835,0.007,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gSARC/29628305'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/31576138'>PubMedLink</a>","mirtarbase  ","mirtarbase  ",22.5551840515773,21.062083460601,0.65146795089735,-0.0967021576532772
433,"ASGR2","hsa-mir-15b-5p","hsa-mir-363-3p",0.052,0.115,0.005,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30093112'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gSARC/29471893'>PubMedLink</a>","NA","mirtarbase  ","mirtarbase  ",12.3034962069069,11.2358002205727,0.625425531134328,-0.136338225946192
481,"ATP1B1","hsa-mir-200b-3p","hsa-mir-200c-3p",0.26,0.097,0.008,FALSE,"NA","NA","NA"," tarbase "," tarbase ",19.405180793472,18.2626017472649,0.471719905485888,-0.162882913457817
488,"ATP2A2","hsa-mir-106b-5p","hsa-mir-130b-3p",0.076,0.1075,0,FALSE,"NA","NA","NA"," tarbase "," tarbase ",19.4912416046188,18.4379014684226,0.948696776655811,0.0150953420190279
488,"ATP2A2","hsa-mir-106b-5p","hsa-mir-940",0.0575,0.072,0.002,FALSE,"NA","NA","NA"," tarbase "," tarbase ",19.8456439058386,18.6099692447159,0.948696776655811,0.0150953420190279
488,"ATP2A2","hsa-mir-15b-5p","hsa-mir-196b-5p",0.4905,0.2565,0.0025,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30093112'>PubMedLink</a>","NA","NA","mirtarbase tarbase "," tarbase ",19.721225674794,18.5179783551514,0.948696776655811,0.0150953420190279
488,"ATP2A2","hsa-mir-18a-5p","hsa-mir-106b-5p",0.048,0.0275,5e-04,FALSE,"NA","NA","NA"," tarbase "," tarbase ",19.6318607012749,18.4831085310744,0.948696776655811,0.0150953420190279
488,"ATP2A2","hsa-mir-18a-5p","hsa-mir-196b-5p",0.0835,0.2325,0.007,FALSE,"NA","NA","NA"," tarbase "," tarbase ",19.6318607012749,18.5868777211734,0.948696776655811,0.0150953420190279
558,"AXL","hsa-mir-186-5p","hsa-mir-1-3p",0.019,0.023,0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30897321'>PubMedLink</a>","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/23527720'>PubMedLink</a>"," tarbase ","mirtarbase tarbase ",20.7652123859895,19.2208466890741,0.731209384996352,0.0807967919707334
558,"AXL","hsa-mir-32-5p","hsa-mir-34a-5p",0.1815,0.0105,0.0045,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/23527720'>PubMedLink</a>"," tarbase ","mirtarbase tarbase ",20.0440565053394,18.3295484419382,0.731209384996352,0.0807967919707334
558,"AXL","hsa-mir-532-3p","hsa-mir-1-3p",0.0185,0.021,0.005,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/23527720'>PubMedLink</a>"," tarbase ","mirtarbase tarbase ",20.3449344634868,18.0327631968652,0.731209384996352,0.0807967919707334
667,"DST","hsa-mir-181c-5p","hsa-mir-335-5p",0.5655,0.075,0,FALSE,"NA","NA","NA"," tarbase ","mirtarbase tarbase ",17.5389028569787,16.4692510599213,0.761047324525219,0.075773226315478
667,"DST","hsa-mir-188-3p","hsa-mir-129-5p",0.0135,0.0125,0.007,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gSARC/28535514'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/29328417'>PubMedLink</a>","NA"," tarbase "," tarbase ",18.3154737532483,16.2975497252551,0.761047324525219,0.075773226315478
667,"DST","hsa-mir-222-3p","hsa-mir-335-5p",0.131,0.1005,0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30584323'>PubMedLink</a>","NA","NA"," tarbase ","mirtarbase tarbase ",17.9897339114174,16.9241213885517,0.761047324525219,0.075773226315478
667,"DST","hsa-mir-29b-2-5p","hsa-mir-215-5p",0.2295,0.396,5e-04,FALSE,"NA","NA","NA"," tarbase ","mirtarbase tarbase ",17.5368392502929,16.2557949004135,0.761047324525219,0.075773226315478
667,"DST","hsa-mir-301b-3p","hsa-mir-10a-5p",0.0275,0.471,0.0075,FALSE,"NA","NA","NA"," tarbase "," tarbase ",18.1826492650902,16.6306395320207,0.761047324525219,0.075773226315478
672,"BRCA1","hsa-mir-181a-5p","hsa-mir-10b-5p",0.055,0.0185,0.009,FALSE,"NA","NA","NA
<a href='https://pubmed.ncbi.nlm.nih.gov/31807162'>PubMedLink</a>","mirtarbase tarbase ","mirtarbase tarbase ",15.9481801171858,14.8272587830246,0.492923593063058,0.184683219630225
813,"CALU","hsa-mir-136-3p","hsa-mir-141-3p",0.08,0.1275,0.0025,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gSARC/29251328'>PubMedLink</a>","NA"," tarbase "," tarbase ",21.2235767274558,20.151035445517,0.643271085926764,0.104856843554986
999,"CDH1","hsa-mir-15b-5p","hsa-mir-224-5p",0.227,0.014,0.0015,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30093112'>PubMedLink</a>","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/11733362'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11733362'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15467754'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15467754'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27155790'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28694763'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30959202'>PubMedLink</a>"," tarbase ","mirtarbase tarbase ",13.1663563200699,11.6808331753001,0.1767804945123,-0.413009029323476
1028,"CDKN1C","hsa-mir-222-3p","hsa-mir-221-3p",0.03,0.0225,0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30584323'>PubMedLink</a>","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/10935489'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30119259'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31406254'>PubMedLink</a>","mirtarbase tarbase ","mirtarbase tarbase ",17.6265513235812,16.4545119921715,0.446357104821095,-0.179234307868355
1233,"CCR4","hsa-mir-532-3p","hsa-mir-129-5p",0.054,0.0755,0.007,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gSARC/28535514'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/29328417'>PubMedLink</a>","NA","mirtarbase  ","mirtarbase  ",12.3154786272305,9.43641654215843,0.961010786743011,0.0147306422996195
1295,"COL8A1","hsa-mir-146b-3p","hsa-let-7e-5p",0.0105,0.0125,0,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",19.2626549230222,17.6276701639569,0.740984240785087,0.0835203415065382
1316,"KLF6","hsa-mir-204-5p","hsa-mir-301a-3p",0.3115,0.053,5e-04,TRUE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/22855058'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23322324'>PubMedLink</a>"," tarbase ","mirtarbase  ",20.0495891190204,18.9126154433086,0.945476671062122,-0.0157836080309366
1373,"CPS1","hsa-mir-17-5p","hsa-let-7e-5p",0.117,0.7675,5e-04,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30302813'>PubMedLink</a>","NA","NA","mirtarbase  "," tarbase ",15.4044620525615,14.0813026187515,0.573694247937366,0.157876255138786
1373,"CPS1","hsa-mir-874-3p","hsa-mir-29c-3p",0.0795,0.95,5e-04,FALSE,"NA","NA","NA"," tarbase "," tarbase ",14.9775654833614,13.819341935548,0.573694247937366,0.157876255138786
1462,"VCAN","hsa-mir-106b-5p","hsa-mir-27b-3p",0.6175,0.2685,0.0015,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/16540432'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21671478'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25562163'>PubMedLink</a>"," tarbase "," tarbase ",20.0640556548435,19.0316991822593,0.355187843578059,0.226904488896776
1545,"CYP1B1","hsa-mir-148a-3p","hsa-mir-181a-2-3p",0.194,0.046,0.0065,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",18.6248023984886,15.7678786157987,0.945356011913948,0.017074551924248
1545,"CYP1B1","hsa-mir-148a-3p","hsa-mir-410-3p",0.2455,0.157,5e-04,FALSE,"NA","NA","NA"," tarbase "," tarbase ",18.5766526755085,16.4043618323466,0.945356011913948,0.017074551924248
1545,"CYP1B1","hsa-mir-148a-3p","hsa-mir-889-3p",0.2495,0.1675,0,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gSARC/30951952'>PubMedLink</a>","NA"," tarbase "," tarbase ",18.6436647672369,16.5867082379079,0.945356011913948,0.017074551924248
1545,"CYP1B1","hsa-mir-148a-5p","hsa-mir-181a-2-3p",0.79,0.041,0.0085,FALSE,"NA","NA","NA","mirtarbase tarbase ","mirtarbase  ",18.658601421031,15.5527378681788,0.945356011913948,0.017074551924248
1545,"CYP1B1","hsa-mir-148a-5p","hsa-mir-410-3p",0.842,0.1835,5e-04,FALSE,"NA","NA","NA","mirtarbase tarbase "," tarbase ",18.5766526755085,16.347435823979,0.945356011913948,0.017074551924248
1545,"CYP1B1","hsa-mir-148a-5p","hsa-mir-542-3p",0.824,0.0105,5e-04,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gSARC/29103020'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/30636169'>PubMedLink</a>","NA","mirtarbase tarbase "," tarbase ",18.1995045237307,16.3204879030022,0.945356011913948,0.017074551924248
1545,"CYP1B1","hsa-mir-148a-5p","hsa-mir-889-3p",0.7885,0.1945,0,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gSARC/30951952'>PubMedLink</a>","NA","mirtarbase tarbase "," tarbase ",18.6248023984886,16.473915315842,0.945356011913948,0.017074551924248
1545,"CYP1B1","hsa-mir-181a-5p","hsa-mir-410-3p",0.095,0.202,0.0045,FALSE,"NA","NA","NA"," tarbase "," tarbase ",18.6924004435734,16.2964033193033,0.945356011913948,0.017074551924248
1545,"CYP1B1","hsa-mir-199a-3p","hsa-mir-181a-5p",0.663,0.047,0.002,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/21666078'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/23269581'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/25775010'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/25931818'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/26079799'>PubMedLink</a>","NA","NA"," tarbase "," tarbase ",18.1026468524125,16.5726860306917,0.945356011913948,0.017074551924248
1545,"CYP1B1","hsa-mir-199a-3p","hsa-mir-410-3p",0.583,0.218,0.0015,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/21666078'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/23269581'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/25775010'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/25931818'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/26079799'>PubMedLink</a>","NA","NA"," tarbase "," tarbase ",17.9616497937763,16.473915315842,0.945356011913948,0.017074551924248
1545,"CYP1B1","hsa-mir-199a-3p","hsa-mir-542-3p",0.5865,0.0105,0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/21666078'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/23269581'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/25775010'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/25931818'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/26079799'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gSARC/29103020'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/30636169'>PubMedLink</a>","NA"," tarbase "," tarbase ",17.802591581086,16.4530498237273,0.945356011913948,0.017074551924248
1545,"CYP1B1","hsa-mir-199a-3p","hsa-mir-889-3p",0.6025,0.2275,0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/21666078'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/23269581'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/25775010'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/25931818'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/26079799'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gSARC/30951952'>PubMedLink</a>","NA"," tarbase "," tarbase ",18.1026468524125,16.2964033193033,0.945356011913948,0.017074551924248
1545,"CYP1B1","hsa-mir-199b-3p","hsa-mir-410-3p",0.559,0.167,0,FALSE,"NA","NA","NA"," tarbase "," tarbase ",17.9616497937763,16.473915315842,0.945356011913948,0.017074551924248
1545,"CYP1B1","hsa-mir-199b-3p","hsa-mir-889-3p",0.5955,0.198,0.0015,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gSARC/30951952'>PubMedLink</a>","NA"," tarbase "," tarbase ",18.1026468524125,16.2964033193033,0.945356011913948,0.017074551924248
1545,"CYP1B1","hsa-mir-410-3p","hsa-mir-181a-2-3p",0.2205,0.0555,0.001,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",18.6924004435734,15.8987936995504,0.945356011913948,0.017074551924248
1545,"CYP1B1","hsa-mir-542-3p","hsa-mir-889-3p",0.0125,0.168,5e-04,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/29103020'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSARC/30636169'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gSARC/30951952'>PubMedLink</a>","NA"," tarbase "," tarbase ",18.6248023984886,16.4530498237273,0.945356011913948,0.017074551924248
1545,"CYP1B1","hsa-mir-708-5p","hsa-mir-181a-5p",0.2735,0.095,0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30783484'>PubMedLink</a>","NA","NA"," tarbase "," tarbase ",18.8684188325776,16.3788455800088,0.945356011913948,0.017074551924248
1545,"CYP1B1","hsa-mir-889-3p","hsa-mir-181a-2-3p",0.212,0.0505,0.0015,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30951952'>PubMedLink</a>","NA","NA"," tarbase ","mirtarbase  ",18.7622090508323,16.3788455800088,0.945356011913948,0.017074551924248
1545,"CYP1B1","hsa-mir-889-3p","hsa-mir-181a-5p",0.1805,0.0585,0.009,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30951952'>PubMedLink</a>","NA","NA"," tarbase "," tarbase ",18.773683751049,16.3788455800088,0.945356011913948,0.017074551924248
1545,"CYP1B1","hsa-mir-889-3p","hsa-mir-410-3p",0.1585,0.236,0.0015,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30951952'>PubMedLink</a>","NA","NA"," tarbase "," tarbase ",18.1026468524125,16.5366255144388,0.945356011913948,0.017074551924248
1595,"CYP51A1","hsa-mir-197-3p","hsa-mir-424-5p",0.354,0.1715,0.0035,FALSE,"NA","NA","NA"," tarbase "," tarbase ",14.5209824985586,13.3690366150859,0.964663248624147,0.0120286750171701
1824,"DSC2","hsa-mir-301a-3p","hsa-mir-204-5p",0.311,0.868,0.0085,FALSE,"NA","NA","NA"," tarbase "," tarbase ",14.4357395612377,13.3571879217896,0.867977471177286,-0.0456817638359582
1869,"E2F1","hsa-mir-330-3p","hsa-mir-330-5p",0.0755,0.018,0.0025,TRUE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/11393276'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16849574'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17001603'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19541929'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21959981'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27356624'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27721258'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29039472'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30220967'>PubMedLink</a>","mirtarbase tarbase mirecords"," tarbase mirecords",19.6533117540868,18.5935315292301,0.269409689483213,0.277662056069701
1952,"CELSR2","hsa-mir-17-5p","hsa-mir-328-3p",0.021,0.0755,5e-04,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30302813'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gSARC/30936722'>PubMedLink</a>","NA"," tarbase "," tarbase ",16.0120422214274,14.8109831772807,0.481435434526876,-0.181829825676846
1952,"CELSR2","hsa-mir-18a-5p","hsa-mir-182-5p",0.0195,0.063,0.0095,FALSE,"NA","NA","NA"," tarbase "," tarbase ",16.0061600717189,14.5035545572884,0.481435434526876,-0.181829825676846
